CID                                      InvCost              VarCost              ChargingRate        
S19_static_charger                       15.087               0.0                  0.295               
S17_static_charger                       24.198               0.0                  0.295               
S13_static_charger                       17.6173              0.0                  0.295               
S1_static_charger                        15.1611              0.0                  0.295               
S12_static_charger                       15.0573              0.0                  0.295               
S15_static_charger                       22.9259              0.0                  0.295               
S8_static_charger                        21.5812              0.0                  0.295               
S2_static_charger                        22.2389              0.0                  0.295               
S16_static_charger                       23.5061              0.0                  0.295               
S5_static_charger                        19.8177              0.0                  0.295               
S9_static_charger                        23.5187              0.0                  0.295               
S14_static_charger                       19.0315              0.0                  0.295               
S3_static_charger                        15.5133              0.0                  0.295               
S6_static_charger                        17.2366              0.0                  0.295               
S4_static_charger                        23.8117              0.0                  0.295               
S10_static_charger                       18.2333              0.0                  0.295               
S7_static_charger                        19.8622              0.0                  0.295               
S20_static_charger                       21.1837              0.0                  0.295               
S18_static_charger                       21.5209              0.0                  0.295               
S11_static_charger                       15.9727              0.0                  0.295               
I12_static_charger                       20.1256              0.0                  0.295               
I4_static_charger                        23.1743              0.0                  0.295               
I13_static_charger                       23.2015              0.0                  0.295               
I6_static_charger                        24.0308              0.0                  0.295               
I17_static_charger                       15.6132              0.0                  0.295               
I7_static_charger                        22.3366              0.0                  0.295               
I2_static_charger                        21.4501              0.0                  0.295               
I18_static_charger                       16.6346              0.0                  0.295               
I11_static_charger                       18.6379              0.0                  0.295               
I14_static_charger                       19.3128              0.0                  0.295               
I1_static_charger                        21.9494              0.0                  0.295               
C78_to_C81_dynamic_charger               2.0528               0.001                1.1799              
C100_to_C99_dynamic_charger              1.8842               0.001                1.1799              
C91_to_Depot_dynamic_charger             1.8815               0.001                0.295               
C15_to_C13_dynamic_charger               2.2796               0.001                1.1799              
C72_to_C66_dynamic_charger               2.3128               0.001                1.1799              
Depot_to_C98_dynamic_charger             1.6341               0.001                1.1799              
C62_to_C64_dynamic_charger               2.3104               0.001                0.295               
C11_to_C8_dynamic_charger                2.3629               0.001                1.1799              
C47_to_C43_dynamic_charger               1.6017               0.001                1.1799              
C77_to_C80_dynamic_charger               2.2192               0.001                0.295               
C7_to_C6_dynamic_charger                 1.7703               0.001                0.295               
C97_to_C100_dynamic_charger              2.3465               0.001                0.295               
C37_to_C35_dynamic_charger               1.5343               0.001                0.295               
C68_to_C69_dynamic_charger               1.5056               0.001                0.295               
C46_to_C48_dynamic_charger               1.859                0.001                1.1799              
C89_to_C91_dynamic_charger               2.3749               0.001                1.1799              
C46_to_C48_dynamic_charger               1.859                0.001                1.1799              
Depot_to_C22_dynamic_charger             2.3932               0.001                0.295               
C71_to_C76_dynamic_charger               1.6953               0.001                1.1799              
Depot_to_C67_dynamic_charger             1.8884               0.001                1.1799              
C83_to_C84_dynamic_charger               1.57                 0.001                1.1799              
C9_to_C11_dynamic_charger                2.2958               0.001                1.1799              
C16_to_C19_dynamic_charger               1.5782               0.001                1.1799              
C68_to_C69_dynamic_charger               1.5056               0.001                0.295               
C49_to_Depot_dynamic_charger             1.9334               0.001                1.1799              
C78_to_C81_dynamic_charger               2.0528               0.001                1.1799              
C13_to_C10_dynamic_charger               2.0907               0.001                1.1799              
C63_to_C74_dynamic_charger               1.8319               0.001                0.295               
C7_to_C6_dynamic_charger                 1.7703               0.001                0.295               
Depot_to_C21_dynamic_charger             1.6656               0.001                0.295               
C91_to_Depot_dynamic_charger             1.8815               0.001                0.295               
Depot_to_C41_dynamic_charger             2.1697               0.001                1.1799              
C11_to_C8_dynamic_charger                2.3629               0.001                1.1799              
C53_to_C54_dynamic_charger               1.8427               0.001                1.1799              
C48_to_C51_dynamic_charger               1.7046               0.001                1.1799              
C39_to_C38_dynamic_charger               2.1348               0.001                0.295               
C17_to_C15_dynamic_charger               2.3951               0.001                1.1799              
C63_to_C74_dynamic_charger               1.8319               0.001                0.295               
C9_to_C11_dynamic_charger                2.2958               0.001                1.1799              
C31_to_C33_dynamic_charger               2.2514               0.001                0.295               
C52_to_Depot_dynamic_charger             2.4783               0.001                1.1799              
C53_to_C54_dynamic_charger               1.8427               0.001                1.1799              
C49_to_Depot_dynamic_charger             1.9334               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.7937               0.001                1.1799              
C89_to_C91_dynamic_charger               2.3749               0.001                1.1799              
C19_to_C18_dynamic_charger               2.3625               0.001                1.1799              
C54_to_C55_dynamic_charger               1.7953               0.001                1.1799              
C50_to_C47_dynamic_charger               1.9162               0.001                0.295               
C93_to_C97_dynamic_charger               2.1276               0.001                1.1799              
C50_to_C47_dynamic_charger               1.9162               0.001                0.295               
C9_to_C11_dynamic_charger                2.2958               0.001                1.1799              
C66_to_Depot_dynamic_charger             2.3167               0.001                1.1799              
C70_to_C71_dynamic_charger               2.0233               0.001                1.1799              
C11_to_C8_dynamic_charger                2.3629               0.001                1.1799              
C97_to_C100_dynamic_charger              2.3465               0.001                0.295               
Depot_to_C22_dynamic_charger             2.3932               0.001                0.295               
Depot_to_C22_dynamic_charger             2.3932               0.001                0.295               
C46_to_C48_dynamic_charger               1.859                0.001                1.1799              
C19_to_C18_dynamic_charger               2.3625               0.001                1.1799              
C36_to_C39_dynamic_charger               1.8731               0.001                0.295               
C78_to_C81_dynamic_charger               2.0528               0.001                1.1799              
C66_to_Depot_dynamic_charger             2.3167               0.001                1.1799              
C31_to_C33_dynamic_charger               2.2514               0.001                0.295               
C17_to_C15_dynamic_charger               2.3951               0.001                1.1799              
C27_to_C29_dynamic_charger               2.4837               0.001                0.295               
C39_to_C38_dynamic_charger               2.1348               0.001                0.295               
C24_to_C32_dynamic_charger               2.2956               0.001                0.295               
C52_to_Depot_dynamic_charger             2.4783               0.001                1.1799              
C53_to_C54_dynamic_charger               1.8427               0.001                1.1799              
C57_to_Depot_dynamic_charger             1.5587               0.001                1.1799              
C2_to_C4_dynamic_charger                 1.8583               0.001                0.295               
C71_to_C76_dynamic_charger               1.6953               0.001                1.1799              
C75_to_C1_dynamic_charger                2.4453               0.001                1.1799              
Depot_to_C59_dynamic_charger             1.7476               0.001                1.1799              
C20_to_C24_dynamic_charger               1.9534               0.001                0.295               
C2_to_C4_dynamic_charger                 1.8583               0.001                0.295               
C50_to_C47_dynamic_charger               1.9162               0.001                0.295               
C13_to_C10_dynamic_charger               2.0907               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.7937               0.001                1.1799              
C93_to_C97_dynamic_charger               2.1276               0.001                1.1799              
C54_to_C55_dynamic_charger               1.7953               0.001                1.1799              
C91_to_Depot_dynamic_charger             1.8815               0.001                0.295               
C5_to_Depot_dynamic_charger              2.3702               0.001                1.1799              
C94_to_C92_dynamic_charger               2.0421               0.001                1.1799              
C68_to_C69_dynamic_charger               1.5056               0.001                0.295               
C49_to_Depot_dynamic_charger             1.9334               0.001                1.1799              
C80_to_C70_dynamic_charger               1.8888               0.001                1.1799              
C48_to_C51_dynamic_charger               1.7046               0.001                1.1799              
Depot_to_C41_dynamic_charger             2.1697               0.001                1.1799              
C40_to_C42_dynamic_charger               1.7245               0.001                0.295               
Depot_to_C67_dynamic_charger             1.8884               0.001                1.1799              
C40_to_C42_dynamic_charger               1.7245               0.001                0.295               
C15_to_C13_dynamic_charger               2.2796               0.001                1.1799              
C24_to_C32_dynamic_charger               2.2956               0.001                0.295               
C5_to_Depot_dynamic_charger              2.3702               0.001                1.1799              
C85_to_C88_dynamic_charger               1.5052               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.7937               0.001                1.1799              
C32_to_C31_dynamic_charger               1.5671               0.001                0.295               
C9_to_C11_dynamic_charger                2.2958               0.001                1.1799              
C66_to_Depot_dynamic_charger             2.3167               0.001                1.1799              
C71_to_C76_dynamic_charger               1.6953               0.001                1.1799              
Depot_to_C59_dynamic_charger             1.7476               0.001                1.1799              
Depot_to_C41_dynamic_charger             2.1697               0.001                1.1799              
Depot_to_C67_dynamic_charger             1.8884               0.001                1.1799              
C75_to_C1_dynamic_charger                2.4453               0.001                1.1799              
C85_to_C88_dynamic_charger               1.5052               0.001                1.1799              
C69_to_C61_dynamic_charger               2.4968               0.001                1.1799              
C48_to_C51_dynamic_charger               1.7046               0.001                1.1799              
C68_to_C69_dynamic_charger               1.5056               0.001                0.295               
C54_to_C55_dynamic_charger               1.7953               0.001                1.1799              
C19_to_C18_dynamic_charger               2.3625               0.001                1.1799              
C70_to_C71_dynamic_charger               2.0233               0.001                1.1799              
C80_to_C70_dynamic_charger               1.8888               0.001                1.1799              
C83_to_C84_dynamic_charger               1.57                 0.001                1.1799              
C40_to_C42_dynamic_charger               1.7245               0.001                0.295               
C13_to_C10_dynamic_charger               2.0907               0.001                1.1799              
C20_to_C24_dynamic_charger               1.9534               0.001                0.295               
C11_to_C8_dynamic_charger                2.3629               0.001                1.1799              
C52_to_Depot_dynamic_charger             2.4783               0.001                1.1799              
C97_to_C100_dynamic_charger              2.3465               0.001                0.295               
C7_to_C6_dynamic_charger                 1.7703               0.001                0.295               
Depot_to_C21_dynamic_charger             1.6656               0.001                0.295               
C94_to_C92_dynamic_charger               2.0421               0.001                1.1799              
C83_to_C84_dynamic_charger               1.57                 0.001                1.1799              
C36_to_C39_dynamic_charger               1.8731               0.001                0.295               
C59_to_C60_dynamic_charger               2.4806               0.001                0.295               
C62_to_C64_dynamic_charger               2.3104               0.001                0.295               
C48_to_C51_dynamic_charger               1.7046               0.001                1.1799              
Depot_to_C98_dynamic_charger             1.6341               0.001                1.1799              
C36_to_C39_dynamic_charger               1.8731               0.001                0.295               
Depot_to_C98_dynamic_charger             1.6341               0.001                1.1799              
C50_to_C47_dynamic_charger               1.9162               0.001                0.295               
C5_to_Depot_dynamic_charger              2.3702               0.001                1.1799              
C97_to_C100_dynamic_charger              2.3465               0.001                0.295               
C62_to_C64_dynamic_charger               2.3104               0.001                0.295               
C94_to_C92_dynamic_charger               2.0421               0.001                1.1799              
C98_to_C96_dynamic_charger               2.4213               0.001                1.1799              
C100_to_C99_dynamic_charger              1.8842               0.001                1.1799              
C40_to_C42_dynamic_charger               1.7245               0.001                0.295               
C72_to_C66_dynamic_charger               2.3128               0.001                1.1799              
C47_to_C43_dynamic_charger               1.6017               0.001                1.1799              
C27_to_C29_dynamic_charger               2.4837               0.001                0.295               
C72_to_C66_dynamic_charger               2.3128               0.001                1.1799              
C77_to_C80_dynamic_charger               2.2192               0.001                0.295               
C24_to_C32_dynamic_charger               2.2956               0.001                0.295               
C20_to_C24_dynamic_charger               1.9534               0.001                0.295               
C19_to_C18_dynamic_charger               2.3625               0.001                1.1799              
C77_to_C80_dynamic_charger               2.2192               0.001                0.295               
C72_to_C66_dynamic_charger               2.3128               0.001                1.1799              
C71_to_C76_dynamic_charger               1.6953               0.001                1.1799              
C77_to_C80_dynamic_charger               2.2192               0.001                0.295               
C90_to_C87_dynamic_charger               1.978                0.001                0.295               
C17_to_C15_dynamic_charger               2.3951               0.001                1.1799              
C20_to_C24_dynamic_charger               1.9534               0.001                0.295               
C39_to_C38_dynamic_charger               2.1348               0.001                0.295               
C80_to_C70_dynamic_charger               1.8888               0.001                1.1799              
C57_to_Depot_dynamic_charger             1.5587               0.001                1.1799              
