CID                                      InvCost              VarCost              ChargingRate        
S2_static_charger                        23.4828              0.0                  6.25                
S10_static_charger                       18.5883              0.0                  6.25                
S7_static_charger                        19.9797              0.0                  6.25                
S8_static_charger                        17.9305              0.0                  6.25                
S3_static_charger                        18.3468              0.0                  6.25                
S14_static_charger                       18.3582              0.0                  6.25                
S6_static_charger                        18.4427              0.0                  6.25                
S18_static_charger                       22.2179              0.0                  6.25                
S9_static_charger                        21.7874              0.0                  6.25                
S1_static_charger                        19.825               0.0                  6.25                
S15_static_charger                       15.3821              0.0                  6.25                
S17_static_charger                       20.3675              0.0                  6.25                
S11_static_charger                       19.1088              0.0                  6.25                
S20_static_charger                       23.2733              0.0                  6.25                
S19_static_charger                       15.8358              0.0                  6.25                
S5_static_charger                        23.9077              0.0                  6.25                
S4_static_charger                        19.6308              0.0                  6.25                
S13_static_charger                       21.406               0.0                  6.25                
S12_static_charger                       17.2894              0.0                  6.25                
S16_static_charger                       15.7619              0.0                  6.25                
I4_static_charger                        24.4633              0.0                  6.25                
I2_static_charger                        23.2593              0.0                  6.25                
I3_static_charger                        20.7994              0.0                  6.25                
C14_to_C42_dynamic_charger               1.8674               0.001                6.25                
C61_to_C93_dynamic_charger               1.9002               0.001                25.0                
C65_to_C35_dynamic_charger               2.2121               0.001                6.25                
C20_to_C32_dynamic_charger               2.1189               0.001                6.25                
C52_to_C7_dynamic_charger                2.2                  0.001                25.0                
C25_to_C67_dynamic_charger               1.8393               0.001                25.0                
C24_to_C29_dynamic_charger               1.5127               0.001                6.25                
C9_to_C66_dynamic_charger                1.5838               0.001                25.0                
C66_to_C90_dynamic_charger               2.3334               0.001                6.25                
C46_to_C84_dynamic_charger               1.8368               0.001                25.0                
C63_to_C64_dynamic_charger               2.2667               0.001                25.0                
C42_to_C57_dynamic_charger               2.2773               0.001                6.25                
C10_to_C70_dynamic_charger               1.7113               0.001                25.0                
Depot_to_C69_dynamic_charger             1.7554               0.001                25.0                
C47_to_C8_dynamic_charger                1.5972               0.001                25.0                
C5_to_C59_dynamic_charger                1.9161               0.001                25.0                
Depot_to_C69_dynamic_charger             1.7554               0.001                25.0                
C72_to_C4_dynamic_charger                2.4373               0.001                6.25                
C21_to_C54_dynamic_charger               2.4336               0.001                6.25                
C12_to_C28_dynamic_charger               2.0642               0.001                25.0                
C64_to_C49_dynamic_charger               1.5746               0.001                25.0                
C45_to_C17_dynamic_charger               2.1773               0.001                25.0                
C86_to_C38_dynamic_charger               2.4767               0.001                25.0                
C63_to_C64_dynamic_charger               2.2667               0.001                25.0                
C7_to_C46_dynamic_charger                1.802                0.001                25.0                
