VID                  Type   x                    y                    CID                                      Seq   
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
I18                  i      63.08196721311475    42.78688524590164    I18_static_charger                       1     
I16                  i      54.88                45.35                I16_static_charger                       1     
I9                   i      36.31818181818182    46.72727272727273    I9_static_charger                        1     
I13                  i      47.56637168141593    60.508849557522126   I13_static_charger                       1     
I6                   i      31.115107913669064   37.84172661870504    I6_static_charger                        1     
I15                  i      47.63157894736842    45.421052631578945   I15_static_charger                       1     
I4                   i      26.848484848484848   44.36363636363637    I4_static_charger                        1     
I8                   i      33.225806451612904   65.80645161290323    I8_static_charger                        1     
I12                  i      46.333333333333336   62.666666666666664   I12_static_charger                       1     
I5                   i      26.94736842105263    43.473684210526315   I5_static_charger                        1     
I14                  i      47.3921568627451     46.01960784313726    I14_static_charger                       1     
I19                  i      84.10810810810811    36.21621621621622    I19_static_charger                       1     
I7                   i      32.40963855421687    64.33734939759036    I7_static_charger                        1     
I11                  i      41.75757575757576    28.91919191919192    I11_static_charger                       1     
DC_C45_C5_1          x      20.0                 83.03333333333333    C45_to_C5_dynamic_charger                1     
DC_C56_Depot_0       x      49.94452997921649    35.08320503117526    C56_to_Depot_dynamic_charger             0     
DC_C62_C33_1         x      75.0                 30.0                 C62_to_C33_dynamic_charger               1     
DC_C50_C67_2         x      66.6917525560483     39.64471651345773    C50_to_C67_dynamic_charger               2     
DC_C10_C12_0         x      9.962860933694696    40.09284766576326    C10_to_C12_dynamic_charger               0     
DC_C20_C83_3         x      37.02982749862719    30.904552004392993   C20_to_C83_dynamic_charger               3     
DC_C59_C58_1         x      12.5                 15.0                 C59_to_C58_dynamic_charger               1     
DC_C60_C98_3         x      25.919126394490714   52.05881716764312    C60_to_C98_dynamic_charger               3     
DC_C63_C89_1         x      66.0                 12.5                 C63_to_C89_dynamic_charger               1     
DC_C39_C41_0         x      59.9628609336947     79.90715233423674    C39_to_C41_dynamic_charger               0     
DC_C68_C61_1         x      41.690236892079106   61.690236892079106   C68_to_C61_dynamic_charger               1     
DC_C70_C68_0         x      35.048564293782896   68.91258427119078    C70_to_C68_dynamic_charger               0     
DC_Depot_C69_2       x      34.03253957028677    51.32610231771405    Depot_to_C69_dynamic_charger             2     
DC_C30_C28_2         x      90.63333333333334    30.0                 C30_to_C28_dynamic_charger               2     
DC_C93_C71_1         x      63.0                 53.5                 C93_to_C71_dynamic_charger               1     
DC_C27_C29_2         x      90.1                 35.0                 C27_to_C29_dynamic_charger               2     
DC_C62_C33_2         x      84.91055728180002    25.04472135909999    C62_to_C33_dynamic_charger               2     
DC_C3_C1_2           x      24.9                 85.0                 C3_to_C1_dynamic_charger                 2     
DC_Depot_C53_1       x      33.3                 50.0                 Depot_to_C53_dynamic_charger             1     
DC_C50_C67_0         x      71.92474233185509    35.0658504596268     C50_to_C67_dynamic_charger               0     
DC_C74_C86_0         x      20.024253560301386   20.09701424120554    C74_to_C86_dynamic_charger               0     
DC_C57_C24_1         x      34.0                 20.0                 C57_to_C24_dynamic_charger               1     
DC_C96_Depot_1       x      49.96779216931012    52.65807791181604    C96_to_Depot_dynamic_charger             1     
DC_C96_Depot_3       x      40.096623492069625   50.0257662645519     C96_to_Depot_dynamic_charger             3     
DC_Depot_C64_0       x      40.02425356265432    49.9029857493827     Depot_to_C64_dynamic_charger             0     
DC_C14_C47_0         x      4.9                  45.0                 C14_to_C47_dynamic_charger               0     
DC_C36_C40_2         x      61.7                 85.0                 C36_to_C40_dynamic_charger               2     
DC_C63_C89_2         x      66.9867836280342     5.099122789743514    C63_to_C89_dynamic_charger               2     
DC_C71_C72_0         x      64.9803883864339     55.09805806783049    C71_to_C72_dynamic_charger               0     
DC_C7_C8_1           x      15.0                 76.7                 C7_to_C8_dynamic_charger                 1     
DC_C13_C11_1         x      6.5                  37.5                 C13_to_C11_dynamic_charger               1     
DC_C53_C78_2         x      8.089442718199983    55.95527864090001    C53_to_C78_dynamic_charger               2     
DC_C37_C35_1         x      65.68515667462015    83.02773501193022    C37_to_C35_dynamic_charger               1     
DC_C56_Depot_1       x      45.0                 42.5                 C56_to_Depot_dynamic_charger             1     
DC_C10_C12_3         x      8.037139066305304    44.90715233423674    C10_to_C12_dynamic_charger               3     
DC_C51_C56_0         x      54.96837722279663    20.0948683316101     C51_to_C56_dynamic_charger               0     
DC_C30_C28_3         x      91.9                 30.0                 C30_to_C28_dynamic_charger               3     
