VID                  Type   x                    y                    CID                                      Seq   
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
I1                   i      27.619718309859156   69.11267605633803    I1_static_charger                        1     
I18                  i      25.604395604395606   42.30769230769231    I18_static_charger                       1     
I13                  i      38.214285714285715   22.142857142857142   I13_static_charger                       1     
I33                  i      20.0                 52.06896551724138    I33_static_charger                       1     
I34                  i      43.84                57.52                I34_static_charger                       1     
I32                  i      27.787958115183248   43.20680628272251    I32_static_charger                       1     
I20                  i      34.27058823529412    29.4078431372549     I20_static_charger                       1     
I16                  i      26.375               12.0                 I16_static_charger                       1     
I6                   i      23.88888888888889    41.666666666666664   I6_static_charger                        1     
I27                  i      23.953488372093023   41.627906976744185   I27_static_charger                       1     
I10                  i      47.78947368421053    47.078947368421055   I10_static_charger                       1     
I9                   i      33.924528301886795   26.754716981132077   I9_static_charger                        1     
I24                  i      25.526315789473685   42.36842105263158    I24_static_charger                       1     
I28                  i      26.178571428571427   29.571428571428573   I28_static_charger                       1     
I4                   i      35.714285714285715   42.5                 I4_static_charger                        1     
I29                  i      25.89887640449438    34.49438202247191    I29_static_charger                       1     
I21                  i      55.646153846153844   56.12307692307692    I21_static_charger                       1     
I5                   i      56.25                35.0                 I5_static_charger                        1     
I31                  i      15.188953488372093   57.54360465116279    I31_static_charger                       1     
I15                  i      48.66197183098591    58.59154929577465    I15_static_charger                       1     
I8                   i      31.304878048780488   25.146341463414632   I8_static_charger                        1     
I19                  i      21.07894736842105    28.342105263157894   I19_static_charger                       1     
I23                  i      55.36923076923077    42.784615384615385   I23_static_charger                       1     
I25                  i      25.652173913043477   10.072463768115941   I25_static_charger                       1     
I2                   i      42.88235294117647    54.64705882352941    I2_static_charger                        1     
C92                  ic     22.0                 22.0                 I11_static_charger                       1     
C12                  ic     50.0                 35.0                 I3_static_charger                        1     
DC_C73_C26_3         x      44.99233035022305    29.900294552899684   C73_to_C26_dynamic_charger               3     
DC_C38_C86_0         x      4.992330350223052    5.099705447100317    C38_to_C86_dynamic_charger               0     
DC_C36_C48_1         x      5.6936245351697625   57.31372761078563    C36_to_C48_dynamic_charger               1     
DC_C36_C48_0         x      2.0808736055092862   59.94118283235688    C36_to_C48_dynamic_charger               0     
DC_C44_C37_1         x      15.5                 17.0                 C44_to_C37_dynamic_charger               1     
DC_C46_C17_1         x      3.5                  39.0                 C46_to_C17_dynamic_charger               1     
DC_C64_C49_2         x      6.070710678459531    68.07071067845953    C64_to_C49_dynamic_charger               2     
DC_C88_Depot_2       x      34.95321122780808    35.08837879191806    C88_to_Depot_dynamic_charger             2     
DC_Depot_C21_1       x      40.0                 27.5                 Depot_to_C21_dynamic_charger             1     
DC_C51_Depot_1       x      44.31600176841385    50.30486004810846    C51_to_Depot_dynamic_charger             1     
DC_C62_C11_2         x      20.04961389228675    64.91317568849819    C62_to_C11_dynamic_charger               2     
DC_C2_C15_3          x      30.03846153846154    5.092307692307692    C2_to_C15_dynamic_charger                3     
DC_C4_C25_3          x      64.9                 20.0                 C4_to_C25_dynamic_charger                3     
DC_C86_C14_3         x      14.919126394490714   10.058817167643117   C86_to_C14_dynamic_charger               3     
DC_Depot_C31_1       x      33.0                 43.5                 Depot_to_C31_dynamic_charger             1     
DC_C16_C91_0         x      10.098058058215107   19.980388388356978   C16_to_C91_dynamic_charger               0     
DC_C61_C16_1         x      11.0                 22.0                 C61_to_C16_dynamic_charger               1     
DC_C86_C14_0         x      4.080873605509286    17.941182832356883   C86_to_C14_dynamic_charger               0     
DC_C33_C34_1         x      57.03233808301623    53.00808452075405    C33_to_C34_dynamic_charger               1     
DC_C87_C13_1         x      29.0                 21.5                 C87_to_C13_dynamic_charger               1     
DC_C21_C39_0         x      45.088235294117645   19.95294117647059    C21_to_C39_dynamic_charger               0     
DC_C23_C67_3         x      66.9                 5.0                  C23_to_C67_dynamic_charger               3     
DC_C99_C5_0          x      19.921913116160173   26.06246950707186    C99_to_C5_dynamic_charger                0     
DC_C48_C47_0         x      12.921913116160175   52.06246950707186    C48_to_C47_dynamic_charger               0     
DC_C8_C46_2          x      4.694933277195846    46.3156667017526     C8_to_C46_dynamic_charger                2     
DC_C12_Depot_1       x      44.96666666666667    35.0                 C12_to_Depot_dynamic_charger             1     
