VID                  Type   x                    y                    CID                                      Seq   
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
I3                   i      48.07692307692308    22.307692307692307   I3_static_charger                        1     
I4                   i      14.521739130434783   49.391304347826086   I4_static_charger                        1     
I6                   i      22.133333333333333   19.466666666666665   I6_static_charger                        1     
DC_C96_Depot_0       x      22.085165829006144   27.05240974092686    C96_to_Depot_dynamic_charger             0     
DC_C35_C51_0         x      62.91055728180002    64.9552786409        C35_to_C51_dynamic_charger               0     
DC_C65_C34_2         x      64.98648867933731    55.099083018193035   C65_to_C34_dynamic_charger               2     
DC_C99_C100_0        x      19.97574643675744    25.902985747029756   C99_to_C100_dynamic_charger              0     
DC_C41_C15_1         x      37.967120202375156   6.327853367062525    C41_to_C15_dynamic_charger               1     
DC_C47_C49_1         x      7.0                  62.0                 C47_to_C49_dynamic_charger               1     
DC_C62_C36_0         x      23.900410679198263   58.00905357461834    C62_to_C36_dynamic_charger               0     
