VID                  Type   x                    y                    CID                                      Seq   
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
I4                   i      26.736842105263158   44.31578947368421    I4_static_charger                        1     
I18                  i      48.155072463768114   39.926086956521736   I18_static_charger                       1     
I17                  i      32.8                 66.8                 I17_static_charger                       1     
I5                   i      26.90909090909091    43.45454545454545    I5_static_charger                        1     
I25                  i      41.20582877959927    22.868852459016395   I25_static_charger                       1     
I13                  i      48.888888888888886   32.22222222222222    I13_static_charger                       1     
I15                  i      44.48108108108108    30.90810810810811    I15_static_charger                       1     
I12                  i      25.6                 50.0                 I12_static_charger                       1     
I7                   i      41.55555555555556    15.0                 I7_static_charger                        1     
I6                   i      50.678391959798994   36.80904522613066    I6_static_charger                        1     
I11                  i      48.343283582089555   45.507462686567166   I11_static_charger                       1     
I24                  i      46.755102040816325   36.48979591836735    I24_static_charger                       1     
I22                  i      31.424242424242426   28.560606060606062   I22_static_charger                       1     
I20                  i      25.06382978723404    52.680851063829785   I20_static_charger                       1     
I26                  i      42.857142857142854   17.142857142857142   I26_static_charger                       1     
I16                  i      25.951219512195124   48.24390243902439    I16_static_charger                       1     
I2                   i      52.294117647058826   41.11764705882353    I2_static_charger                        1     
C67                  ic     64.0                 42.0                 I1_static_charger                        1     
DC_C71_C31_3         x      87.92453944702048    35.06561787215611    C71_to_C31_dynamic_charger               3     
DC_C27_C29_1         x      92.5                 35.0                 C27_to_C29_dynamic_charger               1     
DC_C40_C61_3         x      45.06                65.08                C40_to_C61_dynamic_charger               3     
DC_C65_C99_0         x      34.91258427119079    39.951435706217104   C65_to_C99_dynamic_charger               0     
DC_Depot_C69_2       x      31.09761871086032    51.97830695314215    Depot_to_C69_dynamic_charger             2     
DC_C59_C74_1         x      15.0                 20.0                 C59_to_C74_dynamic_charger               1     
DC_C6_C60_1          x      16.99346279569164    69.96731397845821    C6_to_C60_dynamic_charger                1     
DC_C16_C17_3         x      0.0                  44.9                 C16_to_C17_dynamic_charger               3     
DC_C23_C25_2         x      36.03333333333333    5.0                  C23_to_C25_dynamic_charger               2     
DC_C2_C4_1           x      21.0                 77.5                 C2_to_C4_dynamic_charger                 1     
DC_C23_C25_3         x      35.1                 5.0                  C23_to_C25_dynamic_charger               3     
DC_C19_C18_1         x      42.6790463554351     8.302384111412247    C19_to_C18_dynamic_charger               1     
DC_C6_C60_3          x      15.019611612925072   60.09805806462536    C6_to_C60_dynamic_charger                3     
DC_C52_C87_1         x      18.5                 27.0                 C52_to_C87_dynamic_charger               1     
DC_C98_Depot_3       x      39.90100505326777    50.01414213524746    C98_to_Depot_dynamic_charger             3     
DC_C84_C85_2         x      60.976429772920895   25.023570227079105   C84_to_C85_dynamic_charger               2     
DC_Depot_C68_2       x      40.0                 56.63333333333333    Depot_to_C68_dynamic_charger             2     
DC_C100_C2_2         x      22.074740929253974   74.93356361844091    C100_to_C2_dynamic_charger               2     
DC_C89_C51_1         x      62.979176832060055   10.026028959924929   C89_to_C51_dynamic_charger               1     
DC_C27_C29_2         x      90.1                 35.0                 C27_to_C29_dynamic_charger               2     
DC_C40_C61_0         x      59.94                84.92                C40_to_C61_dynamic_charger               0     
DC_C43_C40_0         x      55.1                 85.0                 C43_to_C40_dynamic_charger               0     
DC_C76_C89_3         x      66.92928932233411    5.070710677665881    C76_to_C89_dynamic_charger               3     
DC_C50_C67_3         x      64.07525766814491    41.9341495403732     C50_to_C67_dynamic_charger               3     
DC_C68_C70_3         x      35.048564293782896   68.91258427119078    C68_to_C70_dynamic_charger               3     
DC_C82_C90_1         x      32.0                 45.0                 C82_to_C90_dynamic_charger               1     
DC_C12_C10_0         x      8.037139066305304    44.90715233423674    C12_to_C10_dynamic_charger               0     
DC_C19_C18_3         x      43.9628609336947     5.092847665763259    C19_to_C18_dynamic_charger               3     
DC_C89_C51_3         x      55.06246950381983    19.921913120225216   C89_to_C51_dynamic_charger               3     
DC_C63_C76_0         x      64.94700010525779    19.915200168412465   C63_to_C76_dynamic_charger               0     
DC_C95_C62_1         x      60.5                 36.0                 C95_to_C62_dynamic_charger               1     
DC_C94_Depot_3       x      40.09931505908983    49.9883158754012     C94_to_Depot_dynamic_charger             3     
DC_C73_C79_3         x      5.9552786409000085   67.91055728180002    C73_to_C79_dynamic_charger               3     
DC_Depot_C66_3       x      40.99233035022305    37.09970544710032    Depot_to_C66_dynamic_charger             3     
DC_C83_Depot_1       x      38.005198752465766   37.36625876561653    C83_to_Depot_dynamic_charger             1     
DC_C31_C28_3         x      91.93753049292813    30.078086883839827   C31_to_C28_dynamic_charger               3     
DC_C53_C78_1         x      14.0                 53.0                 C53_to_C78_dynamic_charger               1     
DC_C58_C75_2         x      8.363147572733329    6.681573786366664    C58_to_C75_dynamic_charger               2     
DC_C24_C22_2         x      39.9                 15.0                 C24_to_C22_dynamic_charger               2     
DC_C53_C78_2         x      8.089442718199983    55.95527864090001    C53_to_C78_dynamic_charger               2     
DC_C97_C9_2          x      9.966717987529895    34.905700964668036   C97_to_C9_dynamic_charger                2     
DC_C55_C100_2        x      30.66195262158418    64.63366835108926    C55_to_C100_dynamic_charger              2     
DC_C79_C7_2          x      14.921064776524736   74.93860593729701    C79_to_C7_dynamic_charger                2     
DC_Depot_C66_0       x      40.00766964977695    49.90029455289968    Depot_to_C66_dynamic_charger             0     
DC_C40_C61_1         x      54.980000000000004   78.30666666666667    C40_to_C61_dynamic_charger               1     
DC_C59_C74_0         x      10.1                 20.0                 C59_to_C74_dynamic_charger               0     
DC_C55_C100_3        x      30.98585786475254    66.90100505326777    C55_to_C100_dynamic_charger              3     
DC_C53_C78_0         x      19.910557281800017   50.04472135909999    C53_to_C78_dynamic_charger               0     
DC_C69_C55_2         x      30.33746782435723    57.30025740514216    C69_to_C55_dynamic_charger               2     
DC_Depot_C91_2       x      48.92525907074603    42.066436381559086   Depot_to_C91_dynamic_charger             2     
DC_C44_C38_1         x      58.5                 81.0                 C44_to_C38_dynamic_charger               1     
DC_C43_C40_1         x      57.5                 85.0                 C43_to_C40_dynamic_charger               1     
DC_C24_C22_1         x      39.0                 15.0                 C24_to_C22_dynamic_charger               1     
DC_C79_C7_0          x      6.078935223475265    68.06139406270299    C79_to_C7_dynamic_charger                0     
DC_Depot_C65_1       x      37.5                 45.0                 Depot_to_C65_dynamic_charger             1     
DC_C11_C15_1         x      5.0                  40.0                 C11_to_C15_dynamic_charger               1     
DC_C41_C72_0         x      58.04472135909999    74.91055728180002    C41_to_C72_dynamic_charger               0     
DC_C19_C18_2         x      43.3209536445649     6.6976158885877535   C19_to_C18_dynamic_charger               2     
DC_C76_C89_2         x      64.64309644077804    7.35690355922196     C76_to_C89_dynamic_charger               2     
DC_C12_C10_3         x      9.962860933694696    40.09284766576326    C12_to_C10_dynamic_charger               3     
DC_Depot_C42_2       x      54.955278640900005   79.91055728180001    Depot_to_C42_dynamic_charger             2     
DC_C12_C10_1         x      8.679046355435101    43.302384111412245   C12_to_C10_dynamic_charger               1     
DC_C76_C89_1         x      62.35690355922196    9.64309644077804     C76_to_C89_dynamic_charger               1     
DC_C44_C38_2         x      61.90384760669825    80.02747211237192    C44_to_C38_dynamic_charger               2     
DC_C68_C70_0         x      39.951435706217104   60.08741572880921    C68_to_C70_dynamic_charger               0     
DC_C73_C79_1         x      3.3482404530333305   62.69648090606666    C73_to_C79_dynamic_charger               1     
DC_C16_C17_0         x      0.0                  40.1                 C16_to_C17_dynamic_charger               0     
