CID                                      InvCost              VarCost              ChargingRate        
S18_static_charger                       22.8451              0.0                  6.25                
S2_static_charger                        21.97                0.0                  6.25                
S19_static_charger                       20.6063              0.0                  6.25                
S13_static_charger                       20.5325              0.0                  6.25                
S5_static_charger                        24.5989              0.0                  6.25                
S8_static_charger                        22.6509              0.0                  6.25                
S16_static_charger                       20.2352              0.0                  6.25                
S7_static_charger                        21.3594              0.0                  6.25                
S14_static_charger                       23.4186              0.0                  6.25                
S20_static_charger                       18.3043              0.0                  6.25                
S12_static_charger                       22.5612              0.0                  6.25                
S15_static_charger                       16.6845              0.0                  6.25                
S1_static_charger                        19.7668              0.0                  6.25                
S4_static_charger                        24.6074              0.0                  6.25                
S9_static_charger                        23.258               0.0                  6.25                
S10_static_charger                       20.0994              0.0                  6.25                
S11_static_charger                       24.5292              0.0                  6.25                
S17_static_charger                       16.0733              0.0                  6.25                
S6_static_charger                        18.6193              0.0                  6.25                
S3_static_charger                        21.2782              0.0                  6.25                
I4_static_charger                        21.8555              0.0                  6.25                
I3_static_charger                        18.0086              0.0                  6.25                
C81_to_C65_dynamic_charger               1.6464               0.001                6.25                
C4_to_C73_dynamic_charger                2.2186               0.001                6.25                
C19_to_C88_dynamic_charger               1.5554               0.001                25.0                
C18_to_C89_dynamic_charger               1.8456               0.001                25.0                
C25_to_C39_dynamic_charger               2.1328               0.001                25.0                
C69_to_C30_dynamic_charger               1.9378               0.001                25.0                
C52_to_C7_dynamic_charger                1.6581               0.001                25.0                
C67_to_C23_dynamic_charger               1.7698               0.001                25.0                
C67_to_C23_dynamic_charger               1.7698               0.001                25.0                
C60_to_C18_dynamic_charger               2.4276               0.001                6.25                
C67_to_C23_dynamic_charger               1.7698               0.001                25.0                
C17_to_C61_dynamic_charger               2.2768               0.001                25.0                
C42_to_C14_dynamic_charger               1.9594               0.001                25.0                
C28_to_C26_dynamic_charger               1.655                0.001                25.0                
C64_to_C49_dynamic_charger               1.6667               0.001                25.0                
C27_to_C52_dynamic_charger               1.6843               0.001                25.0                
C54_to_C55_dynamic_charger               1.7267               0.001                25.0                
C42_to_C14_dynamic_charger               1.9594               0.001                25.0                
C42_to_C14_dynamic_charger               1.9594               0.001                25.0                
C46_to_C8_dynamic_charger                1.5774               0.001                6.25                
C4_to_C73_dynamic_charger                2.2186               0.001                6.25                
C25_to_C39_dynamic_charger               2.1328               0.001                25.0                
C81_to_C65_dynamic_charger               1.6464               0.001                6.25                
C73_to_C40_dynamic_charger               2.1768               0.001                6.25                
C43_to_C15_dynamic_charger               2.2785               0.001                6.25                
C49_to_C36_dynamic_charger               1.6519               0.001                25.0                
C52_to_C7_dynamic_charger                1.6581               0.001                25.0                
C71_to_C9_dynamic_charger                1.9422               0.001                6.25                
C43_to_C15_dynamic_charger               2.2785               0.001                6.25                
C73_to_C40_dynamic_charger               2.1768               0.001                6.25                
Depot_to_C13_dynamic_charger             2.4374               0.001                25.0                
C49_to_C36_dynamic_charger               1.6519               0.001                25.0                
C13_to_C42_dynamic_charger               2.1211               0.001                25.0                
C51_to_C29_dynamic_charger               2.1968               0.001                25.0                
C30_to_C32_dynamic_charger               2.1392               0.001                6.25                
C44_to_C38_dynamic_charger               2.0749               0.001                25.0                
C28_to_C26_dynamic_charger               1.655                0.001                25.0                
C28_to_C26_dynamic_charger               1.655                0.001                25.0                
C21_to_C58_dynamic_charger               1.7702               0.001                25.0                
C82_to_C62_dynamic_charger               2.1749               0.001                25.0                
C64_to_C49_dynamic_charger               1.6667               0.001                25.0                
C58_to_C2_dynamic_charger                1.9537               0.001                6.25                
C60_to_C18_dynamic_charger               2.4276               0.001                6.25                
C63_to_C11_dynamic_charger               1.6393               0.001                6.25                
C50_to_C69_dynamic_charger               2.2798               0.001                6.25                
C56_to_C4_dynamic_charger                1.6041               0.001                6.25                
C50_to_C69_dynamic_charger               2.2798               0.001                6.25                
C17_to_C61_dynamic_charger               2.2768               0.001                25.0                
C10_to_C20_dynamic_charger               1.5106               0.001                6.25                
C61_to_C96_dynamic_charger               1.7354               0.001                6.25                
C84_to_C45_dynamic_charger               1.8049               0.001                25.0                
C8_to_C83_dynamic_charger                1.8707               0.001                25.0                
C39_to_C67_dynamic_charger               1.9892               0.001                6.25                
C8_to_C83_dynamic_charger                1.8707               0.001                25.0                
C56_to_C4_dynamic_charger                1.6041               0.001                6.25                
C61_to_C96_dynamic_charger               1.7354               0.001                6.25                
C1_to_C33_dynamic_charger                2.4152               0.001                6.25                
C58_to_C2_dynamic_charger                1.9537               0.001                6.25                
C64_to_C49_dynamic_charger               1.6667               0.001                25.0                
C96_to_Depot_dynamic_charger             2.0502               0.001                25.0                
C69_to_C30_dynamic_charger               1.9378               0.001                25.0                
C35_to_C34_dynamic_charger               1.9224               0.001                6.25                
C69_to_C30_dynamic_charger               1.9378               0.001                25.0                
C84_to_C45_dynamic_charger               1.8049               0.001                25.0                
C43_to_C15_dynamic_charger               2.2785               0.001                6.25                
C27_to_C52_dynamic_charger               1.6843               0.001                25.0                
C38_to_C86_dynamic_charger               2.2428               0.001                25.0                
C71_to_C9_dynamic_charger                1.9422               0.001                6.25                
C96_to_Depot_dynamic_charger             2.0502               0.001                25.0                
C14_to_C100_dynamic_charger              1.5884               0.001                6.25                
C23_to_C75_dynamic_charger               1.5271               0.001                25.0                
C45_to_C46_dynamic_charger               1.5731               0.001                25.0                
C25_to_C39_dynamic_charger               2.1328               0.001                25.0                
C96_to_Depot_dynamic_charger             2.0502               0.001                25.0                
C45_to_C46_dynamic_charger               1.5731               0.001                25.0                
C44_to_C38_dynamic_charger               2.0749               0.001                25.0                
C35_to_C34_dynamic_charger               1.9224               0.001                6.25                
C13_to_C42_dynamic_charger               2.1211               0.001                25.0                
C21_to_C58_dynamic_charger               1.7702               0.001                25.0                
C65_to_C35_dynamic_charger               2.1524               0.001                6.25                
C7_to_C19_dynamic_charger                1.7562               0.001                25.0                
C56_to_C4_dynamic_charger                1.6041               0.001                6.25                
C95_to_C87_dynamic_charger               1.9386               0.001                6.25                
C63_to_C11_dynamic_charger               1.6393               0.001                6.25                
C51_to_C29_dynamic_charger               2.1968               0.001                25.0                
C10_to_C20_dynamic_charger               1.5106               0.001                6.25                
C1_to_C33_dynamic_charger                2.4152               0.001                6.25                
C96_to_Depot_dynamic_charger             2.0502               0.001                25.0                
C27_to_C52_dynamic_charger               1.6843               0.001                25.0                
C10_to_C20_dynamic_charger               1.5106               0.001                6.25                
C63_to_C11_dynamic_charger               1.6393               0.001                6.25                
C44_to_C38_dynamic_charger               2.0749               0.001                25.0                
C39_to_C67_dynamic_charger               1.9892               0.001                6.25                
C13_to_C42_dynamic_charger               2.1211               0.001                25.0                
C46_to_C8_dynamic_charger                1.5774               0.001                6.25                
C50_to_C69_dynamic_charger               2.2798               0.001                6.25                
C15_to_C41_dynamic_charger               1.8826               0.001                6.25                
C15_to_C41_dynamic_charger               1.8826               0.001                6.25                
C19_to_C88_dynamic_charger               1.5554               0.001                25.0                
C39_to_C67_dynamic_charger               1.9892               0.001                6.25                
C45_to_C46_dynamic_charger               1.5731               0.001                25.0                
Depot_to_C13_dynamic_charger             2.4374               0.001                25.0                
C25_to_C39_dynamic_charger               2.1328               0.001                25.0                
C14_to_C100_dynamic_charger              1.5884               0.001                6.25                
C4_to_C73_dynamic_charger                2.2186               0.001                6.25                
C11_to_C64_dynamic_charger               1.7867               0.001                25.0                
C86_to_C17_dynamic_charger               2.3943               0.001                25.0                
C30_to_C32_dynamic_charger               2.1392               0.001                6.25                
C43_to_C15_dynamic_charger               2.2785               0.001                6.25                
C20_to_C66_dynamic_charger               2.4424               0.001                6.25                
C86_to_C17_dynamic_charger               2.3943               0.001                25.0                
C26_to_C68_dynamic_charger               2.222                0.001                25.0                
C65_to_C35_dynamic_charger               2.1524               0.001                6.25                
C82_to_C62_dynamic_charger               2.1749               0.001                25.0                
C86_to_C17_dynamic_charger               2.3943               0.001                25.0                
C73_to_C40_dynamic_charger               2.1768               0.001                6.25                
C38_to_C86_dynamic_charger               2.2428               0.001                25.0                
C38_to_C86_dynamic_charger               2.2428               0.001                25.0                
C49_to_C36_dynamic_charger               1.6519               0.001                25.0                
C63_to_C11_dynamic_charger               1.6393               0.001                6.25                
C23_to_C75_dynamic_charger               1.5271               0.001                25.0                
C95_to_C87_dynamic_charger               1.9386               0.001                6.25                
C20_to_C66_dynamic_charger               2.4424               0.001                6.25                
C19_to_C88_dynamic_charger               1.5554               0.001                25.0                
C18_to_C89_dynamic_charger               1.8456               0.001                25.0                
C26_to_C68_dynamic_charger               2.222                0.001                25.0                
C8_to_C83_dynamic_charger                1.8707               0.001                25.0                
C23_to_C75_dynamic_charger               1.5271               0.001                25.0                
C13_to_C42_dynamic_charger               2.1211               0.001                25.0                
C30_to_C32_dynamic_charger               2.1392               0.001                6.25                
C20_to_C66_dynamic_charger               2.4424               0.001                6.25                
C60_to_C18_dynamic_charger               2.4276               0.001                6.25                
C18_to_C89_dynamic_charger               1.8456               0.001                25.0                
C7_to_C19_dynamic_charger                1.7562               0.001                25.0                
C58_to_C2_dynamic_charger                1.9537               0.001                6.25                
C54_to_C55_dynamic_charger               1.7267               0.001                25.0                
C73_to_C40_dynamic_charger               2.1768               0.001                6.25                
C84_to_C45_dynamic_charger               1.8049               0.001                25.0                
C14_to_C100_dynamic_charger              1.5884               0.001                6.25                
C35_to_C34_dynamic_charger               1.9224               0.001                6.25                
C84_to_C45_dynamic_charger               1.8049               0.001                25.0                
C64_to_C49_dynamic_charger               1.6667               0.001                25.0                
C71_to_C9_dynamic_charger                1.9422               0.001                6.25                
