CID                                      InvCost              VarCost              ChargingRate        
S11_static_charger                       21.811               0.0                  2.6316              
S4_static_charger                        21.2392              0.0                  2.6316              
S7_static_charger                        15.3354              0.0                  2.6316              
S16_static_charger                       15.9182              0.0                  2.6316              
S3_static_charger                        18.1673              0.0                  2.6316              
S12_static_charger                       21.844               0.0                  2.6316              
S19_static_charger                       15.9062              0.0                  2.6316              
S6_static_charger                        19.6317              0.0                  2.6316              
S14_static_charger                       15.0642              0.0                  2.6316              
S15_static_charger                       21.0557              0.0                  2.6316              
S20_static_charger                       24.3279              0.0                  2.6316              
S10_static_charger                       16.868               0.0                  2.6316              
S2_static_charger                        18.6137              0.0                  2.6316              
S18_static_charger                       21.2673              0.0                  2.6316              
S13_static_charger                       19.6908              0.0                  2.6316              
S5_static_charger                        23.9574              0.0                  2.6316              
S9_static_charger                        23.5446              0.0                  2.6316              
S17_static_charger                       21.0742              0.0                  2.6316              
S8_static_charger                        21.7985              0.0                  2.6316              
S1_static_charger                        22.2571              0.0                  2.6316              
I4_static_charger                        19.8372              0.0                  2.6316              
I18_static_charger                       23.6529              0.0                  2.6316              
I17_static_charger                       23.7862              0.0                  2.6316              
I5_static_charger                        24.3615              0.0                  2.6316              
I25_static_charger                       23.4395              0.0                  2.6316              
I13_static_charger                       17.678               0.0                  2.6316              
I15_static_charger                       18.5815              0.0                  2.6316              
I12_static_charger                       19.7356              0.0                  2.6316              
I7_static_charger                        21.6767              0.0                  2.6316              
I6_static_charger                        18.243               0.0                  2.6316              
I11_static_charger                       22.102               0.0                  2.6316              
I24_static_charger                       15.6763              0.0                  2.6316              
I22_static_charger                       24.4754              0.0                  2.6316              
I20_static_charger                       16.8977              0.0                  2.6316              
I26_static_charger                       23.8754              0.0                  2.6316              
I16_static_charger                       23.7014              0.0                  2.6316              
I2_static_charger                        16.2044              0.0                  2.6316              
I1_static_charger                        15.9509              0.0                  2.6316              
C71_to_C31_dynamic_charger               2.4187               0.001                10.5263             
C27_to_C29_dynamic_charger               1.7126               0.001                10.5263             
C40_to_C61_dynamic_charger               2.2594               0.001                2.6316              
C65_to_C99_dynamic_charger               1.9197               0.001                10.5263             
Depot_to_C69_dynamic_charger             2.3822               0.001                10.5263             
C59_to_C74_dynamic_charger               2.0867               0.001                2.6316              
C6_to_C60_dynamic_charger                1.5123               0.001                10.5263             
C16_to_C17_dynamic_charger               1.7148               0.001                2.6316              
C23_to_C25_dynamic_charger               2.1162               0.001                10.5263             
C2_to_C4_dynamic_charger                 2.1505               0.001                10.5263             
C23_to_C25_dynamic_charger               2.1162               0.001                10.5263             
C19_to_C18_dynamic_charger               2.1166               0.001                2.6316              
C6_to_C60_dynamic_charger                1.5123               0.001                10.5263             
C52_to_C87_dynamic_charger               1.9842               0.001                2.6316              
C98_to_Depot_dynamic_charger             2.1307               0.001                2.6316              
C84_to_C85_dynamic_charger               2.1417               0.001                2.6316              
Depot_to_C68_dynamic_charger             1.9055               0.001                2.6316              
C100_to_C2_dynamic_charger               1.7054               0.001                2.6316              
C89_to_C51_dynamic_charger               2.4122               0.001                2.6316              
C27_to_C29_dynamic_charger               1.7126               0.001                10.5263             
C40_to_C61_dynamic_charger               2.2594               0.001                2.6316              
C43_to_C40_dynamic_charger               2.3329               0.001                10.5263             
C76_to_C89_dynamic_charger               2.4642               0.001                10.5263             
C50_to_C67_dynamic_charger               2.302                0.001                10.5263             
C68_to_C70_dynamic_charger               1.7245               0.001                10.5263             
C82_to_C90_dynamic_charger               1.5781               0.001                10.5263             
C12_to_C10_dynamic_charger               1.9911               0.001                2.6316              
C19_to_C18_dynamic_charger               2.1166               0.001                2.6316              
C89_to_C51_dynamic_charger               2.4122               0.001                2.6316              
C63_to_C76_dynamic_charger               1.7136               0.001                10.5263             
C95_to_C62_dynamic_charger               1.9293               0.001                10.5263             
C94_to_Depot_dynamic_charger             2.0475               0.001                10.5263             
C73_to_C79_dynamic_charger               2.1439               0.001                10.5263             
Depot_to_C66_dynamic_charger             1.6163               0.001                10.5263             
C83_to_Depot_dynamic_charger             2.4393               0.001                10.5263             
C31_to_C28_dynamic_charger               1.666                0.001                10.5263             
C53_to_C78_dynamic_charger               1.7993               0.001                10.5263             
C58_to_C75_dynamic_charger               1.5759               0.001                10.5263             
C24_to_C22_dynamic_charger               1.8699               0.001                2.6316              
C53_to_C78_dynamic_charger               1.7993               0.001                10.5263             
C97_to_C9_dynamic_charger                2.3698               0.001                10.5263             
C55_to_C100_dynamic_charger              1.5798               0.001                10.5263             
