CID                                      InvCost              VarCost              ChargingRate        
S15_static_charger                       20.2105              0.0                  2.6316              
S9_static_charger                        23.5241              0.0                  2.6316              
S10_static_charger                       18.0498              0.0                  2.6316              
S17_static_charger                       17.2027              0.0                  2.6316              
S16_static_charger                       23.2325              0.0                  2.6316              
S4_static_charger                        20.4465              0.0                  2.6316              
S3_static_charger                        23.9101              0.0                  2.6316              
S11_static_charger                       23.1958              0.0                  2.6316              
S12_static_charger                       17.6204              0.0                  2.6316              
S6_static_charger                        22.6938              0.0                  2.6316              
S19_static_charger                       19.1137              0.0                  2.6316              
S18_static_charger                       21.0885              0.0                  2.6316              
S5_static_charger                        22.2428              0.0                  2.6316              
S7_static_charger                        16.7291              0.0                  2.6316              
S14_static_charger                       16.2165              0.0                  2.6316              
S2_static_charger                        15.7587              0.0                  2.6316              
S20_static_charger                       24.4324              0.0                  2.6316              
S1_static_charger                        24.5781              0.0                  2.6316              
S13_static_charger                       15.6018              0.0                  2.6316              
S8_static_charger                        17.4383              0.0                  2.6316              
I18_static_charger                       16.0654              0.0                  2.6316              
I16_static_charger                       15.3392              0.0                  2.6316              
I9_static_charger                        16.4581              0.0                  2.6316              
I13_static_charger                       16.9762              0.0                  2.6316              
I6_static_charger                        19.5469              0.0                  2.6316              
I15_static_charger                       20.9517              0.0                  2.6316              
I4_static_charger                        23.7396              0.0                  2.6316              
I8_static_charger                        18.1461              0.0                  2.6316              
I12_static_charger                       16.9882              0.0                  2.6316              
I5_static_charger                        21.3085              0.0                  2.6316              
I14_static_charger                       21.4541              0.0                  2.6316              
I19_static_charger                       19.568               0.0                  2.6316              
I7_static_charger                        23.9115              0.0                  2.6316              
I11_static_charger                       15.9779              0.0                  2.6316              
C45_to_C5_dynamic_charger                2.1907               0.001                10.5263             
C56_to_Depot_dynamic_charger             2.4046               0.001                2.6316              
C62_to_C33_dynamic_charger               1.9014               0.001                10.5263             
C50_to_C67_dynamic_charger               1.9719               0.001                10.5263             
C10_to_C12_dynamic_charger               2.3502               0.001                10.5263             
C20_to_C83_dynamic_charger               2.1956               0.001                10.5263             
C59_to_C58_dynamic_charger               1.5746               0.001                10.5263             
C60_to_C98_dynamic_charger               1.5607               0.001                2.6316              
C63_to_C89_dynamic_charger               1.6764               0.001                10.5263             
C39_to_C41_dynamic_charger               2.4349               0.001                10.5263             
C68_to_C61_dynamic_charger               2.2879               0.001                2.6316              
C70_to_C68_dynamic_charger               1.9518               0.001                10.5263             
