VID                  Type   x                    y                    CID                                      Seq   
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
I1                   i      38.86206896551724    47.724137931034484   I1_static_charger                        1     
DC_C79_C17_0         x      5.974757810659095    67.9032382741932     C79_to_C17_dynamic_charger               0     
DC_C37_C39_1         x      62.5                 81.0                 C37_to_C39_dynamic_charger               1     
DC_C100_C2_0         x      30.925259070746026   67.06643638155909    C100_to_C2_dynamic_charger               0     
DC_C83_C57_3         x      30.075925664002472   25.06507914057355    C83_to_C57_dynamic_charger               3     
DC_C57_C77_1         x      26.5                 14.000000000000002   C57_to_C77_dynamic_charger               1     
DC_C1_C8_2           x      18.36314757273333    81.68157378636667    C1_to_C8_dynamic_charger                 2     
DC_C62_C64_0         x      64.9029857493827     34.97574643734568    C62_to_C64_dynamic_charger               0     
DC_C41_C42_3         x      55.051449574614914   79.91425070897513    C41_to_C42_dynamic_charger               3     
DC_C57_C77_0         x      29.969679634585887   24.904707422984213   C57_to_C77_dynamic_charger               0     
DC_C72_C38_1         x      62.5                 72.5                 C72_to_C38_dynamic_charger               1     
DC_C38_C41_0         x      61.93753049292814    79.92191311616017    C38_to_C41_dynamic_charger               0     
DC_C38_C41_2         x      58.06246950707186    75.07808688383983    C38_to_C41_dynamic_charger               2     
DC_C33_C50_3         x      72.07926240116664    34.9390289221795     C33_to_C50_dynamic_charger               3     
DC_C97_C75_1         x      4.5                  11.5                 C97_to_C75_dynamic_charger               1     
DC_C96_C94_3         x      56.96837722179663    48.094868334610105   C96_to_C94_dynamic_charger               3     
DC_C67_C34_2         x      77.96837722393948    37.34387425868684    C67_to_C34_dynamic_charger               2     
DC_C54_C81_2         x      49.094868334610105   58.03162277820337    C54_to_C81_dynamic_charger               2     
DC_C64_C51_2         x      51.64309644125423    23.35690355874577    C64_to_C51_dynamic_charger               2     
DC_C6_C78_2          x      8.046574642314898    56.0884918203983     C6_to_C78_dynamic_charger                2     
DC_C84_C92_3         x      53.02747211237193    42.90384760669825    C84_to_C92_dynamic_charger               3     
DC_C89_C63_1         x      66.0                 12.5                 C89_to_C63_dynamic_charger               1     
