CID                                      InvCost              VarCost              ChargingRate        
S18_static_charger                       19.7327              0.0                  2.6316              
S6_static_charger                        21.4785              0.0                  2.6316              
S13_static_charger                       19.7231              0.0                  2.6316              
S8_static_charger                        15.3008              0.0                  2.6316              
S20_static_charger                       19.3977              0.0                  2.6316              
S5_static_charger                        15.4509              0.0                  2.6316              
S14_static_charger                       17.4408              0.0                  2.6316              
S4_static_charger                        21.6855              0.0                  2.6316              
S3_static_charger                        17.1935              0.0                  2.6316              
S17_static_charger                       16.3762              0.0                  2.6316              
S2_static_charger                        23.4734              0.0                  2.6316              
S12_static_charger                       18.1062              0.0                  2.6316              
S15_static_charger                       16.1589              0.0                  2.6316              
S19_static_charger                       23.2474              0.0                  2.6316              
S1_static_charger                        22.2062              0.0                  2.6316              
S11_static_charger                       24.9556              0.0                  2.6316              
S9_static_charger                        24.8535              0.0                  2.6316              
S16_static_charger                       23.2876              0.0                  2.6316              
S7_static_charger                        15.8702              0.0                  2.6316              
S10_static_charger                       19.4114              0.0                  2.6316              
I17_static_charger                       20.0395              0.0                  2.6316              
I14_static_charger                       21.6635              0.0                  2.6316              
I4_static_charger                        19.2372              0.0                  2.6316              
I18_static_charger                       21.0457              0.0                  2.6316              
I15_static_charger                       21.5731              0.0                  2.6316              
I3_static_charger                        15.968               0.0                  2.6316              
I22_static_charger                       16.6462              0.0                  2.6316              
I25_static_charger                       17.6877              0.0                  2.6316              
I28_static_charger                       19.5821              0.0                  2.6316              
I11_static_charger                       15.5762              0.0                  2.6316              
I10_static_charger                       24.1358              0.0                  2.6316              
I23_static_charger                       18.6998              0.0                  2.6316              
I21_static_charger                       18.8806              0.0                  2.6316              
I26_static_charger                       15.6333              0.0                  2.6316              
I24_static_charger                       21.6946              0.0                  2.6316              
I20_static_charger                       24.1173              0.0                  2.6316              
I6_static_charger                        19.7022              0.0                  2.6316              
I19_static_charger                       22.5788              0.0                  2.6316              
I27_static_charger                       20.2413              0.0                  2.6316              
I5_static_charger                        17.926               0.0                  2.6316              
I16_static_charger                       16.5852              0.0                  2.6316              
C75_to_C74_dynamic_charger               1.9888               0.001                10.5263             
Depot_to_C65_dynamic_charger             1.8684               0.001                10.5263             
C81_to_Depot_dynamic_charger             1.5403               0.001                10.5263             
Depot_to_C55_dynamic_charger             1.7851               0.001                10.5263             
C79_to_C7_dynamic_charger                1.8969               0.001                2.6316              
Depot_to_C55_dynamic_charger             1.7851               0.001                10.5263             
C20_to_C83_dynamic_charger               2.2122               0.001                10.5263             
Depot_to_C66_dynamic_charger             2.1237               0.001                10.5263             
Depot_to_C80_dynamic_charger             1.7782               0.001                2.6316              
Depot_to_C57_dynamic_charger             2.0038               0.001                2.6316              
C50_to_C67_dynamic_charger               1.8291               0.001                2.6316              
C16_to_C17_dynamic_charger               1.6057               0.001                10.5263             
C83_to_Depot_dynamic_charger             1.5672               0.001                10.5263             
C20_to_C83_dynamic_charger               2.2122               0.001                10.5263             
C100_to_Depot_dynamic_charger            2.1713               0.001                2.6316              
C39_to_C43_dynamic_charger               2.2977               0.001                2.6316              
C54_to_C96_dynamic_charger               1.8378               0.001                10.5263             
C28_to_C26_dynamic_charger               1.8399               0.001                10.5263             
C83_to_Depot_dynamic_charger             1.5672               0.001                10.5263             
C44_to_C36_dynamic_charger               2.3459               0.001                10.5263             
C18_to_Depot_dynamic_charger             2.3362               0.001                10.5263             
C91_to_C95_dynamic_charger               1.9041               0.001                10.5263             
C59_to_C97_dynamic_charger               2.3617               0.001                10.5263             
C90_to_Depot_dynamic_charger             2.3139               0.001                2.6316              
C18_to_Depot_dynamic_charger             2.3362               0.001                10.5263             
C75_to_C74_dynamic_charger               1.9888               0.001                10.5263             
C81_to_Depot_dynamic_charger             1.5403               0.001                10.5263             
C57_to_C58_dynamic_charger               1.601                0.001                10.5263             
C79_to_C7_dynamic_charger                1.8969               0.001                2.6316              
C55_to_C2_dynamic_charger                2.2028               0.001                10.5263             
C1_to_C61_dynamic_charger                2.4986               0.001                2.6316              
C59_to_C97_dynamic_charger               2.3617               0.001                10.5263             
C59_to_C97_dynamic_charger               2.3617               0.001                10.5263             
C60_to_C79_dynamic_charger               2.2026               0.001                2.6316              
C62_to_C32_dynamic_charger               1.6225               0.001                10.5263             
C13_to_C11_dynamic_charger               2.4385               0.001                2.6316              
C71_to_C72_dynamic_charger               1.8464               0.001                2.6316              
C85_to_C33_dynamic_charger               1.7974               0.001                10.5263             
Depot_to_C65_dynamic_charger             1.8684               0.001                10.5263             
C12_to_C15_dynamic_charger               1.8474               0.001                10.5263             
C44_to_C36_dynamic_charger               2.3459               0.001                10.5263             
C60_to_C79_dynamic_charger               2.2026               0.001                2.6316              
C90_to_Depot_dynamic_charger             2.3139               0.001                2.6316              
C100_to_Depot_dynamic_charger            2.1713               0.001                2.6316              
C20_to_C83_dynamic_charger               2.2122               0.001                10.5263             
C77_to_C23_dynamic_charger               1.8627               0.001                10.5263             
Depot_to_C66_dynamic_charger             2.1237               0.001                10.5263             
Depot_to_C64_dynamic_charger             2.0051               0.001                10.5263             
C43_to_C40_dynamic_charger               1.5586               0.001                10.5263             
C43_to_C40_dynamic_charger               1.5586               0.001                10.5263             
C75_to_C74_dynamic_charger               1.9888               0.001                10.5263             
Depot_to_C94_dynamic_charger             2.0545               0.001                10.5263             
C70_to_C68_dynamic_charger               1.8863               0.001                10.5263             
C92_to_Depot_dynamic_charger             2.3088               0.001                10.5263             
C75_to_C74_dynamic_charger               1.9888               0.001                10.5263             
C30_to_C50_dynamic_charger               2.123                0.001                10.5263             
C51_to_Depot_dynamic_charger             1.7721               0.001                2.6316              
C57_to_C58_dynamic_charger               1.601                0.001                10.5263             
C10_to_C12_dynamic_charger               1.7764               0.001                10.5263             
C13_to_C11_dynamic_charger               2.4385               0.001                2.6316              
C78_to_C73_dynamic_charger               1.6237               0.001                2.6316              
C92_to_Depot_dynamic_charger             2.3088               0.001                10.5263             
C44_to_C36_dynamic_charger               2.3459               0.001                10.5263             
C29_to_C27_dynamic_charger               1.5787               0.001                10.5263             
C61_to_Depot_dynamic_charger             2.1976               0.001                10.5263             
C97_to_C75_dynamic_charger               1.6899               0.001                2.6316              
C57_to_C58_dynamic_charger               1.601                0.001                10.5263             
C31_to_C29_dynamic_charger               1.8703               0.001                10.5263             
C97_to_C75_dynamic_charger               1.6899               0.001                2.6316              
C59_to_C97_dynamic_charger               2.3617               0.001                10.5263             
C17_to_C47_dynamic_charger               1.7069               0.001                10.5263             
C78_to_C73_dynamic_charger               1.6237               0.001                2.6316              
C37_to_C38_dynamic_charger               2.4319               0.001                10.5263             
C39_to_C43_dynamic_charger               2.2977               0.001                2.6316              
C9_to_C13_dynamic_charger                1.8978               0.001                10.5263             
Depot_to_C64_dynamic_charger             2.0051               0.001                10.5263             
C58_to_C77_dynamic_charger               2.3259               0.001                10.5263             
C83_to_Depot_dynamic_charger             1.5672               0.001                10.5263             
C1_to_C61_dynamic_charger                2.4986               0.001                2.6316              
C54_to_C96_dynamic_charger               1.8378               0.001                10.5263             
C31_to_C29_dynamic_charger               1.8703               0.001                10.5263             
Depot_to_C65_dynamic_charger             1.8684               0.001                10.5263             
C85_to_C33_dynamic_charger               1.7974               0.001                10.5263             
C31_to_C29_dynamic_charger               1.8703               0.001                10.5263             
C91_to_C95_dynamic_charger               1.9041               0.001                10.5263             
C26_to_C31_dynamic_charger               2.2117               0.001                10.5263             
C67_to_Depot_dynamic_charger             2.4451               0.001                2.6316              
C100_to_Depot_dynamic_charger            2.1713               0.001                2.6316              
Depot_to_C69_dynamic_charger             2.4519               0.001                2.6316              
C50_to_C67_dynamic_charger               1.8291               0.001                2.6316              
