CID                                      InvCost              VarCost              ChargingRate        
S14_static_charger                       17.3875              0.0                  0.295               
S11_static_charger                       22.3375              0.0                  0.295               
S2_static_charger                        16.1871              0.0                  0.295               
S10_static_charger                       16.2879              0.0                  0.295               
S20_static_charger                       17.1067              0.0                  0.295               
S16_static_charger                       22.0933              0.0                  0.295               
S3_static_charger                        21.3284              0.0                  0.295               
S17_static_charger                       18.7231              0.0                  0.295               
S19_static_charger                       18.6912              0.0                  0.295               
S18_static_charger                       23.3645              0.0                  0.295               
S13_static_charger                       24.6618              0.0                  0.295               
S5_static_charger                        23.3457              0.0                  0.295               
S4_static_charger                        18.2702              0.0                  0.295               
S9_static_charger                        21.2679              0.0                  0.295               
S7_static_charger                        17.7489              0.0                  0.295               
S1_static_charger                        15.9784              0.0                  0.295               
S15_static_charger                       24.431               0.0                  0.295               
S8_static_charger                        20.3997              0.0                  0.295               
S6_static_charger                        18.9379              0.0                  0.295               
S12_static_charger                       23.5374              0.0                  0.295               
I10_static_charger                       20.7837              0.0                  0.295               
I7_static_charger                        16.9254              0.0                  0.295               
I11_static_charger                       17.1426              0.0                  0.295               
I17_static_charger                       22.4739              0.0                  0.295               
I4_static_charger                        18.9907              0.0                  0.295               
I14_static_charger                       18.1442              0.0                  0.295               
I12_static_charger                       16.6332              0.0                  0.295               
I8_static_charger                        19.7543              0.0                  0.295               
I9_static_charger                        15.1409              0.0                  0.295               
I13_static_charger                       20.4977              0.0                  0.295               
I15_static_charger                       21.564               0.0                  0.295               
I18_static_charger                       19.0653              0.0                  0.295               
I2_static_charger                        23.4175              0.0                  0.295               
I1_static_charger                        16.7016              0.0                  0.295               
I20_static_charger                       20.2485              0.0                  0.295               
I19_static_charger                       17.8199              0.0                  0.295               
I5_static_charger                        15.8247              0.0                  0.295               
C93_to_C97_dynamic_charger               1.7147               0.001                1.1799              
C30_to_C28_dynamic_charger               2.3051               0.001                1.1799              
Depot_to_C75_dynamic_charger             2.1491               0.001                1.1799              
C61_to_C66_dynamic_charger               1.677                0.001                0.295               
C10_to_C11_dynamic_charger               1.6507               0.001                1.1799              
C4_to_C6_dynamic_charger                 2.3899               0.001                1.1799              
C89_to_C91_dynamic_charger               2.1394               0.001                1.1799              
C98_to_C96_dynamic_charger               1.5054               0.001                0.295               
C52_to_Depot_dynamic_charger             1.5653               0.001                1.1799              
C68_to_C69_dynamic_charger               2.4194               0.001                1.1799              
C65_to_C62_dynamic_charger               2.1291               0.001                1.1799              
C76_to_C78_dynamic_charger               1.5699               0.001                0.295               
C33_to_C31_dynamic_charger               2.3632               0.001                0.295               
C7_to_C3_dynamic_charger                 1.7953               0.001                1.1799              
C82_to_C71_dynamic_charger               1.9184               0.001                1.1799              
C53_to_C54_dynamic_charger               2.181                0.001                0.295               
C97_to_C100_dynamic_charger              1.5695               0.001                1.1799              
C100_to_C99_dynamic_charger              1.8106               0.001                0.295               
C36_to_C39_dynamic_charger               1.6309               0.001                1.1799              
C94_to_C92_dynamic_charger               2.4453               0.001                1.1799              
Depot_to_C90_dynamic_charger             2.3955               0.001                1.1799              
C56_to_C53_dynamic_charger               1.6609               0.001                1.1799              
C83_to_C84_dynamic_charger               1.8561               0.001                0.295               
C47_to_C43_dynamic_charger               1.8208               0.001                1.1799              
C49_to_Depot_dynamic_charger             1.8405               0.001                1.1799              
C46_to_C47_dynamic_charger               2.2737               0.001                1.1799              
C77_to_C80_dynamic_charger               1.7622               0.001                1.1799              
C82_to_C71_dynamic_charger               1.9184               0.001                1.1799              
C63_to_C74_dynamic_charger               1.6905               0.001                1.1799              
Depot_to_C90_dynamic_charger             2.3955               0.001                1.1799              
C93_to_C97_dynamic_charger               1.7147               0.001                1.1799              
Depot_to_C23_dynamic_charger             2.477                0.001                0.295               
C71_to_C76_dynamic_charger               1.812                0.001                1.1799              
C15_to_C13_dynamic_charger               2.0689               0.001                0.295               
C37_to_C35_dynamic_charger               1.8667               0.001                1.1799              
C60_to_C58_dynamic_charger               1.7925               0.001                1.1799              
C65_to_C62_dynamic_charger               2.1291               0.001                1.1799              
C35_to_C51_dynamic_charger               2.4989               0.001                1.1799              
C59_to_C60_dynamic_charger               2.0528               0.001                1.1799              
C19_to_C18_dynamic_charger               1.9067               0.001                0.295               
C80_to_C72_dynamic_charger               1.5284               0.001                0.295               
C52_to_Depot_dynamic_charger             1.5653               0.001                1.1799              
C97_to_C100_dynamic_charger              1.5695               0.001                1.1799              
Depot_to_C1_dynamic_charger              1.8431               0.001                1.1799              
C74_to_C73_dynamic_charger               1.9826               0.001                1.1799              
C59_to_C60_dynamic_charger               2.0528               0.001                1.1799              
C39_to_C38_dynamic_charger               2.308                0.001                1.1799              
C39_to_C38_dynamic_charger               2.308                0.001                1.1799              
C37_to_C35_dynamic_charger               1.8667               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.6315               0.001                1.1799              
C35_to_C51_dynamic_charger               2.4989               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.6315               0.001                1.1799              
Depot_to_C23_dynamic_charger             2.477                0.001                0.295               
C62_to_C64_dynamic_charger               2.4146               0.001                1.1799              
Depot_to_C67_dynamic_charger             2.1311               0.001                1.1799              
C83_to_C84_dynamic_charger               1.8561               0.001                0.295               
C49_to_Depot_dynamic_charger             1.8405               0.001                1.1799              
C4_to_C6_dynamic_charger                 2.3899               0.001                1.1799              
C33_to_C31_dynamic_charger               2.3632               0.001                0.295               
C17_to_C15_dynamic_charger               2.3213               0.001                1.1799              
C60_to_C58_dynamic_charger               1.7925               0.001                1.1799              
C40_to_C42_dynamic_charger               1.5843               0.001                0.295               
C7_to_C3_dynamic_charger                 1.7953               0.001                1.1799              
C76_to_C78_dynamic_charger               1.5699               0.001                0.295               
C59_to_C60_dynamic_charger               2.0528               0.001                1.1799              
C98_to_C96_dynamic_charger               1.5054               0.001                0.295               
C61_to_C66_dynamic_charger               1.677                0.001                0.295               
C80_to_C72_dynamic_charger               1.5284               0.001                0.295               
C77_to_C80_dynamic_charger               1.7622               0.001                1.1799              
C16_to_C19_dynamic_charger               1.8659               0.001                0.295               
Depot_to_C20_dynamic_charger             1.6315               0.001                1.1799              
C10_to_C11_dynamic_charger               1.6507               0.001                1.1799              
C94_to_C92_dynamic_charger               2.4453               0.001                1.1799              
Depot_to_C21_dynamic_charger             2.4256               0.001                1.1799              
Depot_to_C90_dynamic_charger             2.3955               0.001                1.1799              
C78_to_C81_dynamic_charger               1.7401               0.001                1.1799              
C94_to_C92_dynamic_charger               2.4453               0.001                1.1799              
C100_to_C99_dynamic_charger              1.8106               0.001                0.295               
C83_to_C84_dynamic_charger               1.8561               0.001                0.295               
Depot_to_C23_dynamic_charger             2.477                0.001                0.295               
Depot_to_C1_dynamic_charger              1.8431               0.001                1.1799              
C54_to_C55_dynamic_charger               1.8196               0.001                1.1799              
C11_to_C9_dynamic_charger                1.6206               0.001                1.1799              
C39_to_C38_dynamic_charger               2.308                0.001                1.1799              
C94_to_C92_dynamic_charger               2.4453               0.001                1.1799              
C78_to_C81_dynamic_charger               1.7401               0.001                1.1799              
C17_to_C15_dynamic_charger               2.3213               0.001                1.1799              
C40_to_C42_dynamic_charger               1.5843               0.001                0.295               
C65_to_C62_dynamic_charger               2.1291               0.001                1.1799              
C47_to_C43_dynamic_charger               1.8208               0.001                1.1799              
Depot_to_C90_dynamic_charger             2.3955               0.001                1.1799              
C82_to_C71_dynamic_charger               1.9184               0.001                1.1799              
C35_to_C51_dynamic_charger               2.4989               0.001                1.1799              
C56_to_C53_dynamic_charger               1.6609               0.001                1.1799              
C74_to_C73_dynamic_charger               1.9826               0.001                1.1799              
C80_to_C72_dynamic_charger               1.5284               0.001                0.295               
C15_to_C13_dynamic_charger               2.0689               0.001                0.295               
C6_to_C7_dynamic_charger                 1.8182               0.001                0.295               
C62_to_C64_dynamic_charger               2.4146               0.001                1.1799              
C60_to_C58_dynamic_charger               1.7925               0.001                1.1799              
C48_to_C46_dynamic_charger               2.1277               0.001                1.1799              
C11_to_C9_dynamic_charger                1.6206               0.001                1.1799              
C76_to_C78_dynamic_charger               1.5699               0.001                0.295               
C97_to_C100_dynamic_charger              1.5695               0.001                1.1799              
C89_to_C91_dynamic_charger               2.1394               0.001                1.1799              
C37_to_C35_dynamic_charger               1.8667               0.001                1.1799              
C16_to_C19_dynamic_charger               1.8659               0.001                0.295               
C71_to_C76_dynamic_charger               1.812                0.001                1.1799              
C19_to_C18_dynamic_charger               1.9067               0.001                0.295               
C71_to_C76_dynamic_charger               1.812                0.001                1.1799              
C49_to_Depot_dynamic_charger             1.8405               0.001                1.1799              
C53_to_C54_dynamic_charger               2.181                0.001                0.295               
C6_to_C7_dynamic_charger                 1.8182               0.001                0.295               
Depot_to_C21_dynamic_charger             2.4256               0.001                1.1799              
C29_to_C32_dynamic_charger               1.6858               0.001                1.1799              
C7_to_C3_dynamic_charger                 1.7953               0.001                1.1799              
C35_to_C51_dynamic_charger               2.4989               0.001                1.1799              
C19_to_C18_dynamic_charger               1.9067               0.001                0.295               
C56_to_C53_dynamic_charger               1.6609               0.001                1.1799              
C30_to_C28_dynamic_charger               2.3051               0.001                1.1799              
C93_to_C97_dynamic_charger               1.7147               0.001                1.1799              
C10_to_C11_dynamic_charger               1.6507               0.001                1.1799              
Depot_to_C65_dynamic_charger             2.1907               0.001                1.1799              
C49_to_Depot_dynamic_charger             1.8405               0.001                1.1799              
Depot_to_C23_dynamic_charger             2.477                0.001                0.295               
C80_to_C72_dynamic_charger               1.5284               0.001                0.295               
C30_to_C28_dynamic_charger               2.3051               0.001                1.1799              
C16_to_C19_dynamic_charger               1.8659               0.001                0.295               
C46_to_C47_dynamic_charger               2.2737               0.001                1.1799              
C36_to_C39_dynamic_charger               1.6309               0.001                1.1799              
C40_to_C42_dynamic_charger               1.5843               0.001                0.295               
C6_to_C7_dynamic_charger                 1.8182               0.001                0.295               
C29_to_C32_dynamic_charger               1.6858               0.001                1.1799              
C4_to_C6_dynamic_charger                 2.3899               0.001                1.1799              
Depot_to_C1_dynamic_charger              1.8431               0.001                1.1799              
C17_to_C15_dynamic_charger               2.3213               0.001                1.1799              
Depot_to_C63_dynamic_charger             1.8731               0.001                0.295               
C36_to_C39_dynamic_charger               1.6309               0.001                1.1799              
C83_to_C84_dynamic_charger               1.8561               0.001                0.295               
C68_to_C69_dynamic_charger               2.4194               0.001                1.1799              
C54_to_C55_dynamic_charger               1.8196               0.001                1.1799              
C68_to_C69_dynamic_charger               2.4194               0.001                1.1799              
C71_to_C76_dynamic_charger               1.812                0.001                1.1799              
C54_to_C55_dynamic_charger               1.8196               0.001                1.1799              
C15_to_C13_dynamic_charger               2.0689               0.001                0.295               
C100_to_C99_dynamic_charger              1.8106               0.001                0.295               
C52_to_Depot_dynamic_charger             1.5653               0.001                1.1799              
C20_to_C24_dynamic_charger               1.8113               0.001                1.1799              
Depot_to_C75_dynamic_charger             2.1491               0.001                1.1799              
C5_to_Depot_dynamic_charger              2.1456               0.001                1.1799              
C4_to_C6_dynamic_charger                 2.3899               0.001                1.1799              
C59_to_C60_dynamic_charger               2.0528               0.001                1.1799              
C63_to_C74_dynamic_charger               1.6905               0.001                1.1799              
C65_to_C62_dynamic_charger               2.1291               0.001                1.1799              
C100_to_C99_dynamic_charger              1.8106               0.001                0.295               
Depot_to_C21_dynamic_charger             2.4256               0.001                1.1799              
C20_to_C24_dynamic_charger               1.8113               0.001                1.1799              
C47_to_C43_dynamic_charger               1.8208               0.001                1.1799              
C48_to_C46_dynamic_charger               2.1277               0.001                1.1799              
C29_to_C32_dynamic_charger               1.6858               0.001                1.1799              
C62_to_C64_dynamic_charger               2.4146               0.001                1.1799              
C76_to_C78_dynamic_charger               1.5699               0.001                0.295               
C97_to_C100_dynamic_charger              1.5695               0.001                1.1799              
C78_to_C81_dynamic_charger               1.7401               0.001                1.1799              
