CID                                      InvCost              VarCost              ChargingRate        
S2_static_charger                        16.3589              0.0                  0.4367              
S15_static_charger                       19.8417              0.0                  0.4367              
S11_static_charger                       22.1312              0.0                  0.4367              
S3_static_charger                        20.3208              0.0                  0.4367              
S4_static_charger                        21.8143              0.0                  0.4367              
S1_static_charger                        15.0437              0.0                  0.4367              
S18_static_charger                       19.7005              0.0                  0.4367              
S6_static_charger                        18.9517              0.0                  0.4367              
S19_static_charger                       16.8001              0.0                  0.4367              
S8_static_charger                        16.7671              0.0                  0.4367              
S14_static_charger                       21.8752              0.0                  0.4367              
S10_static_charger                       20.9701              0.0                  0.4367              
S5_static_charger                        22.7848              0.0                  0.4367              
S17_static_charger                       16.2881              0.0                  0.4367              
S7_static_charger                        19.8504              0.0                  0.4367              
S13_static_charger                       18.8962              0.0                  0.4367              
S12_static_charger                       16.3868              0.0                  0.4367              
S9_static_charger                        23.7057              0.0                  0.4367              
S16_static_charger                       23.3224              0.0                  0.4367              
S20_static_charger                       18.0846              0.0                  0.4367              
C32_to_C6_dynamic_charger                1.8621               0.001                1.7467              
C93_to_Depot_dynamic_charger             2.449                0.001                0.4367              
C99_to_C1_dynamic_charger                2.2713               0.001                0.4367              
C81_to_C78_dynamic_charger               1.9633               0.001                1.7467              
C82_to_C85_dynamic_charger               2.1836               0.001                1.7467              
C100_to_C99_dynamic_charger              2.1047               0.001                0.4367              
C53_to_C54_dynamic_charger               1.7171               0.001                1.7467              
Depot_to_C48_dynamic_charger             1.8826               0.001                1.7467              
C23_to_C26_dynamic_charger               2.1524               0.001                0.4367              
C15_to_C12_dynamic_charger               2.0387               0.001                1.7467              
C67_to_Depot_dynamic_charger             1.6648               0.001                1.7467              
C64_to_C62_dynamic_charger               2.04                 0.001                1.7467              
C66_to_C67_dynamic_charger               2.0332               0.001                1.7467              
C63_to_Depot_dynamic_charger             1.6308               0.001                1.7467              
C6_to_C29_dynamic_charger                1.645                0.001                1.7467              
Depot_to_C8_dynamic_charger              2.4216               0.001                1.7467              
C48_to_C43_dynamic_charger               2.0643               0.001                1.7467              
C80_to_C79_dynamic_charger               2.3986               0.001                1.7467              
C17_to_C25_dynamic_charger               2.1118               0.001                1.7467              
C67_to_Depot_dynamic_charger             1.6648               0.001                1.7467              
C1_to_C2_dynamic_charger                 1.5842               0.001                1.7467              
C15_to_C12_dynamic_charger               2.0387               0.001                1.7467              
C13_to_C15_dynamic_charger               1.6604               0.001                0.4367              
C8_to_C10_dynamic_charger                2.0855               0.001                1.7467              
C2_to_C75_dynamic_charger                2.1186               0.001                1.7467              
C5_to_C93_dynamic_charger                2.2817               0.001                0.4367              
C59_to_C60_dynamic_charger               1.8506               0.001                0.4367              
C37_to_C35_dynamic_charger               1.9698               0.001                1.7467              
C85_to_C76_dynamic_charger               2.1094               0.001                1.7467              
C2_to_C75_dynamic_charger                2.1186               0.001                1.7467              
C77_to_C87_dynamic_charger               1.7599               0.001                1.7467              
C98_to_C95_dynamic_charger               2.3516               0.001                0.4367              
C73_to_C80_dynamic_charger               2.21                 0.001                1.7467              
C54_to_C55_dynamic_charger               2.4996               0.001                1.7467              
C26_to_C28_dynamic_charger               2.0947               0.001                1.7467              
C5_to_C93_dynamic_charger                2.2817               0.001                0.4367              
C78_to_C77_dynamic_charger               1.922                0.001                0.4367              
C87_to_C96_dynamic_charger               1.8936               0.001                1.7467              
C79_to_C81_dynamic_charger               1.635                0.001                1.7467              
C6_to_C29_dynamic_charger                1.645                0.001                1.7467              
C2_to_C75_dynamic_charger                2.1186               0.001                1.7467              
C45_to_C46_dynamic_charger               2.3368               0.001                1.7467              
C80_to_C79_dynamic_charger               2.3986               0.001                1.7467              
C54_to_C55_dynamic_charger               2.4996               0.001                1.7467              
C57_to_C59_dynamic_charger               2.282                0.001                1.7467              
C68_to_C69_dynamic_charger               1.5878               0.001                1.7467              
C87_to_C96_dynamic_charger               1.8936               0.001                1.7467              
C49_to_C65_dynamic_charger               1.6511               0.001                1.7467              
