VID                  Type   x                    y                    CID                                      Seq   
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
I11                  i      25.5                 25.5                 I11_static_charger                       1     
I21                  i      21.825               26.475               I21_static_charger                       1     
I18                  i      20.266666666666666   25.466666666666665   I18_static_charger                       1     
I17                  i      32.925925925925924   45.370370370370374   I17_static_charger                       1     
I2                   i      25.403225806451612   28.79032258064516    I2_static_charger                        1     
I9                   i      30.106796116504853   44.24271844660194    I9_static_charger                        1     
I1                   i      35.714285714285715   42.5                 I1_static_charger                        1     
I13                  i      32.59139784946237    45.236559139784944   I13_static_charger                       1     
I3                   i      25.319148936170212   29.04255319148936    I3_static_charger                        1     
I6                   i      14.095652173913043   47.06956521739131    I6_static_charger                        1     
I10                  i      48.333333333333336   16.666666666666668   I10_static_charger                       1     
I8                   i      36.10891089108911    46.64356435643565    I8_static_charger                        1     
I14                  i      16.383783783783784   36.77297297297297    I14_static_charger                       1     
I22                  i      23.142857142857142   58.19047619047619    I22_static_charger                       1     
C92                  ic     22.0                 22.0                 I16_static_charger                       1     
C21                  ic     45.0                 20.0                 I7_static_charger                        1     
C59                  ic     21.0                 24.0                 I5_static_charger                        1     
