CID                                      InvCost              VarCost              ChargingRate        
S2_static_charger                        22.7253              0.0                  6.6667              
S15_static_charger                       15.3644              0.0                  6.6667              
S14_static_charger                       17.9634              0.0                  6.6667              
S3_static_charger                        24.4656              0.0                  6.6667              
S7_static_charger                        22.0766              0.0                  6.6667              
S10_static_charger                       15.8001              0.0                  6.6667              
S16_static_charger                       21.4215              0.0                  6.6667              
S17_static_charger                       24.9805              0.0                  6.6667              
S12_static_charger                       21.1157              0.0                  6.6667              
S11_static_charger                       24.2413              0.0                  6.6667              
S19_static_charger                       17.8725              0.0                  6.6667              
S8_static_charger                        24.9514              0.0                  6.6667              
S1_static_charger                        22.238               0.0                  6.6667              
S18_static_charger                       23.1981              0.0                  6.6667              
S13_static_charger                       18.3218              0.0                  6.6667              
S9_static_charger                        15.4161              0.0                  6.6667              
S20_static_charger                       23.6303              0.0                  6.6667              
S5_static_charger                        15.6065              0.0                  6.6667              
S4_static_charger                        19.0933              0.0                  6.6667              
S6_static_charger                        19.3263              0.0                  6.6667              
I1_static_charger                        24.6182              0.0                  6.6667              
I3_static_charger                        16.2063              0.0                  6.6667              
I6_static_charger                        19.0276              0.0                  6.6667              
I4_static_charger                        24.4462              0.0                  6.6667              
I2_static_charger                        24.7618              0.0                  6.6667              
C79_to_C7_dynamic_charger                1.6868               0.001                26.6667             
C56_to_C65_dynamic_charger               2.4952               0.001                26.6667             
C63_to_C30_dynamic_charger               2.4592               0.001                26.6667             
C22_to_C74_dynamic_charger               2.2922               0.001                6.6667              
C94_to_C71_dynamic_charger               1.6902               0.001                6.6667              
C77_to_C75_dynamic_charger               2.001                0.001                26.6667             
C87_to_C10_dynamic_charger               2.434                0.001                26.6667             
C51_to_C89_dynamic_charger               2.0379               0.001                26.6667             
C98_to_C53_dynamic_charger               1.5685               0.001                6.6667              
C100_to_C54_dynamic_charger              2.1666               0.001                6.6667              
C67_to_C34_dynamic_charger               2.0852               0.001                6.6667              
C6_to_C1_dynamic_charger                 2.4886               0.001                26.6667             
C57_to_C77_dynamic_charger               2.3893               0.001                6.6667              
C67_to_C34_dynamic_charger               2.0852               0.001                6.6667              
C9_to_C82_dynamic_charger                1.7211               0.001                6.6667              
C6_to_C1_dynamic_charger                 2.4886               0.001                26.6667             
Depot_to_C56_dynamic_charger             2.4529               0.001                26.6667             
C76_to_C48_dynamic_charger               1.6878               0.001                26.6667             
C43_to_C37_dynamic_charger               2.2736               0.001                26.6667             
C74_to_C59_dynamic_charger               2.2402               0.001                6.6667              
C98_to_C53_dynamic_charger               1.5685               0.001                6.6667              
C65_to_C99_dynamic_charger               1.6561               0.001                6.6667              
C58_to_C87_dynamic_charger               2.3807               0.001                6.6667              
C55_to_Depot_dynamic_charger             2.154                0.001                26.6667             
C71_to_C81_dynamic_charger               2.1625               0.001                6.6667              
C4_to_C88_dynamic_charger                1.5522               0.001                6.6667              
C6_to_C1_dynamic_charger                 2.4886               0.001                26.6667             
C4_to_C88_dynamic_charger                1.5522               0.001                6.6667              
C87_to_C10_dynamic_charger               2.434                0.001                26.6667             
C39_to_C5_dynamic_charger                2.093                0.001                6.6667              
C44_to_C40_dynamic_charger               1.6988               0.001                26.6667             
C78_to_C73_dynamic_charger               1.6819               0.001                26.6667             
C69_to_C60_dynamic_charger               2.1747               0.001                26.6667             
C83_to_C85_dynamic_charger               1.8767               0.001                26.6667             
C64_to_C51_dynamic_charger               1.6935               0.001                26.6667             
C100_to_C54_dynamic_charger              2.1666               0.001                6.6667              
C82_to_C66_dynamic_charger               2.1473               0.001                26.6667             
C12_to_Depot_dynamic_charger             2.4267               0.001                6.6667              
C35_to_C39_dynamic_charger               1.818                0.001                26.6667             
C51_to_C89_dynamic_charger               2.0379               0.001                26.6667             
C39_to_C5_dynamic_charger                2.093                0.001                6.6667              
C55_to_Depot_dynamic_charger             2.154                0.001                26.6667             
C72_to_C96_dynamic_charger               1.696                0.001                26.6667             
C14_to_C78_dynamic_charger               1.742                0.001                26.6667             
C9_to_C82_dynamic_charger                1.7211               0.001                6.6667              
C2_to_C43_dynamic_charger                1.5218               0.001                26.6667             
C41_to_C72_dynamic_charger               1.5065               0.001                26.6667             
C69_to_C60_dynamic_charger               2.1747               0.001                26.6667             
C64_to_C51_dynamic_charger               1.6935               0.001                26.6667             
C82_to_C66_dynamic_charger               2.1473               0.001                26.6667             
C26_to_C33_dynamic_charger               1.9773               0.001                26.6667             
C51_to_C89_dynamic_charger               2.0379               0.001                26.6667             
C44_to_C40_dynamic_charger               1.6988               0.001                26.6667             
C93_to_C80_dynamic_charger               1.5106               0.001                6.6667              
C97_to_C15_dynamic_charger               1.6549               0.001                26.6667             
C26_to_C33_dynamic_charger               1.9773               0.001                26.6667             
C79_to_C7_dynamic_charger                1.6868               0.001                26.6667             
C72_to_C96_dynamic_charger               1.696                0.001                26.6667             
C100_to_C54_dynamic_charger              2.1666               0.001                6.6667              
C75_to_C58_dynamic_charger               1.6625               0.001                6.6667              
C82_to_C66_dynamic_charger               2.1473               0.001                26.6667             
C50_to_C84_dynamic_charger               1.612                0.001                26.6667             
C64_to_C51_dynamic_charger               1.6935               0.001                26.6667             
C68_to_Depot_dynamic_charger             2.1675               0.001                6.6667              
C72_to_C96_dynamic_charger               1.696                0.001                26.6667             
C71_to_C81_dynamic_charger               2.1625               0.001                6.6667              
C9_to_C82_dynamic_charger                1.7211               0.001                6.6667              
C98_to_C53_dynamic_charger               1.5685               0.001                6.6667              
C89_to_C18_dynamic_charger               2.455                0.001                26.6667             
C68_to_Depot_dynamic_charger             2.1675               0.001                6.6667              
C94_to_C71_dynamic_charger               1.6902               0.001                6.6667              
C75_to_C58_dynamic_charger               1.6625               0.001                6.6667              
C79_to_C7_dynamic_charger                1.6868               0.001                26.6667             
C97_to_C15_dynamic_charger               1.6549               0.001                26.6667             
C22_to_C74_dynamic_charger               2.2922               0.001                6.6667              
C12_to_Depot_dynamic_charger             2.4267               0.001                6.6667              
C81_to_C61_dynamic_charger               2.3074               0.001                26.6667             
C43_to_C37_dynamic_charger               2.2736               0.001                26.6667             
C13_to_C16_dynamic_charger               2.2987               0.001                26.6667             
C91_to_C86_dynamic_charger               2.1712               0.001                26.6667             
C24_to_C57_dynamic_charger               1.575                0.001                26.6667             
C97_to_C15_dynamic_charger               1.6549               0.001                26.6667             
C22_to_C74_dynamic_charger               2.2922               0.001                6.6667              
C35_to_C39_dynamic_charger               1.818                0.001                26.6667             
C72_to_C96_dynamic_charger               1.696                0.001                26.6667             
C50_to_C84_dynamic_charger               1.612                0.001                26.6667             
C83_to_C85_dynamic_charger               1.8767               0.001                26.6667             
C44_to_C40_dynamic_charger               1.6988               0.001                26.6667             
C77_to_C75_dynamic_charger               2.001                0.001                26.6667             
C77_to_C75_dynamic_charger               2.001                0.001                26.6667             
C12_to_Depot_dynamic_charger             2.4267               0.001                6.6667              
C56_to_C65_dynamic_charger               2.4952               0.001                26.6667             
C68_to_Depot_dynamic_charger             2.1675               0.001                6.6667              
C88_to_C55_dynamic_charger               2.2867               0.001                6.6667              
C94_to_C71_dynamic_charger               1.6902               0.001                6.6667              
C63_to_C30_dynamic_charger               2.4592               0.001                26.6667             
C52_to_C83_dynamic_charger               1.9949               0.001                6.6667              
C4_to_C88_dynamic_charger                1.5522               0.001                6.6667              
C14_to_C78_dynamic_charger               1.742                0.001                26.6667             
C64_to_C51_dynamic_charger               1.6935               0.001                26.6667             
C67_to_C34_dynamic_charger               2.0852               0.001                6.6667              
C91_to_C86_dynamic_charger               2.1712               0.001                26.6667             
C77_to_C75_dynamic_charger               2.001                0.001                26.6667             
C93_to_C80_dynamic_charger               1.5106               0.001                6.6667              
C43_to_C37_dynamic_charger               2.2736               0.001                26.6667             
C74_to_C59_dynamic_charger               2.2402               0.001                6.6667              
C74_to_C59_dynamic_charger               2.2402               0.001                6.6667              
C69_to_C60_dynamic_charger               2.1747               0.001                26.6667             
C84_to_C95_dynamic_charger               1.9243               0.001                6.6667              
C56_to_C65_dynamic_charger               2.4952               0.001                26.6667             
C2_to_C43_dynamic_charger                1.5218               0.001                26.6667             
C35_to_C39_dynamic_charger               1.818                0.001                26.6667             
C71_to_C81_dynamic_charger               2.1625               0.001                6.6667              
C71_to_C81_dynamic_charger               2.1625               0.001                6.6667              
C88_to_C55_dynamic_charger               2.2867               0.001                6.6667              
C56_to_C65_dynamic_charger               2.4952               0.001                26.6667             
C13_to_C16_dynamic_charger               2.2987               0.001                26.6667             
C100_to_C54_dynamic_charger              2.1666               0.001                6.6667              
C35_to_C39_dynamic_charger               1.818                0.001                26.6667             
C52_to_C83_dynamic_charger               1.9949               0.001                6.6667              
Depot_to_C56_dynamic_charger             2.4529               0.001                26.6667             
C4_to_C88_dynamic_charger                1.5522               0.001                6.6667              
C76_to_C48_dynamic_charger               1.6878               0.001                26.6667             
C81_to_C61_dynamic_charger               2.3074               0.001                26.6667             
C88_to_C55_dynamic_charger               2.2867               0.001                6.6667              
C50_to_C84_dynamic_charger               1.612                0.001                26.6667             
C62_to_C76_dynamic_charger               2.2896               0.001                26.6667             
C74_to_C59_dynamic_charger               2.2402               0.001                6.6667              
Depot_to_C56_dynamic_charger             2.4529               0.001                26.6667             
C65_to_C99_dynamic_charger               1.6561               0.001                6.6667              
C76_to_C48_dynamic_charger               1.6878               0.001                26.6667             
C55_to_Depot_dynamic_charger             2.154                0.001                26.6667             
C83_to_C85_dynamic_charger               1.8767               0.001                26.6667             
C87_to_C10_dynamic_charger               2.434                0.001                26.6667             
C62_to_C76_dynamic_charger               2.2896               0.001                26.6667             
C24_to_C57_dynamic_charger               1.575                0.001                26.6667             
C58_to_C87_dynamic_charger               2.3807               0.001                6.6667              
C26_to_C33_dynamic_charger               1.9773               0.001                26.6667             
C89_to_C18_dynamic_charger               2.455                0.001                26.6667             
C89_to_C18_dynamic_charger               2.455                0.001                26.6667             
C8_to_C70_dynamic_charger                1.6253               0.001                26.6667             
C39_to_C5_dynamic_charger                2.093                0.001                6.6667              
C41_to_C72_dynamic_charger               1.5065               0.001                26.6667             
C52_to_C83_dynamic_charger               1.9949               0.001                6.6667              
C58_to_C87_dynamic_charger               2.3807               0.001                6.6667              
C78_to_C73_dynamic_charger               1.6819               0.001                26.6667             
C68_to_Depot_dynamic_charger             2.1675               0.001                6.6667              
C79_to_C7_dynamic_charger                1.6868               0.001                26.6667             
C93_to_C80_dynamic_charger               1.5106               0.001                6.6667              
C81_to_C61_dynamic_charger               2.3074               0.001                26.6667             
C84_to_C95_dynamic_charger               1.9243               0.001                6.6667              
C26_to_C33_dynamic_charger               1.9773               0.001                26.6667             
C39_to_C5_dynamic_charger                2.093                0.001                6.6667              
C65_to_C99_dynamic_charger               1.6561               0.001                6.6667              
C78_to_C73_dynamic_charger               1.6819               0.001                26.6667             
C41_to_C72_dynamic_charger               1.5065               0.001                26.6667             
C14_to_C78_dynamic_charger               1.742                0.001                26.6667             
C57_to_C77_dynamic_charger               2.3893               0.001                6.6667              
C2_to_C43_dynamic_charger                1.5218               0.001                26.6667             
C75_to_C58_dynamic_charger               1.6625               0.001                6.6667              
C44_to_C40_dynamic_charger               1.6988               0.001                26.6667             
C62_to_C76_dynamic_charger               2.2896               0.001                26.6667             
C67_to_C34_dynamic_charger               2.0852               0.001                6.6667              
C52_to_C83_dynamic_charger               1.9949               0.001                6.6667              
C8_to_C70_dynamic_charger                1.6253               0.001                26.6667             
C91_to_C86_dynamic_charger               2.1712               0.001                26.6667             
C8_to_C70_dynamic_charger                1.6253               0.001                26.6667             
Depot_to_C56_dynamic_charger             2.4529               0.001                26.6667             
C43_to_C37_dynamic_charger               2.2736               0.001                26.6667             
C83_to_C85_dynamic_charger               1.8767               0.001                26.6667             
C13_to_C16_dynamic_charger               2.2987               0.001                26.6667             
C24_to_C57_dynamic_charger               1.575                0.001                26.6667             
C57_to_C77_dynamic_charger               2.3893               0.001                6.6667              
C58_to_C87_dynamic_charger               2.3807               0.001                6.6667              
C87_to_C10_dynamic_charger               2.434                0.001                26.6667             
C89_to_C18_dynamic_charger               2.455                0.001                26.6667             
C62_to_C76_dynamic_charger               2.2896               0.001                26.6667             
C91_to_C86_dynamic_charger               2.1712               0.001                26.6667             
C57_to_C77_dynamic_charger               2.3893               0.001                6.6667              
C63_to_C30_dynamic_charger               2.4592               0.001                26.6667             
C78_to_C73_dynamic_charger               1.6819               0.001                26.6667             
C75_to_C58_dynamic_charger               1.6625               0.001                6.6667              
