CID                                      InvCost              VarCost              ChargingRate        
S1_static_charger                        24.5583              0.0                  2.0833              
S16_static_charger                       17.3176              0.0                  2.0833              
S9_static_charger                        18.8695              0.0                  2.0833              
S7_static_charger                        20.0846              0.0                  2.0833              
S17_static_charger                       21.2592              0.0                  2.0833              
S11_static_charger                       18.2426              0.0                  2.0833              
S2_static_charger                        17.855               0.0                  2.0833              
S20_static_charger                       17.9076              0.0                  2.0833              
S18_static_charger                       16.2121              0.0                  2.0833              
S15_static_charger                       23.8323              0.0                  2.0833              
S19_static_charger                       18.9804              0.0                  2.0833              
S5_static_charger                        23.8675              0.0                  2.0833              
S4_static_charger                        20.8945              0.0                  2.0833              
S8_static_charger                        18.1788              0.0                  2.0833              
S3_static_charger                        19.2269              0.0                  2.0833              
S12_static_charger                       17.1385              0.0                  2.0833              
S6_static_charger                        16.9273              0.0                  2.0833              
S14_static_charger                       16.295               0.0                  2.0833              
S10_static_charger                       23.4774              0.0                  2.0833              
S13_static_charger                       21.4026              0.0                  2.0833              
I2_static_charger                        22.7382              0.0                  2.0833              
I21_static_charger                       24.6054              0.0                  2.0833              
I8_static_charger                        22.5719              0.0                  2.0833              
I27_static_charger                       24.0097              0.0                  2.0833              
I10_static_charger                       16.3341              0.0                  2.0833              
I19_static_charger                       23.0263              0.0                  2.0833              
I7_static_charger                        20.2265              0.0                  2.0833              
I20_static_charger                       17.6527              0.0                  2.0833              
I29_static_charger                       19.5038              0.0                  2.0833              
I3_static_charger                        22.4706              0.0                  2.0833              
I14_static_charger                       15.4474              0.0                  2.0833              
I9_static_charger                        20.7901              0.0                  2.0833              
I24_static_charger                       23.4076              0.0                  2.0833              
I6_static_charger                        18.4745              0.0                  2.0833              
I17_static_charger                       17.2435              0.0                  2.0833              
I25_static_charger                       22.9526              0.0                  2.0833              
I26_static_charger                       15.7398              0.0                  2.0833              
I23_static_charger                       17.8197              0.0                  2.0833              
I30_static_charger                       22.3409              0.0                  2.0833              
I1_static_charger                        24.5998              0.0                  2.0833              
I5_static_charger                        23.5372              0.0                  2.0833              
I18_static_charger                       18.7876              0.0                  2.0833              
I16_static_charger                       15.6691              0.0                  2.0833              
C61_to_C16_dynamic_charger               1.9885               0.001                8.3333              
C97_to_C98_dynamic_charger               2.4437               0.001                2.0833              
C85_to_C59_dynamic_charger               2.2062               0.001                8.3333              
Depot_to_C1_dynamic_charger              2.4036               0.001                2.0833              
C69_to_C27_dynamic_charger               1.9514               0.001                8.3333              
Depot_to_C97_dynamic_charger             2.1438               0.001                2.0833              
C31_to_C70_dynamic_charger               2.3963               0.001                8.3333              
C71_to_C35_dynamic_charger               1.5317               0.001                2.0833              
C73_to_C21_dynamic_charger               2.3938               0.001                8.3333              
C47_to_C49_dynamic_charger               1.5578               0.001                2.0833              
C15_to_C42_dynamic_charger               2.2837               0.001                8.3333              
C69_to_C27_dynamic_charger               1.9514               0.001                8.3333              
C81_to_C34_dynamic_charger               2.1504               0.001                2.0833              
C27_to_Depot_dynamic_charger             2.1901               0.001                8.3333              
C54_to_C4_dynamic_charger                2.4078               0.001                8.3333              
C53_to_C40_dynamic_charger               1.7556               0.001                8.3333              
C86_to_C14_dynamic_charger               2.2223               0.001                2.0833              
C21_to_Depot_dynamic_charger             1.7697               0.001                8.3333              
C31_to_C70_dynamic_charger               2.3963               0.001                8.3333              
C63_to_C30_dynamic_charger               2.4655               0.001                2.0833              
Depot_to_C10_dynamic_charger             2.0497               0.001                8.3333              
Depot_to_C53_dynamic_charger             1.794                0.001                8.3333              
C78_to_C29_dynamic_charger               1.6809               0.001                8.3333              
C93_to_C61_dynamic_charger               2.1163               0.001                8.3333              
C88_to_Depot_dynamic_charger             2.117                0.001                2.0833              
C80_to_C77_dynamic_charger               2.1                  0.001                8.3333              
C11_to_C7_dynamic_charger                1.7903               0.001                8.3333              
C47_to_C49_dynamic_charger               1.5578               0.001                2.0833              
C54_to_C4_dynamic_charger                2.4078               0.001                8.3333              
C95_to_C94_dynamic_charger               2.188                0.001                8.3333              
C21_to_Depot_dynamic_charger             1.7697               0.001                8.3333              
Depot_to_C31_dynamic_charger             1.9306               0.001                2.0833              
C54_to_C4_dynamic_charger                2.4078               0.001                8.3333              
Depot_to_C97_dynamic_charger             2.1438               0.001                2.0833              
Depot_to_C97_dynamic_charger             2.1438               0.001                2.0833              
Depot_to_C31_dynamic_charger             1.9306               0.001                2.0833              
Depot_to_C96_dynamic_charger             1.5923               0.001                2.0833              
C38_to_C15_dynamic_charger               2.469                0.001                2.0833              
C23_to_C75_dynamic_charger               1.649                0.001                2.0833              
C21_to_Depot_dynamic_charger             1.7697               0.001                8.3333              
C62_to_Depot_dynamic_charger             1.5752               0.001                8.3333              
