CID                                      InvCost              VarCost              ChargingRate        
S20_static_charger                       19.568               0.0                  6.25                
S7_static_charger                        19.3444              0.0                  6.25                
S4_static_charger                        16.7189              0.0                  6.25                
S9_static_charger                        21.4115              0.0                  6.25                
S15_static_charger                       21.9525              0.0                  6.25                
S17_static_charger                       19.9585              0.0                  6.25                
S2_static_charger                        16.8762              0.0                  6.25                
S8_static_charger                        20.5686              0.0                  6.25                
S10_static_charger                       16.3001              0.0                  6.25                
S6_static_charger                        23.6613              0.0                  6.25                
S18_static_charger                       19.2679              0.0                  6.25                
S19_static_charger                       24.1539              0.0                  6.25                
S12_static_charger                       19.0181              0.0                  6.25                
S11_static_charger                       18.235               0.0                  6.25                
S5_static_charger                        17.6213              0.0                  6.25                
S16_static_charger                       17.4996              0.0                  6.25                
S13_static_charger                       24.0913              0.0                  6.25                
S1_static_charger                        20.5596              0.0                  6.25                
S14_static_charger                       18.7887              0.0                  6.25                
S3_static_charger                        24.6486              0.0                  6.25                
I3_static_charger                        18.7344              0.0                  6.25                
I4_static_charger                        17.5269              0.0                  6.25                
I6_static_charger                        23.7327              0.0                  6.25                
C96_to_Depot_dynamic_charger             2.0739               0.001                25.0                
C35_to_C51_dynamic_charger               1.9869               0.001                25.0                
C65_to_C34_dynamic_charger               2.0742               0.001                25.0                
C99_to_C100_dynamic_charger              2.2339               0.001                25.0                
C41_to_C15_dynamic_charger               2.1445               0.001                6.25                
C47_to_C49_dynamic_charger               1.9571               0.001                25.0                
C62_to_C36_dynamic_charger               1.7807               0.001                6.25                
C54_to_C25_dynamic_charger               1.7908               0.001                6.25                
C67_to_C23_dynamic_charger               2.4818               0.001                6.25                
C69_to_C50_dynamic_charger               1.8268               0.001                25.0                
C54_to_C25_dynamic_charger               1.7908               0.001                6.25                
C35_to_C51_dynamic_charger               1.9869               0.001                25.0                
C92_to_C84_dynamic_charger               2.3256               0.001                25.0                
C15_to_C96_dynamic_charger               1.6582               0.001                6.25                
C51_to_C3_dynamic_charger                2.3391               0.001                25.0                
C85_to_C17_dynamic_charger               1.6549               0.001                25.0                
C55_to_C68_dynamic_charger               2.1803               0.001                25.0                
C58_to_C74_dynamic_charger               2.3099               0.001                6.25                
C81_to_C65_dynamic_charger               1.8108               0.001                25.0                
C76_to_C27_dynamic_charger               2.0574               0.001                25.0                
C8_to_C5_dynamic_charger                 2.0601               0.001                25.0                
C64_to_C11_dynamic_charger               1.9877               0.001                6.25                
C88_to_C19_dynamic_charger               2.474                0.001                25.0                
C8_to_C5_dynamic_charger                 2.0601               0.001                25.0                
C18_to_C69_dynamic_charger               2.1122               0.001                25.0                
C85_to_C17_dynamic_charger               1.6549               0.001                25.0                
C45_to_C86_dynamic_charger               1.674                0.001                6.25                
C24_to_C12_dynamic_charger               2.4857               0.001                25.0                
C69_to_C50_dynamic_charger               1.8268               0.001                25.0                
C16_to_C93_dynamic_charger               1.8136               0.001                25.0                
C41_to_C15_dynamic_charger               2.1445               0.001                6.25                
C55_to_C68_dynamic_charger               2.1803               0.001                25.0                
C100_to_C14_dynamic_charger              1.7895               0.001                25.0                
C9_to_C20_dynamic_charger                1.5849               0.001                25.0                
C31_to_C30_dynamic_charger               1.9965               0.001                25.0                
C87_to_C43_dynamic_charger               2.1654               0.001                25.0                
C49_to_C64_dynamic_charger               1.738                0.001                6.25                
C43_to_C38_dynamic_charger               2.056                0.001                25.0                
C87_to_C43_dynamic_charger               2.1654               0.001                25.0                
C81_to_C65_dynamic_charger               1.8108               0.001                25.0                
C47_to_C49_dynamic_charger               1.9571               0.001                25.0                
C66_to_C71_dynamic_charger               2.1573               0.001                6.25                
C96_to_Depot_dynamic_charger             2.0739               0.001                25.0                
C68_to_C28_dynamic_charger               2.2961               0.001                6.25                
C36_to_C45_dynamic_charger               1.5354               0.001                6.25                
Depot_to_C70_dynamic_charger             2.1572               0.001                25.0                
C33_to_C76_dynamic_charger               1.8706               0.001                25.0                
Depot_to_C70_dynamic_charger             2.1572               0.001                25.0                
C16_to_C93_dynamic_charger               1.8136               0.001                25.0                
C16_to_C93_dynamic_charger               1.8136               0.001                25.0                
C58_to_C74_dynamic_charger               2.3099               0.001                6.25                
C36_to_C45_dynamic_charger               1.5354               0.001                6.25                
C87_to_C43_dynamic_charger               2.1654               0.001                25.0                
C66_to_C71_dynamic_charger               2.1573               0.001                6.25                
C76_to_C27_dynamic_charger               2.0574               0.001                25.0                
C30_to_C9_dynamic_charger                1.9557               0.001                25.0                
C96_to_Depot_dynamic_charger             2.0739               0.001                25.0                
C86_to_Depot_dynamic_charger             2.1735               0.001                25.0                
C72_to_C26_dynamic_charger               1.9916               0.001                6.25                
C75_to_C57_dynamic_charger               1.7755               0.001                25.0                
C50_to_C32_dynamic_charger               1.8647               0.001                25.0                
C14_to_C92_dynamic_charger               2.276                0.001                25.0                
C41_to_C15_dynamic_charger               2.1445               0.001                6.25                
C38_to_C44_dynamic_charger               1.584                0.001                6.25                
C55_to_C68_dynamic_charger               2.1803               0.001                25.0                
C46_to_C8_dynamic_charger                1.6509               0.001                25.0                
C31_to_C30_dynamic_charger               1.9965               0.001                25.0                
C38_to_C44_dynamic_charger               1.584                0.001                6.25                
C46_to_C8_dynamic_charger                1.6509               0.001                25.0                
C85_to_C17_dynamic_charger               1.6549               0.001                25.0                
C42_to_C2_dynamic_charger                2.3075               0.001                6.25                
C1_to_C80_dynamic_charger                1.9377               0.001                25.0                
C14_to_C92_dynamic_charger               2.276                0.001                25.0                
