CID                                      InvCost              VarCost              ChargingRate        
S18_static_charger                       17.3188              0.0                  0.295               
S10_static_charger                       15.2437              0.0                  0.295               
S14_static_charger                       24.322               0.0                  0.295               
S9_static_charger                        23.5032              0.0                  0.295               
S5_static_charger                        17.2875              0.0                  0.295               
S2_static_charger                        15.2379              0.0                  0.295               
S17_static_charger                       22.7907              0.0                  0.295               
S4_static_charger                        19.0217              0.0                  0.295               
S20_static_charger                       22.6588              0.0                  0.295               
S19_static_charger                       15.2309              0.0                  0.295               
S1_static_charger                        21.5173              0.0                  0.295               
S11_static_charger                       21.7201              0.0                  0.295               
S3_static_charger                        17.217               0.0                  0.295               
S12_static_charger                       15.2165              0.0                  0.295               
S7_static_charger                        21.784               0.0                  0.295               
S16_static_charger                       16.7198              0.0                  0.295               
S15_static_charger                       21.8144              0.0                  0.295               
S6_static_charger                        23.412               0.0                  0.295               
S8_static_charger                        18.9618              0.0                  0.295               
S13_static_charger                       20.8864              0.0                  0.295               
I4_static_charger                        22.726               0.0                  0.295               
I5_static_charger                        21.707               0.0                  0.295               
I7_static_charger                        19.3452              0.0                  0.295               
I3_static_charger                        16.2074              0.0                  0.295               
I2_static_charger                        24.1386              0.0                  0.295               
I6_static_charger                        18.2671              0.0                  0.295               
C42_to_C43_dynamic_charger               2.3952               0.001                1.1799              
C69_to_C68_dynamic_charger               1.8717               0.001                1.1799              
C21_to_Depot_dynamic_charger             2.1218               0.001                1.1799              
C20_to_C24_dynamic_charger               1.6411               0.001                0.295               
C53_to_C54_dynamic_charger               1.5316               0.001                1.1799              
C80_to_C63_dynamic_charger               1.5254               0.001                0.295               
C70_to_C71_dynamic_charger               1.8407               0.001                1.1799              
C15_to_C19_dynamic_charger               2.1987               0.001                0.295               
C35_to_C31_dynamic_charger               1.8111               0.001                1.1799              
C72_to_C61_dynamic_charger               1.8407               0.001                0.295               
Depot_to_C5_dynamic_charger              1.582                0.001                1.1799              
C4_to_C7_dynamic_charger                 2.4484               0.001                1.1799              
C81_to_C80_dynamic_charger               2.2564               0.001                0.295               
C8_to_Depot_dynamic_charger              2.0861               0.001                1.1799              
Depot_to_C59_dynamic_charger             1.5087               0.001                0.295               
C69_to_C68_dynamic_charger               1.8717               0.001                1.1799              
C16_to_C15_dynamic_charger               1.5027               0.001                0.295               
C11_to_C12_dynamic_charger               1.7483               0.001                1.1799              
C46_to_C50_dynamic_charger               1.9345               0.001                1.1799              
C3_to_C75_dynamic_charger                2.1887               0.001                1.1799              
C15_to_C19_dynamic_charger               2.1987               0.001                0.295               
C37_to_C35_dynamic_charger               2.2766               0.001                1.1799              
C41_to_Depot_dynamic_charger             1.6579               0.001                1.1799              
C59_to_C60_dynamic_charger               2.158                0.001                0.295               
C75_to_C1_dynamic_charger                1.5773               0.001                1.1799              
C98_to_C96_dynamic_charger               1.6164               0.001                1.1799              
C20_to_C24_dynamic_charger               1.6411               0.001                0.295               
C75_to_C1_dynamic_charger                1.5773               0.001                1.1799              
C91_to_C89_dynamic_charger               2.3931               0.001                1.1799              
C39_to_C38_dynamic_charger               2.1566               0.001                1.1799              
C84_to_C82_dynamic_charger               1.5018               0.001                0.295               
C49_to_Depot_dynamic_charger             2.4925               0.001                1.1799              
Depot_to_C59_dynamic_charger             1.5087               0.001                0.295               
C57_to_Depot_dynamic_charger             2.0651               0.001                1.1799              
C8_to_Depot_dynamic_charger              2.0861               0.001                1.1799              
C83_to_C86_dynamic_charger               2.1368               0.001                0.295               
C70_to_C71_dynamic_charger               1.8407               0.001                1.1799              
C65_to_C74_dynamic_charger               2.315                0.001                0.295               
C3_to_C75_dynamic_charger                2.1887               0.001                1.1799              
C61_to_C67_dynamic_charger               2.3318               0.001                1.1799              
Depot_to_C20_dynamic_charger             1.9901               0.001                1.1799              
C31_to_C52_dynamic_charger               2.3651               0.001                1.1799              
Depot_to_C91_dynamic_charger             1.6679               0.001                1.1799              
C49_to_Depot_dynamic_charger             2.4925               0.001                1.1799              
C30_to_C28_dynamic_charger               2.1763               0.001                1.1799              
C4_to_C7_dynamic_charger                 2.4484               0.001                1.1799              
Depot_to_C47_dynamic_charger             1.9059               0.001                1.1799              
C3_to_C75_dynamic_charger                2.1887               0.001                1.1799              
C65_to_C74_dynamic_charger               2.315                0.001                0.295               
C51_to_C48_dynamic_charger               2.3059               0.001                0.295               
C90_to_Depot_dynamic_charger             2.0926               0.001                0.295               
C65_to_C74_dynamic_charger               2.315                0.001                0.295               
Depot_to_C5_dynamic_charger              1.582                0.001                1.1799              
C35_to_C31_dynamic_charger               1.8111               0.001                1.1799              
C100_to_C99_dynamic_charger              2.337                0.001                1.1799              
Depot_to_C20_dynamic_charger             1.9901               0.001                1.1799              
C39_to_C38_dynamic_charger               2.1566               0.001                1.1799              
C61_to_C67_dynamic_charger               2.3318               0.001                1.1799              
C67_to_Depot_dynamic_charger             1.9497               0.001                1.1799              
Depot_to_C23_dynamic_charger             1.8613               0.001                0.295               
C87_to_C90_dynamic_charger               1.6738               0.001                1.1799              
C72_to_C61_dynamic_charger               1.8407               0.001                0.295               
Depot_to_C23_dynamic_charger             1.8613               0.001                0.295               
C97_to_C100_dynamic_charger              2.4823               0.001                0.295               
C71_to_C76_dynamic_charger               2.0206               0.001                1.1799              
C4_to_C7_dynamic_charger                 2.4484               0.001                1.1799              
C84_to_C82_dynamic_charger               1.5018               0.001                0.295               
C91_to_C89_dynamic_charger               2.3931               0.001                1.1799              
C97_to_C100_dynamic_charger              2.4823               0.001                0.295               
Depot_to_C65_dynamic_charger             1.8714               0.001                0.295               
C53_to_C54_dynamic_charger               1.5316               0.001                1.1799              
C13_to_Depot_dynamic_charger             1.5395               0.001                1.1799              
Depot_to_C79_dynamic_charger             1.5078               0.001                1.1799              
C37_to_C35_dynamic_charger               2.2766               0.001                1.1799              
C84_to_C82_dynamic_charger               1.5018               0.001                0.295               
Depot_to_C98_dynamic_charger             1.8297               0.001                1.1799              
Depot_to_C47_dynamic_charger             1.9059               0.001                1.1799              
C87_to_C90_dynamic_charger               1.6738               0.001                1.1799              
C87_to_C90_dynamic_charger               1.6738               0.001                1.1799              
C19_to_C18_dynamic_charger               2.4924               0.001                1.1799              
C22_to_C21_dynamic_charger               1.6923               0.001                1.1799              
C8_to_Depot_dynamic_charger              2.0861               0.001                1.1799              
C39_to_C38_dynamic_charger               2.1566               0.001                1.1799              
C13_to_Depot_dynamic_charger             1.5395               0.001                1.1799              
C83_to_C86_dynamic_charger               2.1368               0.001                0.295               
C72_to_C61_dynamic_charger               1.8407               0.001                0.295               
C54_to_C55_dynamic_charger               2.0106               0.001                0.295               
C42_to_C43_dynamic_charger               2.3952               0.001                1.1799              
C81_to_C80_dynamic_charger               2.2564               0.001                0.295               
C35_to_C31_dynamic_charger               1.8111               0.001                1.1799              
C75_to_C1_dynamic_charger                1.5773               0.001                1.1799              
C99_to_Depot_dynamic_charger             2.2613               0.001                1.1799              
Depot_to_C98_dynamic_charger             1.8297               0.001                1.1799              
C43_to_C40_dynamic_charger               1.5193               0.001                1.1799              
C63_to_Depot_dynamic_charger             1.6144               0.001                1.1799              
C71_to_C76_dynamic_charger               2.0206               0.001                1.1799              
C90_to_Depot_dynamic_charger             2.0926               0.001                0.295               
Depot_to_C20_dynamic_charger             1.9901               0.001                1.1799              
C83_to_C86_dynamic_charger               2.1368               0.001                0.295               
Depot_to_C59_dynamic_charger             1.5087               0.001                0.295               
C29_to_C30_dynamic_charger               2.1861               0.001                0.295               
C29_to_C30_dynamic_charger               2.1861               0.001                0.295               
C84_to_C82_dynamic_charger               1.5018               0.001                0.295               
C35_to_C31_dynamic_charger               1.8111               0.001                1.1799              
C21_to_Depot_dynamic_charger             2.1218               0.001                1.1799              
C19_to_C18_dynamic_charger               2.4924               0.001                1.1799              
C42_to_C43_dynamic_charger               2.3952               0.001                1.1799              
C54_to_C55_dynamic_charger               2.0106               0.001                0.295               
C4_to_C7_dynamic_charger                 2.4484               0.001                1.1799              
C81_to_C80_dynamic_charger               2.2564               0.001                0.295               
C29_to_C30_dynamic_charger               2.1861               0.001                0.295               
C46_to_C50_dynamic_charger               1.9345               0.001                1.1799              
C51_to_C48_dynamic_charger               2.3059               0.001                0.295               
C100_to_C99_dynamic_charger              2.337                0.001                1.1799              
C49_to_Depot_dynamic_charger             2.4925               0.001                1.1799              
Depot_to_C5_dynamic_charger              1.582                0.001                1.1799              
C59_to_C60_dynamic_charger               2.158                0.001                0.295               
C41_to_Depot_dynamic_charger             1.6579               0.001                1.1799              
C83_to_C86_dynamic_charger               2.1368               0.001                0.295               
C13_to_Depot_dynamic_charger             1.5395               0.001                1.1799              
C54_to_C55_dynamic_charger               2.0106               0.001                0.295               
C39_to_C38_dynamic_charger               2.1566               0.001                1.1799              
C59_to_C60_dynamic_charger               2.158                0.001                0.295               
C61_to_C67_dynamic_charger               2.3318               0.001                1.1799              
C19_to_C18_dynamic_charger               2.4924               0.001                1.1799              
C99_to_Depot_dynamic_charger             2.2613               0.001                1.1799              
C63_to_Depot_dynamic_charger             1.6144               0.001                1.1799              
C31_to_C52_dynamic_charger               2.3651               0.001                1.1799              
C16_to_C15_dynamic_charger               1.5027               0.001                0.295               
C30_to_C28_dynamic_charger               2.1763               0.001                1.1799              
C30_to_C28_dynamic_charger               2.1763               0.001                1.1799              
C2_to_C4_dynamic_charger                 2.2662               0.001                1.1799              
C59_to_C60_dynamic_charger               2.158                0.001                0.295               
Depot_to_C98_dynamic_charger             1.8297               0.001                1.1799              
C100_to_C99_dynamic_charger              2.337                0.001                1.1799              
C2_to_C4_dynamic_charger                 2.2662               0.001                1.1799              
C11_to_C12_dynamic_charger               1.7483               0.001                1.1799              
C51_to_C48_dynamic_charger               2.3059               0.001                0.295               
C67_to_Depot_dynamic_charger             1.9497               0.001                1.1799              
C43_to_C40_dynamic_charger               1.5193               0.001                1.1799              
C57_to_Depot_dynamic_charger             2.0651               0.001                1.1799              
C98_to_C96_dynamic_charger               1.6164               0.001                1.1799              
Depot_to_C91_dynamic_charger             1.6679               0.001                1.1799              
C57_to_Depot_dynamic_charger             2.0651               0.001                1.1799              
C61_to_C67_dynamic_charger               2.3318               0.001                1.1799              
C71_to_C76_dynamic_charger               2.0206               0.001                1.1799              
C13_to_Depot_dynamic_charger             1.5395               0.001                1.1799              
C43_to_C40_dynamic_charger               1.5193               0.001                1.1799              
C53_to_C54_dynamic_charger               1.5316               0.001                1.1799              
Depot_to_C23_dynamic_charger             1.8613               0.001                0.295               
C20_to_C24_dynamic_charger               1.6411               0.001                0.295               
C22_to_C21_dynamic_charger               1.6923               0.001                1.1799              
C90_to_Depot_dynamic_charger             2.0926               0.001                0.295               
C99_to_Depot_dynamic_charger             2.2613               0.001                1.1799              
C11_to_C12_dynamic_charger               1.7483               0.001                1.1799              
C80_to_C63_dynamic_charger               1.5254               0.001                0.295               
C98_to_C96_dynamic_charger               1.6164               0.001                1.1799              
Depot_to_C23_dynamic_charger             1.8613               0.001                0.295               
