VID                  Type   x                    y                    CID                                      Seq   
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
I8                   i      33.75                60.0                 I8_static_charger                        1     
I25                  i      40.13846153846154    49.87692307692308    I25_static_charger                       1     
I20                  i      30.697674418604652   64.88372093023256    I20_static_charger                       1     
I18                  i      18.823529411764707   58.470588235294116   I18_static_charger                       1     
I6                   i      53.58974358974359    77.17948717948718    I6_static_charger                        1     
I4                   i      63.875               42.041666666666664   I4_static_charger                        1     
I23                  i      40.2                 49.93333333333333    I23_static_charger                       1     
I22                  i      72.6470588235294     35.0                 I22_static_charger                       1     
I13                  i      60.0                 83.5                 I13_static_charger                       1     
I19                  i      39.44660194174757    49.24271844660194    I19_static_charger                       1     
I15                  i      40.30434782608695    50.028985507246375   I15_static_charger                       1     
I2                   i      38.49122807017544    16.05263157894737    I2_static_charger                        1     
I26                  i      38.44444444444444    15.0                 I26_static_charger                       1     
I24                  i      35.714285714285715   60.0                 I24_static_charger                       1     
I9                   i      40.16483516483517    49.9010989010989     I9_static_charger                        1     
I16                  i      24.615384615384617   56.15384615384615    I16_static_charger                       1     
I21                  i      30.714285714285715   37.61904761904762    I21_static_charger                       1     
I17                  i      39.63414634146341    49.41463414634146    I17_static_charger                       1     
I5                   i      40.17180616740088    49.90748898678414    I5_static_charger                        1     
I11                  i      53.07339449541284    42.15596330275229    I11_static_charger                       1     
DC_C7_C8_2           x      15.0                 79.9                 C7_to_C8_dynamic_charger                 2     
DC_C58_C75_3         x      5.089442718199983    5.0447213590999915   C58_to_C75_dynamic_charger               3     
DC_C89_C51_0         x      66.93753049618017    5.0780868797747845   C89_to_C51_dynamic_charger               0     
DC_C98_Depot_1       x      33.0                 51.0                 C98_to_Depot_dynamic_charger             1     
DC_C53_C78_1         x      15.970185760600007   52.0149071197        C53_to_C78_dynamic_charger               1     
DC_C76_C89_1         x      63.5                 8.5                  C76_to_C89_dynamic_charger               1     
DC_C20_C83_2         x      37.02982749862719    30.904552004392993   C20_to_C83_dynamic_charger               2     
DC_C37_C38_1         x      63.97226498806978    81.31484332537985    C37_to_C38_dynamic_charger               1     
DC_C31_C34_2         x      86.03333333333333    35.0                 C31_to_C34_dynamic_charger               2     
DC_Depot_C66_2       x      40.664110116741014   41.36656848236677    Depot_to_C66_dynamic_charger             2     
