VID                  Type   x                    y                    CID                                      Seq   
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
I10                  i      55.36923076923077    42.784615384615385   I10_static_charger                       1     
I8                   i      46.707317073170735   49.63414634146341    I8_static_charger                        1     
I12                  i      26.755725190839694   41.412213740458014   I12_static_charger                       1     
I2                   i      49.056603773584904   41.60377358490566    I2_static_charger                        1     
I1                   i      46.2751677852349     53.52348993288591    I1_static_charger                        1     
I24                  i      26.21951219512195    37.926829268292686   I24_static_charger                       1     
I23                  i      21.0                 21.0                 I23_static_charger                       1     
I21                  i      51.04081632653061    42.51020408163265    I21_static_charger                       1     
I26                  i      13.225806451612904   51.935483870967744   I26_static_charger                       1     
I11                  i      35.0                 22.5                 I11_static_charger                       1     
I20                  i      27.357142857142858   8.083333333333334    I20_static_charger                       1     
I6                   i      30.106796116504853   44.24271844660194    I6_static_charger                        1     
I5                   i      26.20234604105572    37.81524926686217    I5_static_charger                        1     
I14                  i      32.59139784946237    45.236559139784944   I14_static_charger                       1     
I22                  i      25.689655172413794   34.48275862068966    I22_static_charger                       1     
I3                   i      32.23076923076923    13.76923076923077    I3_static_charger                        1     
I19                  i      25.5                 25.5                 I19_static_charger                       1     
I7                   i      25.89887640449438    34.49438202247191    I7_static_charger                        1     
I9                   i      32.642857142857146   14.25                I9_static_charger                        1     
I15                  i      50.333333333333336   42.333333333333336   I15_static_charger                       1     
C40                  ic     40.0                 25.0                 I4_static_charger                        1     
C92                  ic     22.0                 22.0                 I17_static_charger                       1     
DC_C78_C79_0         x      60.92928931876269    51.92928931876269    C78_to_C79_dynamic_charger               0     
DC_C91_C85_1         x      15.343874257734456   20.031622773203367   C91_to_C85_dynamic_charger               1     
DC_C42_C87_2         x      26.648176661277294   15.972264991915939   C42_to_C87_dynamic_charger               2     
DC_C13_Depot_0       x      30.04472135909999    25.089442718199983   C13_to_Depot_dynamic_charger             0     
DC_C41_C57_1         x      38.636852427266675   8.681573786366664    C41_to_C57_dynamic_charger               1     
DC_C24_C80_3         x      56.09761871086032    36.97830695314215    C24_to_C80_dynamic_charger               3     
DC_C55_C54_3         x      57.07071068123731    28.92928931876269    C55_to_C54_dynamic_charger               3     
DC_C98_C100_0        x      18.968377226796633   20.905131680389896   C98_to_C100_dynamic_charger              0     
