VID                  Type   x                    y                    CID                                      Seq   
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
I15                  i      20.0                 46.59090909090909    I15_static_charger                       1     
I13                  i      40.0                 15.0                 I13_static_charger                       1     
I6                   i      32.59139784946237    45.236559139784944   I6_static_charger                        1     
I18                  i      20.38961038961039    39.675324675324674   I18_static_charger                       1     
I11                  i      22.714285714285715   22.714285714285715   I11_static_charger                       1     
I20                  i      41.0                 41.0                 I20_static_charger                       1     
I24                  i      36.55555555555556    28.77777777777778    I24_static_charger                       1     
I5                   i      41.0                 38.0                 I5_static_charger                        1     
I19                  i      25.0                 27.0                 I19_static_charger                       1     
I22                  i      36.10891089108911    46.64356435643565    I22_static_charger                       1     
I21                  i      46.172413793103445   45.55172413793103    I21_static_charger                       1     
I8                   i      37.333333333333336   25.666666666666668   I8_static_charger                        1     
I4                   i      54.24564796905222    17.294003868471954   I4_static_charger                        1     
I14                  i      50.55555555555556    36.48148148148148    I14_static_charger                       1     
I12                  i      45.8                 45.8                 I12_static_charger                       1     
I23                  i      53.714285714285715   54.857142857142854   I23_static_charger                       1     
I16                  i      55.598290598290596   61.452991452991455   I16_static_charger                       1     
I10                  i      12.0                 19.6                 I10_static_charger                       1     
I7                   i      15.428571428571429   20.285714285714285   I7_static_charger                        1     
DC_C32_C20_0         x      35.09284766576326    68.9628609336947     C32_to_C20_dynamic_charger               0     
DC_C32_C20_2         x      44.90715233423674    65.0371390663053     C32_to_C20_dynamic_charger               2     
DC_C85_C93_0         x      16.07071068123731    22.07071068123731    C85_to_C93_dynamic_charger               0     
DC_Depot_C75_2       x      48.949612897485856   11.086377890024245   Depot_to_C75_dynamic_charger             2     
DC_C22_C41_3         x      42.07071067290398    7.070710672903977    C22_to_C41_dynamic_charger               3     
DC_C78_C81_2         x      57.03162277820337    53.322792407265545   C78_to_C81_dynamic_charger               2     
DC_C45_C82_2         x      11.976429773846824   43.976429773846824   C45_to_C82_dynamic_charger               2     
DC_C55_C24_2         x      64.32785336706253    30.967120202375156   C55_to_C24_dynamic_charger               2     
DC_Depot_C28_1       x      37.03162277820337    35.677207592734455   Depot_to_C28_dynamic_charger             1     
DC_C35_C34_2         x      64.9803883864339     55.09805806783049    C35_to_C34_dynamic_charger               2     
DC_C54_C4_1          x      56.0                 24.5                 C54_to_C4_dynamic_charger                1     
DC_C6_Depot_2        x      34.91055728180002    34.95527864090001    C6_to_Depot_dynamic_charger              2     
DC_C64_C32_3         x      34.9071523299264     69.03713906802945    C64_to_C32_dynamic_charger               3     
DC_C85_C93_2         x      17.30976310625423    23.30976310625423    C85_to_C93_dynamic_charger               2     
DC_C34_C76_2         x      49.07761140049384    42.06305926290125    C34_to_C76_dynamic_charger               2     
DC_C50_C66_3         x      48.99233035022305    72.90029455289968    C50_to_C66_dynamic_charger               3     
DC_C12_C26_1         x      47.5                 32.5                 C12_to_C26_dynamic_charger               1     
DC_C88_Depot_1       x      29.015596257397306   46.30387373602731    C88_to_Depot_dynamic_charger             1     
DC_C14_C38_2         x      8.363147572733329    6.681573786366664    C14_to_C38_dynamic_charger               2     
DC_C43_C42_1         x      23.5                 7.5                  C43_to_C42_dynamic_charger               1     
DC_C47_C36_0         x      7.916794975747815    56.05547001616812    C47_to_C36_dynamic_charger               0     
DC_C49_C19_0         x      6.074740929253974    67.93356361844091    C49_to_C19_dynamic_charger               0     
DC_C71_C35_0         x      57.08944271819998    67.9552786409        C71_to_C35_dynamic_charger               0     
DC_C71_C35_2         x      60.9701857606        66.0149071197        C71_to_C35_dynamic_charger               2     
DC_C50_C66_1         x      47.669223216592314   55.6999018157001     C50_to_C66_dynamic_charger               1     
DC_C71_C35_1         x      59.0298142394        66.9850928803        C71_to_C35_dynamic_charger               1     
DC_C64_C32_0         x      15.092847670073603   76.96286093197055    C64_to_C32_dynamic_charger               0     
DC_C93_C92_1         x      19.36314757273333    23.318426213633337   C93_to_C92_dynamic_charger               1     
DC_C14_C38_3         x      5.089442718199983    5.0447213590999915   C14_to_C38_dynamic_charger               3     
DC_C69_C27_0         x      36.97252788762807    46.90384760669825    C69_to_C27_dynamic_charger               0     
DC_C93_C92_0         x      18.089442718199983   23.95527864090001    C93_to_C92_dynamic_charger               0     
DC_C43_C42_0         x      23.011043152775944   3.099388374983504    C43_to_C42_dynamic_charger               0     
DC_C14_C38_1         x      11.636852427266673   8.318426213633336    C14_to_C38_dynamic_charger               1     
DC_C49_C19_3         x      14.925259070746026   60.066436381559086   C49_to_C19_dynamic_charger               3     
DC_C54_C4_2          x      55.02169304685785    20.09761871086032    C54_to_C4_dynamic_charger                2     
DC_C93_C92_3         x      21.910557281800017   22.04472135909999    C93_to_C92_dynamic_charger               3     
DC_C39_C67_2         x      64.64309644077804    7.35690355922196     C39_to_C67_dynamic_charger               2     
DC_C97_C95_0         x      25.0                 21.1                 C97_to_C95_dynamic_charger               0     
DC_C51_C30_3         x      40.09761871086032    59.97830695314215    C51_to_C30_dynamic_charger               3     
DC_C50_C66_2         x      48.330776783407686   64.30009818429988    C50_to_C66_dynamic_charger               2     
DC_C35_C34_0         x      63.0196116135661     64.9019419321695     C35_to_C34_dynamic_charger               0     
DC_C39_C67_3         x      66.92928932233411    5.070710677665881    C39_to_C67_dynamic_charger               3     
DC_C38_C86_3         x      4.007669649776948    17.900294552899684   C38_to_C86_dynamic_charger               3     
DC_C24_C80_0         x      64.90238128913968    35.02169304685785    C24_to_C80_dynamic_charger               0     
DC_C97_C95_2         x      25.0                 23.9                 C97_to_C95_dynamic_charger               2     
DC_C8_C46_2          x      2.0847998315875342   47.94700010525779    C8_to_C46_dynamic_charger                2     
DC_C8_C46_0          x      9.915200168412467    43.05299989474221    C8_to_C46_dynamic_charger                0     
DC_C45_C82_0         x      6.070710678459531    38.070710678459534   C45_to_C82_dynamic_charger               0     
DC_C55_C24_3         x      64.98356010118758    34.90136060712546    C55_to_C24_dynamic_charger               3     
DC_C69_C27_1         x      36.0                 43.5                 C69_to_C27_dynamic_charger               1     
DC_C88_Depot_0       x      26.046788772191913   51.91162120808194    C88_to_Depot_dynamic_charger             0     
DC_C38_C86_1         x      4.664110116741018    9.366568482366773    C38_to_C86_dynamic_charger               1     
DC_C60_Depot_1       x      23.033282012470103   34.335182334026115   C60_to_Depot_dynamic_charger             1     
DC_C13_C14_1         x      24.976429773476454   19.976429773476454   C13_to_C14_dynamic_charger               1     
DC_C30_C70_0         x      39.94                59.92                C30_to_C70_dynamic_charger               0     
DC_C36_C49_0         x      2.0447213590999915   60.08944271819998    C36_to_C49_dynamic_charger               0     
DC_C87_C57_0         x      28.055470016168123   17.916794975747816   C87_to_C57_dynamic_charger               0     
DC_C27_Depot_2       x      35.0                 35.1                 C27_to_Depot_dynamic_charger             2     
DC_C2_Depot_0        x      35.0                 17.1                 C2_to_Depot_dynamic_charger              0     
DC_C8_C46_1          x      6.0                  45.5                 C8_to_C46_dynamic_charger                1     
