CID                                      InvCost              VarCost              ChargingRate        
S3_static_charger                        20.9487              0.0                  0.295               
S18_static_charger                       15.8138              0.0                  0.295               
S6_static_charger                        24.5754              0.0                  0.295               
S12_static_charger                       18.1871              0.0                  0.295               
S17_static_charger                       21.1693              0.0                  0.295               
S20_static_charger                       20.749               0.0                  0.295               
S4_static_charger                        20.4396              0.0                  0.295               
S15_static_charger                       20.8235              0.0                  0.295               
S7_static_charger                        21.8392              0.0                  0.295               
S1_static_charger                        19.262               0.0                  0.295               
S8_static_charger                        22.3035              0.0                  0.295               
S13_static_charger                       21.3757              0.0                  0.295               
S10_static_charger                       23.3441              0.0                  0.295               
S19_static_charger                       24.9831              0.0                  0.295               
S9_static_charger                        18.7762              0.0                  0.295               
S14_static_charger                       22.0685              0.0                  0.295               
S11_static_charger                       20.9333              0.0                  0.295               
S2_static_charger                        24.5174              0.0                  0.295               
S16_static_charger                       22.8412              0.0                  0.295               
S5_static_charger                        16.5828              0.0                  0.295               
I6_static_charger                        16.0257              0.0                  0.295               
I1_static_charger                        23.453               0.0                  0.295               
I2_static_charger                        15.3344              0.0                  0.295               
I3_static_charger                        19.6975              0.0                  0.295               
I5_static_charger                        24.0582              0.0                  0.295               
I4_static_charger                        24.357               0.0                  0.295               
C80_to_C72_dynamic_charger               1.5539               0.001                0.295               
C65_to_C62_dynamic_charger               2.2338               0.001                1.1799              
C2_to_C4_dynamic_charger                 1.9947               0.001                0.295               
C66_to_Depot_dynamic_charger             1.6051               0.001                1.1799              
C89_to_C91_dynamic_charger               2.1023               0.001                1.1799              
Depot_to_C73_dynamic_charger             1.8486               0.001                1.1799              
C71_to_C76_dynamic_charger               1.9468               0.001                1.1799              
Depot_to_C63_dynamic_charger             2.4064               0.001                1.1799              
C22_to_C29_dynamic_charger               1.5296               0.001                1.1799              
C37_to_C35_dynamic_charger               2.2864               0.001                1.1799              
C69_to_Depot_dynamic_charger             1.9196               0.001                0.295               
Depot_to_C21_dynamic_charger             1.6092               0.001                1.1799              
C43_to_Depot_dynamic_charger             1.9286               0.001                1.1799              
C18_to_C17_dynamic_charger               2.1553               0.001                1.1799              
C69_to_Depot_dynamic_charger             1.9196               0.001                0.295               
C81_to_Depot_dynamic_charger             1.6692               0.001                0.295               
C47_to_C43_dynamic_charger               2.2541               0.001                0.295               
C47_to_C43_dynamic_charger               2.2541               0.001                0.295               
C85_to_C88_dynamic_charger               2.2118               0.001                1.1799              
C90_to_C87_dynamic_charger               1.8707               0.001                1.1799              
Depot_to_C63_dynamic_charger             2.4064               0.001                1.1799              
Depot_to_C41_dynamic_charger             2.0945               0.001                0.295               
Depot_to_C67_dynamic_charger             2.3397               0.001                1.1799              
C93_to_C97_dynamic_charger               2.3509               0.001                0.295               
Depot_to_C90_dynamic_charger             1.9027               0.001                1.1799              
C39_to_C38_dynamic_charger               2.2615               0.001                1.1799              
Depot_to_C59_dynamic_charger             2.1653               0.001                0.295               
C70_to_C71_dynamic_charger               1.8896               0.001                1.1799              
C81_to_Depot_dynamic_charger             1.6692               0.001                0.295               
C90_to_C87_dynamic_charger               1.8707               0.001                1.1799              
C31_to_C52_dynamic_charger               1.7652               0.001                0.295               
C53_to_C54_dynamic_charger               2.0894               0.001                1.1799              
C66_to_Depot_dynamic_charger             1.6051               0.001                1.1799              
Depot_to_C98_dynamic_charger             2.4808               0.001                1.1799              
C27_to_C30_dynamic_charger               2.31                 0.001                1.1799              
C53_to_C54_dynamic_charger               2.0894               0.001                1.1799              
C74_to_C79_dynamic_charger               1.6671               0.001                0.295               
C57_to_Depot_dynamic_charger             2.3526               0.001                1.1799              
C81_to_Depot_dynamic_charger             1.6692               0.001                0.295               
C77_to_C80_dynamic_charger               2.0662               0.001                1.1799              
C46_to_C47_dynamic_charger               2.2931               0.001                1.1799              
C100_to_C99_dynamic_charger              1.781                0.001                1.1799              
C65_to_C62_dynamic_charger               2.2338               0.001                1.1799              
C69_to_Depot_dynamic_charger             1.9196               0.001                0.295               
Depot_to_C23_dynamic_charger             1.8306               0.001                0.295               
C37_to_C35_dynamic_charger               2.2864               0.001                1.1799              
Depot_to_C41_dynamic_charger             2.0945               0.001                0.295               
Depot_to_C73_dynamic_charger             1.8486               0.001                1.1799              
C39_to_C38_dynamic_charger               2.2615               0.001                1.1799              
C49_to_Depot_dynamic_charger             1.8524               0.001                1.1799              
C57_to_Depot_dynamic_charger             2.3526               0.001                1.1799              
Depot_to_C21_dynamic_charger             1.6092               0.001                1.1799              
C6_to_C7_dynamic_charger                 2.1519               0.001                1.1799              
C27_to_C30_dynamic_charger               2.31                 0.001                1.1799              
C80_to_C72_dynamic_charger               1.5539               0.001                0.295               
C22_to_C29_dynamic_charger               1.5296               0.001                1.1799              
C31_to_C52_dynamic_charger               1.7652               0.001                0.295               
C43_to_Depot_dynamic_charger             1.9286               0.001                1.1799              
C52_to_Depot_dynamic_charger             2.3192               0.001                1.1799              
C90_to_C87_dynamic_charger               1.8707               0.001                1.1799              
C89_to_C91_dynamic_charger               2.1023               0.001                1.1799              
C91_to_Depot_dynamic_charger             1.8944               0.001                0.295               
C2_to_C4_dynamic_charger                 1.9947               0.001                0.295               
C35_to_C51_dynamic_charger               2.1809               0.001                1.1799              
C66_to_Depot_dynamic_charger             1.6051               0.001                1.1799              
C68_to_C69_dynamic_charger               1.8198               0.001                1.1799              
C71_to_C76_dynamic_charger               1.9468               0.001                1.1799              
C85_to_C88_dynamic_charger               2.2118               0.001                1.1799              
C80_to_C72_dynamic_charger               1.5539               0.001                0.295               
Depot_to_C75_dynamic_charger             1.8868               0.001                1.1799              
C70_to_C71_dynamic_charger               1.8896               0.001                1.1799              
C81_to_Depot_dynamic_charger             1.6692               0.001                0.295               
C16_to_C19_dynamic_charger               1.7402               0.001                1.1799              
C46_to_C47_dynamic_charger               2.2931               0.001                1.1799              
C68_to_C69_dynamic_charger               1.8198               0.001                1.1799              
C6_to_C7_dynamic_charger                 2.1519               0.001                1.1799              
C97_to_C100_dynamic_charger              2.4898               0.001                1.1799              
C90_to_C87_dynamic_charger               1.8707               0.001                1.1799              
C48_to_C46_dynamic_charger               2.4745               0.001                1.1799              
C17_to_C15_dynamic_charger               2.3376               0.001                0.295               
C27_to_C30_dynamic_charger               2.31                 0.001                1.1799              
C27_to_C30_dynamic_charger               2.31                 0.001                1.1799              
C49_to_Depot_dynamic_charger             1.8524               0.001                1.1799              
C59_to_C60_dynamic_charger               2.3278               0.001                1.1799              
C15_to_C13_dynamic_charger               1.6907               0.001                1.1799              
C22_to_C29_dynamic_charger               1.5296               0.001                1.1799              
