VID                  Type   x                    y                    CID                                      Seq   
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
I5                   i      32.59139784946237    45.236559139784944   I5_static_charger                        1     
I14                  i      42.30434782608695    47.0                 I14_static_charger                       1     
I7                   i      36.10891089108911    46.64356435643565    I7_static_charger                        1     
I12                  i      40.0                 50.0                 I12_static_charger                       1     
I4                   i      23.6                 57.2                 I4_static_charger                        1     
I18                  i      57.32941176470588    47.71764705882353    I18_static_charger                       1     
I3                   i      20.266666666666666   25.466666666666665   I3_static_charger                        1     
I13                  i      39.0                 47.0                 I13_static_charger                       1     
I11                  i      38.333333333333336   45.0                 I11_static_charger                       1     
I2                   i      19.636363636363637   26.29090909090909    I2_static_charger                        1     
I17                  i      51.15384615384615    38.07692307692308    I17_static_charger                       1     
I8                   i      36.73913043478261    53.26086956521739    I8_static_charger                        1     
I1                   i      14.222222222222221   19.155555555555555   I1_static_charger                        1     
I6                   i      35.55555555555556    40.833333333333336   I6_static_charger                        1     
C73                  ic     44.0                 17.0                 I15_static_charger                       1     
DC_C88_C31_1         x      28.5                 52.0                 C88_to_C31_dynamic_charger               1     
DC_C29_C24_0         x      64.01414213524747    41.90100505326777    C29_to_C24_dynamic_charger               0     
DC_C57_Depot_2       x      33.99568869386265    27.300279986280273   C57_to_Depot_dynamic_charger             2     
DC_C86_C16_0         x      4.094868334610103    18.031622778203367   C86_to_C16_dynamic_charger               0     
DC_C10_C62_0         x      29.9051316653899     59.96837722179663    C10_to_C62_dynamic_charger               0     
DC_C51_C9_0          x      49.094868334610105   58.03162277820337    C51_to_C9_dynamic_charger                0     
DC_Depot_C6_2        x      28.36314757273333    31.681573786366663   Depot_to_C6_dynamic_charger              2     
DC_C21_C40_1         x      43.309763107920894   21.690236892079103   C21_to_C40_dynamic_charger               1     
DC_C66_C65_1         x      53.36519263247335    74.34313619460718    C66_to_C65_dynamic_charger               1     
DC_C83_C45_1         x      11.300257405142165   37.337467824357226   C83_to_C45_dynamic_charger               1     
DC_C47_C49_1         x      7.327853367062525    60.032879797624844   C47_to_C49_dynamic_charger               1     
DC_C46_C8_0          x      2.0847998315875342   47.94700010525779    C46_to_C8_dynamic_charger                0     
DC_C41_C2_3          x      35.057346232631055   16.918076810527065   C41_to_C2_dynamic_charger                3     
DC_C17_C84_2         x      8.967120205077856    30.661186700846308   C17_to_C84_dynamic_charger               2     
DC_C44_C38_0         x      10.944529981267776   13.916794971901663   C44_to_C38_dynamic_charger               0     
DC_C87_C13_3         x      29.972527887628072   24.90384760669825    C87_to_C13_dynamic_charger               3     
DC_C41_C2_2          x      37.35244874421035    13.639358936842356   C41_to_C2_dynamic_charger                2     
DC_C12_C26_3         x      45.07071067623731    30.070710676237308   C12_to_C26_dynamic_charger               3     
DC_C71_C35_2         x      62.91055728180002    65.0447213591        C71_to_C35_dynamic_charger               2     
DC_C64_C11_0         x      15.038461538461538   76.90769230769232    C64_to_C11_dynamic_charger               0     
DC_C57_Depot_3       x      34.98706608158793    34.90083995884082    C57_to_Depot_dynamic_charger             3     
DC_C26_Depot_3       x      35.08944271819998    34.95527864090001    C26_to_Depot_dynamic_charger             3     
DC_C13_Depot_0       x      30.04472135909999    25.089442718199983   C13_to_Depot_dynamic_charger             0     
DC_C25_C4_2          x      55.1                 20.0                 C25_to_C4_dynamic_charger                2     
DC_C97_C87_0         x      25.070710672903978   20.929289327096022   C97_to_C87_dynamic_charger               0     
DC_Depot_C18_0       x      34.9051316683899     35.03162277720337    Depot_to_C18_dynamic_charger             0     
DC_C54_C55_3         x      62.92928931876269    23.07071068123731    C54_to_C55_dynamic_charger               3     
DC_C86_C16_2         x      9.905131665389897    19.968377221796633   C86_to_C16_dynamic_charger               2     
DC_C36_C46_2         x      2.0                  52.03333333333333    C36_to_C46_dynamic_charger               2     
DC_C51_C9_3          x      54.905131665389895   59.96837722179663    C51_to_C9_dynamic_charger                3     
DC_C24_C77_2         x      53.08320503002142    42.944529979985724   C24_to_C77_dynamic_charger               2     
DC_C42_C15_1         x      26.02169304685785    9.641358111999176    C42_to_C15_dynamic_charger               1     
DC_C30_C32_2         x      35.048564293782896   68.91258427119078    C30_to_C32_dynamic_charger               2     
DC_C97_C87_1         x      26.023570224301324   19.976429775698676   C97_to_C87_dynamic_charger               1     
DC_C58_C53_1         x      36.5                 28.5                 C58_to_C53_dynamic_charger               1     
DC_C38_C14_0         x      5.089442718199983    5.0447213590999915   C38_to_C14_dynamic_charger               0     
DC_C67_C23_1         x      62.96666666666667    5.0                  C67_to_C23_dynamic_charger               1     
DC_C9_C81_0          x      55.0                 59.9                 C9_to_C81_dynamic_charger                0     
DC_C89_C60_1         x      22.966870541672165   34.66298561574135    C89_to_C60_dynamic_charger               1     
DC_C63_C64_1         x      22.972264989992862   71.6851566733381     C63_to_C64_dynamic_charger               1     
DC_C66_C65_3         x      61.904422102579936   76.97059141617844    C66_to_C65_dynamic_charger               3     
DC_C58_C53_0         x      36.01961161164302    26.09805805821511    C58_to_C53_dynamic_charger               0     
DC_C87_C13_0         x      28.027472112371928   18.09615239330175    C87_to_C13_dynamic_charger               0     
DC_C66_C65_2         x      57.63480736752665    75.65686380539282    C66_to_C65_dynamic_charger               2     
DC_C20_C66_1         x      47.0                 69.0                 C20_to_C66_dynamic_charger               1     
DC_C80_C54_2         x      56.987596526928314   29.099227784573504   C80_to_C54_dynamic_charger               2     
DC_C97_C87_2         x      26.976429775698673   19.023570224301327   C97_to_C87_dynamic_charger               2     
DC_C45_C17_2         x      5.0124034730716875   30.099227784573504   C45_to_C17_dynamic_charger               2     
DC_C21_C40_3         x      40.07071067623731    24.929289323762692   C21_to_C40_dynamic_charger               3     
DC_C35_C34_2         x      64.9803883864339     55.09805806783049    C35_to_C34_dynamic_charger               2     
DC_C41_C2_1          x      39.64755125578965    10.360641063157644   C41_to_C2_dynamic_charger                1     
DC_C36_C46_1         x      2.0                  55.96666666666667    C36_to_C46_dynamic_charger               1     
DC_C29_C24_1         x      64.5                 38.5                 C29_to_C24_dynamic_charger               1     
DC_C61_C86_3         x      4.08                 18.06                C61_to_C86_dynamic_charger               3     
DC_C44_C38_1         x      8.981509993755925    10.972264990633889   C44_to_C38_dynamic_charger               1     
DC_C54_C55_2         x      60.976429772920895   25.023570227079105   C54_to_C55_dynamic_charger               2     
DC_C76_C28_2         x      41.08479983158753    37.05299989474221    C76_to_C28_dynamic_charger               2     
DC_C44_C38_2         x      7.018490006244075    8.027735009366113    C44_to_C38_dynamic_charger               2     
DC_C61_C86_1         x      9.306666666666667    21.98                C61_to_C86_dynamic_charger               1     
DC_Depot_C18_1       x      29.968377222796633   36.677207592401125   Depot_to_C18_dynamic_charger             1     
DC_C87_C13_2         x      29.32417596254269    22.634615868899417   C87_to_C13_dynamic_charger               2     
DC_C10_C62_1         x      27.968377221796633   59.322792407265545   C10_to_C62_dynamic_charger               1     
DC_C12_C26_2         x      46.690236892079106   31.690236892079103   C12_to_C26_dynamic_charger               2     
DC_C76_C28_0         x      48.91520016841247    41.94700010525779    C76_to_C28_dynamic_charger               0     
DC_C4_C72_0          x      54.91055728180002    19.95527864090001    C4_to_C72_dynamic_charger                0     
DC_C13_Depot_1       x      32.5                 30.0                 C13_to_Depot_dynamic_charger             1     
DC_C83_C45_3         x      6.099227784573502    37.987596526928314   C83_to_C45_dynamic_charger               3     
DC_C7_C52_0          x      20.07071067766588    49.92928932233412    C7_to_C52_dynamic_charger                0     
