VID                  Type   x                    y                    CID                                      Seq   
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
DC_C32_C6_2          x      15.905131665389897   41.96837722179663    C32_to_C6_dynamic_charger                2     
DC_C93_Depot_0       x      41.97574643675744    57.90298574702976    C93_to_Depot_dynamic_charger             0     
DC_C99_C1_2          x      52.051449574614914   75.08574929102487    C99_to_C1_dynamic_charger                2     
DC_C81_C78_3         x      78.08137334964675    39.94187617882375    C81_to_C78_dynamic_charger               3     
DC_C82_C85_0         x      75.07739573211789    54.93667621917627    C82_to_C85_dynamic_charger               0     
DC_C100_C99_0        x      55.0                 84.9                 C100_to_C99_dynamic_charger              0     
DC_C53_C54_0         x      43.9628609336947     5.092847665763259    C53_to_C54_dynamic_charger               0     
DC_Depot_C48_0       x      39.9628609336947     49.90715233423674    Depot_to_C48_dynamic_charger             0     
DC_C23_C26_0         x      13.916794975747816   65.94452998383187    C23_to_C26_dynamic_charger               0     
