CID                                      InvCost              VarCost              ChargingRate        
S5_static_charger                        20.83                0.0                  2.0833              
S16_static_charger                       23.5541              0.0                  2.0833              
S6_static_charger                        17.8856              0.0                  2.0833              
S13_static_charger                       17.4798              0.0                  2.0833              
S7_static_charger                        22.3826              0.0                  2.0833              
S9_static_charger                        15.181               0.0                  2.0833              
S2_static_charger                        20.6312              0.0                  2.0833              
S8_static_charger                        19.0541              0.0                  2.0833              
S20_static_charger                       18.9927              0.0                  2.0833              
S14_static_charger                       15.9115              0.0                  2.0833              
S12_static_charger                       22.9141              0.0                  2.0833              
S15_static_charger                       19.0245              0.0                  2.0833              
S1_static_charger                        24.4857              0.0                  2.0833              
S17_static_charger                       19.0188              0.0                  2.0833              
S10_static_charger                       18.1194              0.0                  2.0833              
S3_static_charger                        21.9396              0.0                  2.0833              
S4_static_charger                        21.2856              0.0                  2.0833              
S18_static_charger                       19.2687              0.0                  2.0833              
S11_static_charger                       21.344               0.0                  2.0833              
S19_static_charger                       17.7289              0.0                  2.0833              
I10_static_charger                       18.708               0.0                  2.0833              
I8_static_charger                        15.2655              0.0                  2.0833              
I12_static_charger                       20.2352              0.0                  2.0833              
I2_static_charger                        18.1756              0.0                  2.0833              
I1_static_charger                        18.3564              0.0                  2.0833              
I24_static_charger                       22.0696              0.0                  2.0833              
I23_static_charger                       18.4331              0.0                  2.0833              
I21_static_charger                       17.2468              0.0                  2.0833              
I26_static_charger                       20.385               0.0                  2.0833              
I11_static_charger                       22.9159              0.0                  2.0833              
I20_static_charger                       19.3315              0.0                  2.0833              
I6_static_charger                        20.9761              0.0                  2.0833              
I5_static_charger                        17.3157              0.0                  2.0833              
I14_static_charger                       18.4307              0.0                  2.0833              
I22_static_charger                       20.4814              0.0                  2.0833              
I3_static_charger                        24.3673              0.0                  2.0833              
I19_static_charger                       15.256               0.0                  2.0833              
I7_static_charger                        19.6843              0.0                  2.0833              
I9_static_charger                        18.1235              0.0                  2.0833              
I15_static_charger                       23.8475              0.0                  2.0833              
I4_static_charger                        19.2264              0.0                  2.0833              
I17_static_charger                       21.264               0.0                  2.0833              
C78_to_C79_dynamic_charger               2.0382               0.001                8.3333              
C91_to_C85_dynamic_charger               1.9717               0.001                2.0833              
C42_to_C87_dynamic_charger               2.456                0.001                8.3333              
C13_to_Depot_dynamic_charger             1.9651               0.001                8.3333              
C41_to_C57_dynamic_charger               2.3738               0.001                8.3333              
C24_to_C80_dynamic_charger               2.1306               0.001                8.3333              
C55_to_C54_dynamic_charger               2.4806               0.001                8.3333              
C98_to_C100_dynamic_charger              1.8115               0.001                8.3333              
C94_to_Depot_dynamic_charger             1.7808               0.001                8.3333              
C43_to_C38_dynamic_charger               2.2605               0.001                2.0833              
C69_to_C27_dynamic_charger               1.6774               0.001                2.0833              
C21_to_C26_dynamic_charger               2.3167               0.001                8.3333              
C11_to_C19_dynamic_charger               2.1478               0.001                8.3333              
C94_to_Depot_dynamic_charger             1.7808               0.001                8.3333              
C23_to_C22_dynamic_charger               2.2583               0.001                8.3333              
C65_to_C71_dynamic_charger               1.9462               0.001                8.3333              
C84_to_C45_dynamic_charger               1.9133               0.001                8.3333              
C91_to_C85_dynamic_charger               1.9717               0.001                2.0833              
C53_to_C40_dynamic_charger               1.5655               0.001                8.3333              
C13_to_Depot_dynamic_charger             1.9651               0.001                8.3333              
C87_to_C13_dynamic_charger               1.9451               0.001                8.3333              
Depot_to_C89_dynamic_charger             2.3965               0.001                8.3333              
C46_to_C36_dynamic_charger               1.5267               0.001                2.0833              
C20_to_C30_dynamic_charger               2.2613               0.001                2.0833              
C19_to_C7_dynamic_charger                2.3669               0.001                8.3333              
C82_to_C18_dynamic_charger               1.5965               0.001                8.3333              
C69_to_C27_dynamic_charger               1.6774               0.001                2.0833              
C62_to_C11_dynamic_charger               1.5201               0.001                8.3333              
C42_to_C87_dynamic_charger               2.456                0.001                8.3333              
C86_to_C44_dynamic_charger               2.4726               0.001                2.0833              
C41_to_C57_dynamic_charger               2.3738               0.001                8.3333              
C38_to_C86_dynamic_charger               1.5502               0.001                8.3333              
C63_to_C10_dynamic_charger               2.1114               0.001                2.0833              
C13_to_Depot_dynamic_charger             1.9651               0.001                8.3333              
C54_to_C4_dynamic_charger                2.285                0.001                8.3333              
C39_to_C67_dynamic_charger               1.8055               0.001                8.3333              
Depot_to_C28_dynamic_charger             2.2193               0.001                2.0833              
C66_to_C65_dynamic_charger               2.2025               0.001                8.3333              
C53_to_C40_dynamic_charger               1.5655               0.001                8.3333              
C14_to_C37_dynamic_charger               2.0936               0.001                2.0833              
C36_to_C64_dynamic_charger               2.2652               0.001                8.3333              
C87_to_C13_dynamic_charger               1.9451               0.001                8.3333              
C10_to_C88_dynamic_charger               1.9972               0.001                8.3333              
Depot_to_C96_dynamic_charger             1.7798               0.001                8.3333              
C64_to_C49_dynamic_charger               2.1459               0.001                8.3333              
C56_to_C39_dynamic_charger               2.4582               0.001                8.3333              
C56_to_C39_dynamic_charger               2.4582               0.001                8.3333              
C53_to_C40_dynamic_charger               1.5655               0.001                8.3333              
C16_to_C17_dynamic_charger               1.7193               0.001                8.3333              
C39_to_C67_dynamic_charger               1.8055               0.001                8.3333              
C16_to_C17_dynamic_charger               1.7193               0.001                8.3333              
C91_to_C85_dynamic_charger               1.9717               0.001                2.0833              
C94_to_Depot_dynamic_charger             1.7808               0.001                8.3333              
C96_to_C5_dynamic_charger                1.9822               0.001                8.3333              
C27_to_Depot_dynamic_charger             2.359                0.001                8.3333              
C30_to_Depot_dynamic_charger             1.7896               0.001                8.3333              
C86_to_C44_dynamic_charger               2.4726               0.001                2.0833              
C30_to_Depot_dynamic_charger             1.7896               0.001                8.3333              
C67_to_C23_dynamic_charger               1.7034               0.001                8.3333              
Depot_to_C89_dynamic_charger             2.3965               0.001                8.3333              
C84_to_C45_dynamic_charger               1.9133               0.001                8.3333              
C31_to_C62_dynamic_charger               1.5292               0.001                8.3333              
Depot_to_C33_dynamic_charger             2.4832               0.001                2.0833              
C14_to_C37_dynamic_charger               2.0936               0.001                2.0833              
C36_to_C64_dynamic_charger               2.2652               0.001                8.3333              
C24_to_C80_dynamic_charger               2.1306               0.001                8.3333              
C49_to_C47_dynamic_charger               2.057                0.001                8.3333              
C86_to_C44_dynamic_charger               2.4726               0.001                2.0833              
C100_to_C91_dynamic_charger              1.7497               0.001                2.0833              
C19_to_C7_dynamic_charger                2.3669               0.001                8.3333              
C10_to_C88_dynamic_charger               1.9972               0.001                8.3333              
C69_to_C27_dynamic_charger               1.6774               0.001                2.0833              
C100_to_C91_dynamic_charger              1.7497               0.001                2.0833              
C65_to_C71_dynamic_charger               1.9462               0.001                8.3333              
C64_to_C49_dynamic_charger               2.1459               0.001                8.3333              
C84_to_C45_dynamic_charger               1.9133               0.001                8.3333              
C16_to_C17_dynamic_charger               1.7193               0.001                8.3333              
C94_to_Depot_dynamic_charger             1.7808               0.001                8.3333              
C45_to_C83_dynamic_charger               2.4636               0.001                8.3333              
Depot_to_C1_dynamic_charger              2.3576               0.001                8.3333              
