VID                  Type   x                    y                    CID                                      Seq   
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
I1                   i      27.157894736842106   18.842105263157894   I1_static_charger                        1     
I2                   i      6.846153846153846    38.84615384615385    I2_static_charger                        1     
I4                   i      54.666666666666664   45.083333333333336   I4_static_charger                        1     
DC_C3_C29_0          x      55.0948683296101     44.9683772234633     C3_to_C29_dynamic_charger                0     
DC_C44_C86_2         x      6.362274770500605    16.65012870257108    C44_to_C86_dynamic_charger               2     
DC_C61_C17_2         x      7.3586418880008235   27.97830695314215    C61_to_C17_dynamic_charger               2     
DC_C25_C39_2         x      60.05299989474221    12.084799831587533   C25_to_C39_dynamic_charger               2     
DC_C17_C45_2         x      5.66253217564277     35.30025740514216    C17_to_C45_dynamic_charger               2     
DC_C66_C71_0         x      49.08479983158753    72.94700010525779    C66_to_C71_dynamic_charger               0     
DC_C53_C94_2         x      26.093979341631993   27.034174306047998   C53_to_C94_dynamic_charger               2     
DC_C60_C96_1         x      19.5                 30.5                 C60_to_C96_dynamic_charger               1     
DC_C41_C73_1         x      43.0                 12.0                 C41_to_C73_dynamic_charger               1     
DC_C86_C16_1         x      7.0                  19.0                 C86_to_C16_dynamic_charger               1     
DC_C66_C71_1         x      53.0                 70.5                 C66_to_C71_dynamic_charger               1     
DC_C28_C69_2         x      37.0371390663053     46.90715233423674    C28_to_C69_dynamic_charger               2     
DC_C28_C69_0         x      40.9628609336947     37.09284766576326    C28_to_C69_dynamic_charger               0     
DC_C21_C58_3         x      36.08320502809834    25.944529981267774   C21_to_C58_dynamic_charger               3     
DC_C4_C56_2          x      53.02425356324256    12.097014252970242   C4_to_C56_dynamic_charger                2     
DC_C32_C20_0         x      35.09284766576326    68.9628609336947     C32_to_C20_dynamic_charger               0     
DC_Depot_C13_1       x      32.5                 30.0                 Depot_to_C13_dynamic_charger             1     
DC_C49_C64_1         x      10.5                 72.5                 C49_to_C64_dynamic_charger               1     
DC_C60_C96_0         x      17.058123821176252   33.91862665035325    C60_to_C96_dynamic_charger               0     
DC_C51_C50_2         x      47.672629514546664   50.69946233000666    C51_to_C50_dynamic_charger               2     
DC_C23_C75_1         x      52.0                 8.0                  C23_to_C75_dynamic_charger               1     
DC_C11_C62_0         x      20.04961389228675    64.91317568849819    C11_to_C62_dynamic_charger               0     
DC_C52_C27_1         x      31.0                 41.5                 C52_to_C27_dynamic_charger               1     
DC_C46_C8_0          x      2.0847998315875342   47.94700010525779    C46_to_C8_dynamic_charger                0     
DC_C81_C65_2         x      61.97088383895419    76.90433261370661    C81_to_C65_dynamic_charger               2     
DC_C43_C38_2         x      11.033129458327835   4.329652282408018    C43_to_C38_dynamic_charger               2     
DC_C61_C17_0         x      11.92407433599753    24.06507914057355    C61_to_C17_dynamic_charger               0     
DC_C19_C47_3         x      8.086824311501815    56.04961389228675    C19_to_C47_dynamic_charger               3     
DC_C25_C39_1         x      62.5                 16.0                 C25_to_C39_dynamic_charger               1     
DC_C82_C83_2         x      14.009950371526973   37.09950371526972    C82_to_C83_dynamic_charger               2     
DC_C14_C100_2        x      17.9648876568878     17.906367085034137   C14_to_C100_dynamic_charger              2     
DC_C54_C55_0         x      57.07071068123731    28.92928931876269    C54_to_C55_dynamic_charger               0     
DC_C64_C11_1         x      17.5                 71.0                 C64_to_C11_dynamic_charger               1     
DC_C15_C43_0         x      29.90384760669825    4.972527887628072    C15_to_C43_dynamic_charger               0     
DC_C43_C38_1         x      16.966870541672165   3.670347717591982    C43_to_C38_dynamic_charger               1     
DC_C26_C76_1         x      47.0                 36.0                 C26_to_C76_dynamic_charger               1     
DC_Depot_C13_2       x      30.04472135909999    25.089442718199983   Depot_to_C13_dynamic_charger             2     
