CID                                      InvCost              VarCost              ChargingRate        
S1_static_charger                        17.6554              0.0                  9.0909              
S17_static_charger                       15.783               0.0                  9.0909              
S11_static_charger                       16.9726              0.0                  9.0909              
S20_static_charger                       23.0333              0.0                  9.0909              
S15_static_charger                       22.2177              0.0                  9.0909              
S10_static_charger                       18.4135              0.0                  9.0909              
S9_static_charger                        19.3348              0.0                  9.0909              
S5_static_charger                        15.233               0.0                  9.0909              
S2_static_charger                        22.368               0.0                  9.0909              
S3_static_charger                        19.1693              0.0                  9.0909              
S7_static_charger                        18.5188              0.0                  9.0909              
S4_static_charger                        24.6318              0.0                  9.0909              
S13_static_charger                       15.1976              0.0                  9.0909              
S19_static_charger                       23.4897              0.0                  9.0909              
S14_static_charger                       23.4575              0.0                  9.0909              
S8_static_charger                        24.238               0.0                  9.0909              
S6_static_charger                        15.0577              0.0                  9.0909              
S18_static_charger                       20.2034              0.0                  9.0909              
S12_static_charger                       23.0388              0.0                  9.0909              
S16_static_charger                       16.1705              0.0                  9.0909              
I1_static_charger                        19.4924              0.0                  9.0909              
I2_static_charger                        15.833               0.0                  9.0909              
I4_static_charger                        22.0546              0.0                  9.0909              
C3_to_C29_dynamic_charger                1.7286               0.001                36.3636             
C44_to_C86_dynamic_charger               2.1222               0.001                9.0909              
C61_to_C17_dynamic_charger               1.808                0.001                36.3636             
C25_to_C39_dynamic_charger               1.8817               0.001                36.3636             
C17_to_C45_dynamic_charger               1.6232               0.001                36.3636             
C66_to_C71_dynamic_charger               2.087                0.001                36.3636             
C53_to_C94_dynamic_charger               1.8655               0.001                36.3636             
C60_to_C96_dynamic_charger               1.7117               0.001                36.3636             
C41_to_C73_dynamic_charger               2.4851               0.001                36.3636             
C86_to_C16_dynamic_charger               2.2426               0.001                36.3636             
C66_to_C71_dynamic_charger               2.087                0.001                36.3636             
C28_to_C69_dynamic_charger               2.3768               0.001                36.3636             
C28_to_C69_dynamic_charger               2.3768               0.001                36.3636             
C21_to_C58_dynamic_charger               1.5364               0.001                36.3636             
C4_to_C56_dynamic_charger                1.8591               0.001                9.0909              
C32_to_C20_dynamic_charger               2.3289               0.001                9.0909              
Depot_to_C13_dynamic_charger             1.5074               0.001                36.3636             
C49_to_C64_dynamic_charger               2.1739               0.001                9.0909              
C60_to_C96_dynamic_charger               1.7117               0.001                36.3636             
C51_to_C50_dynamic_charger               2.0986               0.001                9.0909              
C23_to_C75_dynamic_charger               1.9079               0.001                36.3636             
C11_to_C62_dynamic_charger               2.454                0.001                36.3636             
C52_to_C27_dynamic_charger               1.8318               0.001                36.3636             
C46_to_C8_dynamic_charger                1.7201               0.001                9.0909              
C81_to_C65_dynamic_charger               1.7221               0.001                36.3636             
C43_to_C38_dynamic_charger               2.425                0.001                36.3636             
C61_to_C17_dynamic_charger               1.808                0.001                36.3636             
C19_to_C47_dynamic_charger               1.7737               0.001                36.3636             
C25_to_C39_dynamic_charger               1.8817               0.001                36.3636             
C82_to_C83_dynamic_charger               2.328                0.001                36.3636             
C14_to_C100_dynamic_charger              2.2598               0.001                36.3636             
C54_to_C55_dynamic_charger               1.9837               0.001                36.3636             
C64_to_C11_dynamic_charger               1.7497               0.001                36.3636             
C15_to_C43_dynamic_charger               2.1113               0.001                36.3636             
C43_to_C38_dynamic_charger               2.425                0.001                36.3636             
C26_to_C76_dynamic_charger               2.3975               0.001                36.3636             
Depot_to_C13_dynamic_charger             1.5074               0.001                36.3636             
Depot_to_C26_dynamic_charger             2.028                0.001                36.3636             
C19_to_C47_dynamic_charger               1.7737               0.001                36.3636             
C24_to_C12_dynamic_charger               1.5079               0.001                36.3636             
C19_to_C47_dynamic_charger               1.7737               0.001                36.3636             
