VID                  Type   x                    y                    CID                                      Seq   
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
I4                   i      56.25                35.0                 I4_static_charger                        1     
I5                   i      13.227272727272727   21.954545454545453   I5_static_charger                        1     
I3                   i      54.853658536585364   45.31707317073171    I3_static_charger                        1     
I6                   i      20.181818181818183   25.636363636363637   I6_static_charger                        1     
I1                   i      37.666666666666664   29.666666666666668   I1_static_charger                        1     
DC_C65_C34_0         x      62.01351132066269    76.90091698180696    C65_to_C34_dynamic_charger               0     
DC_Depot_C1_0        x      35.039391930405486   35.09191450427947    Depot_to_C1_dynamic_charger              0     
DC_C12_Depot_0       x      49.9                 35.0                 C12_to_Depot_dynamic_charger             0     
DC_C48_C19_3         x      14.97574643675744    59.90298574702976    C48_to_C19_dynamic_charger               3     
DC_C65_C34_1         x      63.00450377355423    69.63363899393565    C65_to_C34_dynamic_charger               1     
DC_C87_C15_2         x      29.984794281068286   5.098837173056134    C87_to_C15_dynamic_charger               2     
DC_C97_C42_0         x      24.988956847224056   20.900611625016495   C97_to_C42_dynamic_charger               0     
DC_C26_C80_3         x      55.91563385245358    36.94631245156137    C26_to_C80_dynamic_charger               3     
DC_C21_C40_2         x      41.690236892079106   23.309763107920897   C21_to_C40_dynamic_charger               2     
DC_C70_C65_1         x      45.358856829166086   63.02143973649952    C70_to_C65_dynamic_charger               1     
DC_C37_C87_3         x      27.902985747029756   18.02425356324256    C37_to_C87_dynamic_charger               3     
DC_C69_C31_1         x      34.97439262507602    48.68800614576998    C69_to_C31_dynamic_charger               1     
DC_C4_C73_0          x      54.903523615752455   19.973688258841577   C4_to_C73_dynamic_charger                0     
DC_C54_C55_0         x      57.07071068123731    28.92928931876269    C54_to_C55_dynamic_charger               0     
