VID                  Type   x                    y                    CID                                      Seq   
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
I9                   i      39.0                 47.0                 I9_static_charger                        1     
I7                   i      40.1578947368421     50.473684210526315   I7_static_charger                        1     
I2                   i      20.470588235294116   25.058823529411764   I2_static_charger                        1     
I1                   i      18.17142857142857    23.485714285714284   I1_static_charger                        1     
I3                   i      21.613636363636363   25.84090909090909    I3_static_charger                        1     
I10                  i      43.10344827586207    59.310344827586206   I10_static_charger                       1     
DC_C9_C81_0          x      55.0                 59.9                 C9_to_C81_dynamic_charger                0     
DC_C91_C44_1         x      13.0                 16.5                 C91_to_C44_dynamic_charger               1     
DC_Depot_C52_2       x      29.69023689374577    40.30976310625423    Depot_to_C52_dynamic_charger             2     
DC_C38_C86_1         x      4.5                  11.5                 C38_to_C86_dynamic_charger               1     
DC_C70_C30_0         x      37.06                56.08                C70_to_C30_dynamic_charger               0     
DC_C69_C27_2         x      35.02747211237193    40.09615239330175    C69_to_C27_dynamic_charger               2     
DC_C29_C79_2         x      57.07592566400247    47.934920859426455   C29_to_C79_dynamic_charger               2     
DC_C14_C38_1         x      11.636852427266673   8.318426213633336    C14_to_C38_dynamic_charger               1     
DC_C41_C73_2         x      43.3267961288113     13.633980644056503   C41_to_C73_dynamic_charger               2     
DC_C33_C50_0         x      52.92317787522806    51.93598156269005    C33_to_C50_dynamic_charger               0     
DC_C35_C34_1         x      63.6732038711887     61.6339806440565     C35_to_C34_dynamic_charger               1     
DC_C51_C9_0          x      49.094868334610105   58.03162277820337    C51_to_C9_dynamic_charger                0     
DC_C92_C97_0         x      22.094868319610104   21.968377226796633   C92_to_C97_dynamic_charger               0     
DC_C66_C65_2         x      61.904422102579936   76.97059141617844    C66_to_C65_dynamic_charger               2     
DC_C97_C95_1         x      25.0                 22.03333333333333    C97_to_C95_dynamic_charger               1     
DC_C38_C86_0         x      4.992330350223052    5.099705447100316    C38_to_C86_dynamic_charger               0     
DC_C21_C72_2         x      46.955278640900005   16.089442718199983   C21_to_C72_dynamic_charger               2     
DC_C12_C28_0         x      49.90238128913968    35.02169304685785    C12_to_C28_dynamic_charger               0     
DC_C98_C100_1        x      18.656125742265544   19.968377226796633   C98_to_C100_dynamic_charger              1     
DC_C82_Depot_2       x      34.91425070897514    35.051449574614914   C82_to_Depot_dynamic_charger             2     
DC_C77_C12_1         x      51.98829588562927    40.302122361678045   C77_to_C12_dynamic_charger               1     
DC_C70_C30_3         x      39.94                59.92                C70_to_C30_dynamic_charger               3     
DC_C23_C22_0         x      54.91055728180002    5.0447213590999915   C23_to_C22_dynamic_charger               0     
DC_Depot_C89_2       x      29.03333333333333    35.0                 Depot_to_C89_dynamic_charger             2     
DC_C65_C71_1         x      59.5                 72.5                 C65_to_C71_dynamic_charger               1     
DC_C35_C34_3         x      64.9803883864339     55.09805806783049    C35_to_C34_dynamic_charger               3     
DC_C52_C7_1          x      23.5                 46.5                 C52_to_C7_dynamic_charger                1     
DC_C94_Depot_2       x      34.92525907074603    34.933563618440914   C94_to_Depot_dynamic_charger             2     
DC_C7_C19_3          x      15.044721359099992   59.91055728180002    C7_to_C19_dynamic_charger                3     
