CID                                      InvCost              VarCost              ChargingRate        
S10_static_charger                       21.6036              0.0                  0.4367              
S16_static_charger                       16.0567              0.0                  0.4367              
S4_static_charger                        24.3811              0.0                  0.4367              
S20_static_charger                       22.2188              0.0                  0.4367              
S13_static_charger                       18.3284              0.0                  0.4367              
S15_static_charger                       22.9446              0.0                  0.4367              
S19_static_charger                       15.5397              0.0                  0.4367              
S3_static_charger                        24.0029              0.0                  0.4367              
S18_static_charger                       18.4645              0.0                  0.4367              
S2_static_charger                        18.3457              0.0                  0.4367              
S11_static_charger                       17.4419              0.0                  0.4367              
S14_static_charger                       20.5073              0.0                  0.4367              
S6_static_charger                        16.2065              0.0                  0.4367              
S1_static_charger                        24.5704              0.0                  0.4367              
S9_static_charger                        22.9681              0.0                  0.4367              
S7_static_charger                        23.4785              0.0                  0.4367              
S5_static_charger                        17.0011              0.0                  0.4367              
S8_static_charger                        21.4747              0.0                  0.4367              
S17_static_charger                       21.324               0.0                  0.4367              
S12_static_charger                       15.3742              0.0                  0.4367              
C17_to_C25_dynamic_charger               1.8645               0.001                0.4367              
C53_to_C54_dynamic_charger               2.4197               0.001                1.7467              
C98_to_C95_dynamic_charger               1.7796               0.001                1.7467              
C99_to_C1_dynamic_charger                2.0871               0.001                1.7467              
Depot_to_C90_dynamic_charger             1.9149               0.001                1.7467              
C69_to_Depot_dynamic_charger             1.5368               0.001                0.4367              
C48_to_C43_dynamic_charger               2.479                0.001                0.4367              
C49_to_C65_dynamic_charger               1.607                0.001                0.4367              
C6_to_C29_dynamic_charger                2.085                0.001                1.7467              
C46_to_C44_dynamic_charger               1.7024               0.001                0.4367              
C13_to_C15_dynamic_charger               1.5964               0.001                1.7467              
C87_to_C96_dynamic_charger               2.4482               0.001                1.7467              
C32_to_C6_dynamic_charger                2.1437               0.001                1.7467              
C16_to_C19_dynamic_charger               1.5999               0.001                1.7467              
C51_to_C45_dynamic_charger               2.4617               0.001                0.4367              
C5_to_C93_dynamic_charger                2.2206               0.001                1.7467              
Depot_to_C8_dynamic_charger              1.5052               0.001                0.4367              
C26_to_C28_dynamic_charger               2.1516               0.001                1.7467              
C51_to_C45_dynamic_charger               2.4617               0.001                0.4367              
C67_to_Depot_dynamic_charger             2.3914               0.001                1.7467              
C23_to_C26_dynamic_charger               2.0929               0.001                0.4367              
C5_to_C93_dynamic_charger                2.2206               0.001                1.7467              
C81_to_C78_dynamic_charger               1.5364               0.001                1.7467              
C11_to_C9_dynamic_charger                1.7989               0.001                1.7467              
C21_to_Depot_dynamic_charger             1.795                0.001                1.7467              
C6_to_C29_dynamic_charger                2.085                0.001                1.7467              
C82_to_C85_dynamic_charger               1.8101               0.001                1.7467              
C93_to_Depot_dynamic_charger             1.8813               0.001                1.7467              
C93_to_Depot_dynamic_charger             1.8813               0.001                1.7467              
C45_to_C46_dynamic_charger               2.3964               0.001                0.4367              
C8_to_C10_dynamic_charger                2.3554               0.001                1.7467              
C85_to_C76_dynamic_charger               1.9834               0.001                1.7467              
C73_to_C80_dynamic_charger               2.1356               0.001                1.7467              
C73_to_C80_dynamic_charger               2.1356               0.001                1.7467              
C96_to_C63_dynamic_charger               2.3452               0.001                1.7467              
Depot_to_C90_dynamic_charger             1.9149               0.001                1.7467              
C25_to_C23_dynamic_charger               2.1661               0.001                1.7467              
C28_to_C34_dynamic_charger               1.5431               0.001                0.4367              
C68_to_C64_dynamic_charger               2.2703               0.001                0.4367              
C28_to_C34_dynamic_charger               1.5431               0.001                0.4367              
C6_to_C29_dynamic_charger                2.085                0.001                1.7467              
C65_to_C68_dynamic_charger               1.825                0.001                0.4367              
C9_to_C13_dynamic_charger                1.8283               0.001                1.7467              
C16_to_C19_dynamic_charger               1.5999               0.001                1.7467              
C23_to_C26_dynamic_charger               2.0929               0.001                0.4367              
C13_to_C15_dynamic_charger               1.5964               0.001                1.7467              
C37_to_C35_dynamic_charger               2.3106               0.001                1.7467              
C25_to_C23_dynamic_charger               2.1661               0.001                1.7467              
C55_to_C49_dynamic_charger               2.3305               0.001                1.7467              
C48_to_C43_dynamic_charger               2.479                0.001                0.4367              
Depot_to_C8_dynamic_charger              1.5052               0.001                0.4367              
C82_to_C85_dynamic_charger               1.8101               0.001                1.7467              
C53_to_C54_dynamic_charger               2.4197               0.001                1.7467              
C9_to_C13_dynamic_charger                1.8283               0.001                1.7467              
C15_to_C12_dynamic_charger               2.0326               0.001                1.7467              
C8_to_C10_dynamic_charger                2.3554               0.001                1.7467              
C78_to_C77_dynamic_charger               2.2551               0.001                1.7467              
C59_to_C60_dynamic_charger               1.9205               0.001                0.4367              
C79_to_C81_dynamic_charger               2.3904               0.001                1.7467              
C79_to_C81_dynamic_charger               2.3904               0.001                1.7467              
C100_to_C99_dynamic_charger              1.8924               0.001                0.4367              
C47_to_C52_dynamic_charger               2.1901               0.001                1.7467              
C72_to_C74_dynamic_charger               1.5665               0.001                0.4367              
C87_to_C96_dynamic_charger               2.4482               0.001                1.7467              
C96_to_C63_dynamic_charger               2.3452               0.001                1.7467              
C65_to_C68_dynamic_charger               1.825                0.001                0.4367              
C26_to_C28_dynamic_charger               2.1516               0.001                1.7467              
C68_to_C64_dynamic_charger               2.2703               0.001                0.4367              
C81_to_C78_dynamic_charger               1.5364               0.001                1.7467              
C98_to_C95_dynamic_charger               1.7796               0.001                1.7467              
C72_to_C74_dynamic_charger               1.5665               0.001                0.4367              
C67_to_Depot_dynamic_charger             2.3914               0.001                1.7467              
C57_to_C59_dynamic_charger               1.5048               0.001                0.4367              
C92_to_C97_dynamic_charger               2.1397               0.001                0.4367              
C77_to_C87_dynamic_charger               1.8053               0.001                1.7467              
C54_to_C55_dynamic_charger               1.8355               0.001                0.4367              
C46_to_C44_dynamic_charger               1.7024               0.001                0.4367              
C23_to_C26_dynamic_charger               2.0929               0.001                0.4367              
C15_to_C12_dynamic_charger               2.0326               0.001                1.7467              
C28_to_C34_dynamic_charger               1.5431               0.001                0.4367              
C46_to_C44_dynamic_charger               1.7024               0.001                0.4367              
C59_to_C60_dynamic_charger               1.9205               0.001                0.4367              
C67_to_Depot_dynamic_charger             2.3914               0.001                1.7467              
C11_to_C9_dynamic_charger                1.7989               0.001                1.7467              
C93_to_Depot_dynamic_charger             1.8813               0.001                1.7467              
C16_to_C19_dynamic_charger               1.5999               0.001                1.7467              
C81_to_C78_dynamic_charger               1.5364               0.001                1.7467              
C5_to_C93_dynamic_charger                2.2206               0.001                1.7467              
Depot_to_C8_dynamic_charger              1.5052               0.001                0.4367              
C67_to_Depot_dynamic_charger             2.3914               0.001                1.7467              
C99_to_C1_dynamic_charger                2.0871               0.001                1.7467              
C1_to_C2_dynamic_charger                 1.5144               0.001                1.7467              
Depot_to_C90_dynamic_charger             1.9149               0.001                1.7467              
C54_to_C55_dynamic_charger               1.8355               0.001                0.4367              
C28_to_C34_dynamic_charger               1.5431               0.001                0.4367              
C37_to_C35_dynamic_charger               2.3106               0.001                1.7467              
Depot_to_C8_dynamic_charger              1.5052               0.001                0.4367              
