VID                  Type   x                    y                    CID                                      Seq   
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
I8                   i      31.361607142857142   61.997767857142854   I8_static_charger                        1     
I17                  i      45.0                 43.75                I17_static_charger                       1     
I10                  i      45.0                 52.5                 I10_static_charger                       1     
I18                  i      50.0                 38.0                 I18_static_charger                       1     
I14                  i      39.01123595505618    32.69662921348315    I14_static_charger                       1     
I5                   i      45.0                 48.333333333333336   I5_static_charger                        1     
I19                  i      45.0                 39.285714285714285   I19_static_charger                       1     
I4                   i      45.0                 60.0                 I4_static_charger                        1     
I11                  i      45.0                 42.857142857142854   I11_static_charger                       1     
I20                  i      59.73684210526316    57.63157894736842    I20_static_charger                       1     
I7                   i      52.680851063829785   34.680851063829785   I7_static_charger                        1     
I16                  i      59.523809523809526   59.76190476190476    I16_static_charger                       1     
C65                  ic     48.0                 40.0                 I13_static_charger                       1     
DC_C72_C61_1         x      51.5                 30.0                 C72_to_C61_dynamic_charger               1     
DC_C53_C54_2         x      42.0371390663053     9.907152334236741    C53_to_C54_dynamic_charger               2     
DC_C56_C53_2         x      42.63333333333333    5.0                  C56_to_C53_dynamic_charger               2     
DC_C52_Depot_0       x      25.07071067957064    35.070710679570645   C52_to_Depot_dynamic_charger             0     
DC_C93_C97_1         x      63.3                 85.0                 C93_to_C97_dynamic_charger               1     
DC_C70_C71_0         x      95.0                 30.1                 C70_to_C71_dynamic_charger               0     
DC_C5_Depot_3        x      40.013216371965804   50.09912278974351    C5_to_Depot_dynamic_charger              3     
DC_C83_C84_3         x      70.05547002386044    57.91679496420935    C83_to_C84_dynamic_charger               3     
DC_C98_C96_2         x      59.3209536445649     78.30238411141225    C98_to_C96_dynamic_charger               2     
DC_C80_C72_2         x      63.699600401614546   28.328187437247728   C80_to_C72_dynamic_charger               2     
DC_C94_C92_1         x      66.0                 83.5                 C94_to_C92_dynamic_charger               1     
DC_C16_C19_2         x      15.07071067623731    80.07071067623731    C16_to_C19_dynamic_charger               2     
DC_C73_C70_0         x      92.1                 30.0                 C73_to_C70_dynamic_charger               0     
DC_C33_C31_2         x      9.962860933694696    35.09284766576326    C33_to_C31_dynamic_charger               2     
DC_C57_Depot_2       x      40.0                 49.9                 C57_to_Depot_dynamic_charger             2     
DC_C64_C68_2         x      46.03333333333333    30.0                 C64_to_C68_dynamic_charger               2     
DC_C78_C81_3         x      85.1                 35.0                 C78_to_C81_dynamic_charger               3     
DC_Depot_C41_1       x      37.5                 41.0                 Depot_to_C41_dynamic_charger             1     
DC_C30_C28_1         x      21.5                 55.0                 C30_to_C28_dynamic_charger               1     
DC_C57_Depot_1       x      40.0                 32.5                 C57_to_Depot_dynamic_charger             1     
DC_C23_C29_0         x      27.915200168412465   54.94700010525779    C23_to_C29_dynamic_charger               0     
DC_C23_C29_2         x      22.694933277195844   51.6843332982474     C23_to_C29_dynamic_charger               2     
DC_C4_C6_1           x      41.0                 68.5                 C4_to_C6_dynamic_charger                 1     
DC_C52_Depot_1       x      30.023570226523546   40.023570226523546   C52_to_Depot_dynamic_charger             1     
DC_C17_C15_0         x      18.037139066305304   75.09284766576326    C17_to_C15_dynamic_charger               0     
DC_C52_Depot_3       x      39.929289320429355   49.929289320429355   C52_to_Depot_dynamic_charger             3     
DC_C6_C7_1           x      40.0                 67.5                 C6_to_C7_dynamic_charger                 1     
DC_C64_C68_0         x      47.9                 30.0                 C64_to_C68_dynamic_charger               0     
DC_C80_C72_3         x      53.098801204843646   29.98456231174318    C80_to_C72_dynamic_charger               3     
DC_C97_C100_3        x      55.1                 85.0                 C97_to_C100_dynamic_charger              3     
DC_C8_Depot_1        x      38.67034771759198    61.966870541672165   C8_to_Depot_dynamic_charger              1     
DC_Depot_C1_2        x      44.97323561406227    67.90364821062416    Depot_to_C1_dynamic_charger              2     
DC_C37_C35_1         x      3.0171498582049723   38.30475023632505    C37_to_C35_dynamic_charger               1     
DC_C16_C19_0         x      19.929289323762692   84.92928932376269    C16_to_C19_dynamic_charger               0     
DC_C98_C96_3         x      59.9628609336947     79.90715233423674    C98_to_C96_dynamic_charger               3     
DC_C40_C42_2         x      33.07071068123731    31.92928931876269    C40_to_C42_dynamic_charger               2     
DC_C17_C15_2         x      19.3209536445649     78.30238411141225    C17_to_C15_dynamic_charger               2     
DC_C78_C81_1         x      86.96666666666667    35.0                 C78_to_C81_dynamic_charger               1     
DC_C89_C91_2         x      61.02773501193022    59.314843325379854   C89_to_C91_dynamic_charger               2     
DC_Depot_C90_2       x      59.9029857493827     54.97574643734568    Depot_to_C90_dynamic_charger             2     
DC_C2_C4_0           x      44.91679496420935    69.94452997613956    C2_to_C4_dynamic_charger                 0     
