VID                  Type   x                    y                    CID                                      Seq   
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
I19                  i      45.0                 39.285714285714285   I19_static_charger                       1     
I9                   i      45.0                 60.0                 I9_static_charger                        1     
I14                  i      45.0                 45.0                 I14_static_charger                       1     
I7                   i      50.0                 38.0                 I7_static_charger                        1     
I8                   i      17.058823529411764   47.05882352941177    I8_static_charger                        1     
I16                  i      46.875               63.75                I16_static_charger                       1     
I2                   i      39.05797101449275    33.51449275362319    I2_static_charger                        1     
I20                  i      27.7027027027027     57.972972972972975   I20_static_charger                       1     
I15                  i      40.0                 33.75                I15_static_charger                       1     
I6                   i      31.361607142857142   61.997767857142854   I6_static_charger                        1     
I11                  i      45.0                 52.5                 I11_static_charger                       1     
I4                   i      45.0                 48.333333333333336   I4_static_charger                        1     
C20                  ic     30.0                 50.0                 I13_static_charger                       1     
DC_C77_C80_2         x      85.05144957461492    25.08574929102486    C77_to_C80_dynamic_charger               2     
DC_C98_C96_1         x      59.0                 77.5                 C98_to_C96_dynamic_charger               1     
DC_C19_C18_2         x      15.0                 75.1                 C19_to_C18_dynamic_charger               2     
DC_C89_C91_2         x      61.02773501193022    59.314843325379854   C89_to_C91_dynamic_charger               2     
DC_C74_C73_1         x      72.5                 32.5                 C74_to_C73_dynamic_charger               1     
DC_C89_C91_0         x      62.91679496420935    58.05547002386043    C89_to_C91_dynamic_charger               0     
DC_C40_C44_0         x      34.9                 30.0                 C40_to_C44_dynamic_charger               0     
DC_C53_C54_3         x      42.0371390663053     9.907152334236741    C53_to_C54_dynamic_charger               3     
DC_C70_C71_0         x      95.0                 30.1                 C70_to_C71_dynamic_charger               0     
DC_C82_C83_3         x      72.1                 55.0                 C82_to_C83_dynamic_charger               3     
DC_C1_C98_2          x      53.637317629882865   72.6508633391677     C1_to_C98_dynamic_charger                2     
DC_C15_C13_3         x      21.962860933694696   75.09284766576326    C15_to_C13_dynamic_charger               3     
DC_C31_C45_0         x      10.0970142506173     34.97574643734568    C31_to_C45_dynamic_charger               0     
DC_C49_Depot_1       x      32.020823167939945   40.02602895992493    C49_to_Depot_dynamic_charger             1     
DC_Depot_C41_1       x      37.5                 41.0                 Depot_to_C41_dynamic_charger             1     
DC_C62_C64_2         x      48.0371390663053     30.09284766576326    C62_to_C64_dynamic_charger               2     
DC_C36_C39_3         x      0.10000000000000009  45.0                 C36_to_C39_dynamic_charger               3     
DC_C89_C91_3         x      60.08320503579065    59.94452997613957    C89_to_C91_dynamic_charger               3     
DC_Depot_C1_1        x      42.5                 59.0                 Depot_to_C1_dynamic_charger              1     
DC_C85_C88_2         x      65.1                 60.0                 C85_to_C88_dynamic_charger               2     
DC_C10_C11_3         x      35.0                 68.9                 C10_to_C11_dynamic_charger               3     
DC_C70_C71_2         x      95.0                 33.3                 C70_to_C71_dynamic_charger               2     
DC_C39_C38_2         x      0.0                  40.1                 C39_to_C38_dynamic_charger               2     
DC_C27_C30_2         x      20.070710672903978   54.92928932709602    C27_to_C30_dynamic_charger               2     
DC_C35_C51_3         x      24.902985749382697   30.024253562654327   C35_to_C51_dynamic_charger               3     
DC_C90_C87_1         x      61.7                 55.0                 C90_to_C87_dynamic_charger               1     
DC_C53_C54_0         x      43.9628609336947     5.092847665763259    C53_to_C54_dynamic_charger               0     
DC_Depot_C1_0        x      40.02676438593773    50.096351789375845   Depot_to_C1_dynamic_charger              0     
DC_Depot_C23_0       x      39.90769230769231    50.03846153846154    Depot_to_C23_dynamic_charger             0     
DC_C37_C35_1         x      3.0171498582049723   38.30475023632505    C37_to_C35_dynamic_charger               1     
DC_C78_C81_0         x      87.9                 35.0                 C78_to_C81_dynamic_charger               0     
DC_C27_C30_1         x      21.5                 53.5                 C27_to_C30_dynamic_charger               1     
DC_C33_C31_2         x      9.320953644564899    36.697615888587755   C33_to_C31_dynamic_charger               2     
DC_C98_C96_2         x      59.9628609336947     79.90715233423674    C98_to_C96_dynamic_charger               2     
DC_C71_C76_1         x      92.5                 35.0                 C71_to_C76_dynamic_charger               1     
DC_C97_C100_1        x      57.5                 85.0                 C97_to_C100_dynamic_charger              1     
DC_C80_C72_2         x      53.098801204843646   29.98456231174318    C80_to_C72_dynamic_charger               2     
DC_C17_C15_0         x      18.037139066305304   75.09284766576326    C17_to_C15_dynamic_charger               0     
