CID                                      InvCost              VarCost              ChargingRate        
S9_static_charger                        19.7682              0.0                  5.5556              
S16_static_charger                       15.6492              0.0                  5.5556              
S2_static_charger                        16.9839              0.0                  5.5556              
S13_static_charger                       17.661               0.0                  5.5556              
S20_static_charger                       22.7602              0.0                  5.5556              
S8_static_charger                        18.2116              0.0                  5.5556              
S14_static_charger                       18.611               0.0                  5.5556              
S11_static_charger                       24.8257              0.0                  5.5556              
S12_static_charger                       19.2722              0.0                  5.5556              
S17_static_charger                       24.3918              0.0                  5.5556              
S6_static_charger                        20.3028              0.0                  5.5556              
S7_static_charger                        19.839               0.0                  5.5556              
S4_static_charger                        23.5426              0.0                  5.5556              
S15_static_charger                       15.2505              0.0                  5.5556              
S5_static_charger                        20.6304              0.0                  5.5556              
S10_static_charger                       24.2724              0.0                  5.5556              
S3_static_charger                        19.215               0.0                  5.5556              
S1_static_charger                        23.3084              0.0                  5.5556              
S19_static_charger                       15.8003              0.0                  5.5556              
S18_static_charger                       22.8188              0.0                  5.5556              
I6_static_charger                        18.6682              0.0                  5.5556              
I1_static_charger                        21.5066              0.0                  5.5556              
I3_static_charger                        19.5828              0.0                  5.5556              
C82_to_Depot_dynamic_charger             1.8692               0.001                22.2222             
C34_to_C50_dynamic_charger               1.8038               0.001                22.2222             
C82_to_Depot_dynamic_charger             1.8692               0.001                22.2222             
C100_to_C55_dynamic_charger              1.7665               0.001                22.2222             
C74_to_C52_dynamic_charger               2.1009               0.001                22.2222             
C76_to_C89_dynamic_charger               2.0388               0.001                5.5556              
C88_to_Depot_dynamic_charger             2.1198               0.001                22.2222             
C74_to_C52_dynamic_charger               2.1009               0.001                22.2222             
C99_to_C57_dynamic_charger               2.3242               0.001                22.2222             
C7_to_C79_dynamic_charger                2.4907               0.001                22.2222             
Depot_to_C69_dynamic_charger             2.1212               0.001                22.2222             
C53_to_C60_dynamic_charger               2.1929               0.001                22.2222             
C64_to_C84_dynamic_charger               2.0002               0.001                5.5556              
C92_to_C94_dynamic_charger               1.756                0.001                5.5556              
C93_to_C96_dynamic_charger               2.1086               0.001                5.5556              
C40_to_C43_dynamic_charger               2.029                0.001                5.5556              
C62_to_C67_dynamic_charger               2.4335               0.001                5.5556              
C4_to_C70_dynamic_charger                1.8404               0.001                5.5556              
C77_to_C25_dynamic_charger               1.5018               0.001                22.2222             
C20_to_C51_dynamic_charger               1.7064               0.001                22.2222             
C58_to_C74_dynamic_charger               1.8003               0.001                5.5556              
C68_to_Depot_dynamic_charger             2.4843               0.001                5.5556              
C41_to_C39_dynamic_charger               2.0699               0.001                22.2222             
C21_to_C22_dynamic_charger               1.6566               0.001                22.2222             
C41_to_C39_dynamic_charger               2.0699               0.001                22.2222             
C86_to_C87_dynamic_charger               2.236                0.001                22.2222             
C22_to_C83_dynamic_charger               1.6151               0.001                5.5556              
C74_to_C52_dynamic_charger               2.1009               0.001                22.2222             
C62_to_C67_dynamic_charger               2.4335               0.001                5.5556              
C73_to_C78_dynamic_charger               1.7635               0.001                22.2222             
C51_to_C76_dynamic_charger               1.6305               0.001                22.2222             
C60_to_C2_dynamic_charger                1.7493               0.001                22.2222             
C9_to_C86_dynamic_charger                2.2816               0.001                5.5556              
C42_to_C1_dynamic_charger                1.5562               0.001                22.2222             
C50_to_C85_dynamic_charger               1.5655               0.001                22.2222             
C89_to_C33_dynamic_charger               1.7996               0.001                22.2222             
C36_to_C40_dynamic_charger               1.5256               0.001                5.5556              
C4_to_C70_dynamic_charger                1.8404               0.001                5.5556              
C53_to_C60_dynamic_charger               2.1929               0.001                22.2222             
C45_to_C8_dynamic_charger                2.4463               0.001                5.5556              
C61_to_C68_dynamic_charger               1.9768               0.001                22.2222             
C73_to_C78_dynamic_charger               1.7635               0.001                22.2222             
C89_to_C33_dynamic_charger               1.7996               0.001                22.2222             
C99_to_C57_dynamic_charger               2.3242               0.001                22.2222             
C42_to_C1_dynamic_charger                1.5562               0.001                22.2222             
C66_to_C64_dynamic_charger               2.4599               0.001                22.2222             
C95_to_C92_dynamic_charger               2.1195               0.001                22.2222             
C92_to_C94_dynamic_charger               1.756                0.001                5.5556              
C9_to_C86_dynamic_charger                2.2816               0.001                5.5556              
C58_to_C74_dynamic_charger               1.8003               0.001                5.5556              
C52_to_C82_dynamic_charger               1.6236               0.001                22.2222             
C72_to_C41_dynamic_charger               2.1271               0.001                5.5556              
C91_to_C56_dynamic_charger               1.8395               0.001                22.2222             
C41_to_C39_dynamic_charger               2.0699               0.001                22.2222             
C75_to_C58_dynamic_charger               2.321                0.001                22.2222             
C83_to_C66_dynamic_charger               2.4874               0.001                5.5556              
Depot_to_C80_dynamic_charger             2.1685               0.001                22.2222             
C99_to_C57_dynamic_charger               2.3242               0.001                22.2222             
C51_to_C76_dynamic_charger               1.6305               0.001                22.2222             
C57_to_C77_dynamic_charger               2.1153               0.001                22.2222             
C74_to_C52_dynamic_charger               2.1009               0.001                22.2222             
C64_to_C84_dynamic_charger               2.0002               0.001                5.5556              
C77_to_C25_dynamic_charger               1.5018               0.001                22.2222             
C57_to_C77_dynamic_charger               2.1153               0.001                22.2222             
C57_to_C77_dynamic_charger               2.1153               0.001                22.2222             
C80_to_C91_dynamic_charger               1.8742               0.001                22.2222             
C62_to_C67_dynamic_charger               2.4335               0.001                5.5556              
C88_to_Depot_dynamic_charger             2.1198               0.001                22.2222             
C90_to_C65_dynamic_charger               1.78                 0.001                22.2222             
C61_to_C68_dynamic_charger               1.9768               0.001                22.2222             
C52_to_C82_dynamic_charger               1.6236               0.001                22.2222             
C78_to_C14_dynamic_charger               2.1127               0.001                22.2222             
C63_to_C18_dynamic_charger               2.147                0.001                22.2222             
C92_to_C94_dynamic_charger               1.756                0.001                5.5556              
C42_to_C1_dynamic_charger                1.5562               0.001                22.2222             
C76_to_C89_dynamic_charger               2.0388               0.001                5.5556              
C9_to_C86_dynamic_charger                2.2816               0.001                5.5556              
C60_to_C2_dynamic_charger                1.7493               0.001                22.2222             
C86_to_C87_dynamic_charger               2.236                0.001                22.2222             
C53_to_C60_dynamic_charger               2.1929               0.001                22.2222             
C34_to_C50_dynamic_charger               1.8038               0.001                22.2222             
C100_to_C55_dynamic_charger              1.7665               0.001                22.2222             
C50_to_C85_dynamic_charger               1.5655               0.001                22.2222             
C61_to_C68_dynamic_charger               1.9768               0.001                22.2222             
C92_to_C94_dynamic_charger               1.756                0.001                5.5556              
C22_to_C83_dynamic_charger               1.6151               0.001                5.5556              
Depot_to_C69_dynamic_charger             2.1212               0.001                22.2222             
C83_to_C66_dynamic_charger               2.4874               0.001                5.5556              
C77_to_C25_dynamic_charger               1.5018               0.001                22.2222             
C53_to_C60_dynamic_charger               2.1929               0.001                22.2222             
C40_to_C43_dynamic_charger               2.029                0.001                5.5556              
C100_to_C55_dynamic_charger              1.7665               0.001                22.2222             
C81_to_C61_dynamic_charger               2.1276               0.001                5.5556              
C76_to_C89_dynamic_charger               2.0388               0.001                5.5556              
C90_to_C65_dynamic_charger               1.78                 0.001                22.2222             
C79_to_C73_dynamic_charger               1.526                0.001                22.2222             
C99_to_C57_dynamic_charger               2.3242               0.001                22.2222             
Depot_to_C69_dynamic_charger             2.1212               0.001                22.2222             
C45_to_C8_dynamic_charger                2.4463               0.001                5.5556              
C78_to_C14_dynamic_charger               2.1127               0.001                22.2222             
C93_to_C96_dynamic_charger               2.1086               0.001                5.5556              
C36_to_C40_dynamic_charger               1.5256               0.001                5.5556              
C66_to_C64_dynamic_charger               2.4599               0.001                22.2222             
C78_to_C14_dynamic_charger               2.1127               0.001                22.2222             
C89_to_C33_dynamic_charger               1.7996               0.001                22.2222             
C52_to_C82_dynamic_charger               1.6236               0.001                22.2222             
