VID                  Type   x                    y                    CID                                      Seq   
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
I6                   i      49.81481481481482    71.85185185185185    I6_static_charger                        1     
I1                   i      17.916666666666668   47.916666666666664   I1_static_charger                        1     
I2                   i      31.361607142857142   61.997767857142854   I2_static_charger                        1     
I3                   i      33.737864077669904   64.6116504854369     I3_static_charger                        1     
I5                   i      51.19047619047619    72.38095238095238    I5_static_charger                        1     
I4                   i      48.8                 32.0                 I4_static_charger                        1     
DC_C80_C72_0         x      84.90119879515636    25.01543768825682    C80_to_C72_dynamic_charger               0     
DC_C65_C62_1         x      49.0                 37.5                 C65_to_C62_dynamic_charger               1     
DC_C2_C4_1           x      43.97226498806978    69.31484332537985    C2_to_C4_dynamic_charger                 1     
DC_C66_Depot_1       x      44.652570484184736   40.03020610531842    C66_to_Depot_dynamic_charger             1     
DC_C89_C91_0         x      62.91679496420935    58.05547002386043    C89_to_C91_dynamic_charger               0     
DC_Depot_C73_2       x      74.63555514639918    36.678632636000316   Depot_to_C73_dynamic_charger             2     
DC_C71_C76_2         x      90.1                 35.0                 C71_to_C76_dynamic_charger               2     
DC_Depot_C63_0       x      40.07071067623731    49.92928932376269    Depot_to_C63_dynamic_charger             0     
DC_C22_C29_0         x      27.902985747029756   51.97574643675744    C22_to_C29_dynamic_charger               0     
DC_C37_C35_1         x      3.0171498582049723   38.30475023632505    C37_to_C35_dynamic_charger               1     
DC_C69_Depot_1       x      43.322792407598875   40.03162277720337    C69_to_Depot_dynamic_charger             1     
DC_Depot_C21_0       x      39.90194193216951    50.0196116135661     Depot_to_C21_dynamic_charger             0     
DC_C43_Depot_0       x      33.042288547445786   35.090618315955254   C43_to_Depot_dynamic_charger             0     
DC_C18_C17_2         x      17.9                 75.0                 C18_to_C17_dynamic_charger               2     
DC_C69_Depot_2       x      41.677207592401125   44.96837722279663    C69_to_Depot_dynamic_charger             2     
DC_C81_Depot_2       x      55.0316227765367     44.98945907448777    C81_to_Depot_dynamic_charger             2     
DC_C47_C43_1         x      31.03333333333333    35.0                 C47_to_C43_dynamic_charger               1     
DC_C47_C43_3         x      32.9                 35.0                 C47_to_C43_dynamic_charger               3     
DC_C85_C88_1         x      66.5                 60.0                 C85_to_C88_dynamic_charger               1     
DC_C90_C87_1         x      61.7                 55.0                 C90_to_C87_dynamic_charger               1     
DC_Depot_C63_1       x      43.35690355874577    46.64309644125423    Depot_to_C63_dynamic_charger             1     
DC_Depot_C41_0       x      39.97323561406227    49.903648210624155   Depot_to_C41_dynamic_charger             0     
DC_Depot_C67_0       x      40.057346232631055   49.91807681052706    Depot_to_C67_dynamic_charger             0     
DC_C93_C97_1         x      62.5                 85.0                 C93_to_C97_dynamic_charger               1     
DC_Depot_C90_3       x      59.9029857493827     54.97574643734568    Depot_to_C90_dynamic_charger             3     
DC_C39_C38_2         x      0.0                  41.7                 C39_to_C38_dynamic_charger               2     
DC_Depot_C59_0       x      39.99429502089962    49.900162865743354   Depot_to_C59_dynamic_charger             0     
DC_C70_C71_3         x      95.0                 34.9                 C70_to_C71_dynamic_charger               3     
DC_C81_Depot_0       x      84.90513167038989    35.0316227765367     C81_to_Depot_dynamic_charger             0     
DC_C90_C87_0         x      60.1                 55.0                 C90_to_C87_dynamic_charger               0     
DC_C31_C52_1         x      17.5                 35.0                 C31_to_C52_dynamic_charger               1     
DC_C53_C54_2         x      42.6790463554351     8.302384111412247    C53_to_C54_dynamic_charger               2     
DC_C66_Depot_0       x      46.957711452554214   35.090618315955254   C66_to_Depot_dynamic_charger             0     
DC_Depot_C98_2       x      57.94156952817134    74.91884656690465    Depot_to_C98_dynamic_charger             2     
DC_C27_C30_0         x      22.929289327096022   52.07071067290398    C27_to_C30_dynamic_charger               0     
DC_C53_C54_0         x      43.9628609336947     5.092847665763259    C53_to_C54_dynamic_charger               0     
DC_C74_C79_2         x      86.90106408774498    30.014549398861032   C74_to_C79_dynamic_charger               2     
DC_C57_Depot_0       x      40.0                 15.100000000000001   C57_to_Depot_dynamic_charger             0     
DC_C81_Depot_3       x      40.0948683296101     49.9683772234633     C81_to_Depot_dynamic_charger             3     
DC_C77_C80_0         x      87.94855042538508    29.91425070897514    C77_to_C80_dynamic_charger               0     
DC_C46_C47_1         x      30.0                 33.03333333333333    C46_to_C47_dynamic_charger               1     
DC_C100_C99_2        x      55.0                 80.1                 C100_to_C99_dynamic_charger              2     
DC_C65_C62_0         x      48.0371390663053     39.90715233423674    C65_to_C62_dynamic_charger               0     
DC_C69_Depot_0       x      44.96837722279663    35.0948683316101     C69_to_Depot_dynamic_charger             0     
DC_Depot_C23_2       x      32.03076923076923    53.32051282051282    Depot_to_C23_dynamic_charger             2     
DC_C37_C35_0         x      2.0514495746149173   39.91425070897514    C37_to_C35_dynamic_charger               0     
DC_Depot_C41_2       x      36.67558812864591    38.03211726312528    Depot_to_C41_dynamic_charger             2     
DC_Depot_C73_0       x      40.09333456080247    49.96410209199905    Depot_to_C73_dynamic_charger             0     
DC_C39_C38_3         x      0.0                  40.1                 C39_to_C38_dynamic_charger               3     
DC_C49_Depot_1       x      32.020823167939945   40.02602895992493    C49_to_Depot_dynamic_charger             1     
DC_C57_Depot_2       x      40.0                 49.9                 C57_to_Depot_dynamic_charger             2     
DC_Depot_C21_1       x      36.6339806440565     50.6732038711887     Depot_to_C21_dynamic_charger             1     
DC_C6_C7_0           x      40.0                 68.9                 C6_to_C7_dynamic_charger                 0     
DC_C27_C30_3         x      20.070710672903978   54.92928932709602    C27_to_C30_dynamic_charger               3     
DC_C80_C72_3         x      53.098801204843646   29.98456231174318    C80_to_C72_dynamic_charger               3     
DC_C22_C29_2         x      22.69900475099008    50.67475118774752    C22_to_C29_dynamic_charger               2     
DC_C31_C52_2         x      24.9                 35.0                 C31_to_C52_dynamic_charger               2     
DC_C43_Depot_3       x      39.957711452554214   49.909381684044746   C43_to_Depot_dynamic_charger             3     
DC_C52_Depot_0       x      25.07071067957064    35.070710679570645   C52_to_Depot_dynamic_charger             0     
DC_C90_C87_2         x      63.3                 55.0                 C90_to_C87_dynamic_charger               2     
DC_C89_C91_2         x      60.08320503579065    59.94452997613957    C89_to_C91_dynamic_charger               2     
DC_C91_Depot_2       x      40.08944271819998    50.04472135909999    C91_to_Depot_dynamic_charger             2     
DC_C2_C4_0           x      44.91679496420935    69.94452997613956    C2_to_C4_dynamic_charger                 0     
DC_C35_C51_2         x      24.902985749382697   30.024253562654327   C35_to_C51_dynamic_charger               2     
DC_C66_Depot_2       x      42.347429515815264   44.96979389468158    C66_to_Depot_dynamic_charger             2     
DC_C68_C69_0         x      45.0                 30.1                 C68_to_C69_dynamic_charger               0     
