VID                  Type   x                    y                    CID                                      Seq   
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
I5                   i      31.200819672131146   37.959016393442624   I5_static_charger                        1     
I9                   i      34.29970326409496    34.240356083086056   I9_static_charger                        1     
I3                   i      17.714285714285715   42.57142857142857    I3_static_charger                        1     
I14                  i      55.0                 41.666666666666664   I14_static_charger                       1     
I15                  i      55.83076923076923    51.50769230769231    I15_static_charger                       1     
I2                   i      16.363636363636363   38.18181818181818    I2_static_charger                        1     
I17                  i      67.0                 35.0                 I17_static_charger                       1     
I6                   i      31.115107913669064   37.84172661870504    I6_static_charger                        1     
I11                  i      30.65934065934066    24.175824175824175   I11_static_charger                       1     
I4                   i      25.22222222222222    29.77777777777778    I4_static_charger                        1     
I12                  i      46.333333333333336   62.666666666666664   I12_static_charger                       1     
I13                  i      47.56637168141593    60.508849557522126   I13_static_charger                       1     
C67                  ic     64.0                 42.0                 I16_static_charger                       1     
DC_C14_C12_3         x      7.9                  45.0                 C14_to_C12_dynamic_charger               3     
DC_C27_C26_1         x      95.0                 33.3                 C27_to_C26_dynamic_charger               1     
DC_C19_C18_1         x      43.0                 7.5                  C19_to_C18_dynamic_charger               1     
DC_C99_C52_0         x      25.980388388356978   34.90194194178489    C99_to_C52_dynamic_charger               0     
DC_Depot_C65_2       x      36.68157378636666    43.363147572733325   Depot_to_C65_dynamic_charger             2     
DC_C37_C38_2         x      63.02773501193022    80.68515667462015    C37_to_C38_dynamic_charger               2     
DC_Depot_C53_1       x      33.3                 50.0                 Depot_to_C53_dynamic_charger             1     
DC_Depot_C80_2       x      46.90808549572053    47.039391930405486   Depot_to_C80_dynamic_charger             2     
DC_C99_C52_1         x      25.660129462785658   33.300647313928295   C99_to_C52_dynamic_charger               1     
DC_C69_C88_2         x      26.358641888000825   55.97830695314215    C69_to_C88_dynamic_charger               2     
DC_C11_C13_0         x      7.948550425385083    39.91425070897514    C11_to_C13_dynamic_charger               0     
DC_C60_C98_0         x      15.080873605509286   59.94118283235688    C60_to_C98_dynamic_charger               0     
DC_C60_C98_3         x      25.919126394490714   52.05881716764312    C60_to_C98_dynamic_charger               3     
DC_C13_C15_1         x      3.5                  37.5                 C13_to_C15_dynamic_charger               1     
DC_C40_C36_1         x      61.7                 85.0                 C40_to_C36_dynamic_charger               1     
DC_C20_C83_0         x      41.97017250137281    15.095447995607005   C20_to_C83_dynamic_charger               0     
DC_C89_C76_1         x      63.5                 8.5                  C89_to_C76_dynamic_charger               1     
DC_C68_Depot_2       x      40.0                 50.1                 C68_to_Depot_dynamic_charger             2     
DC_C35_C37_3         x      65.05547002386044    82.08320503579064    C35_to_C37_dynamic_charger               3     
DC_C56_Depot_0       x      49.94452997921649    35.08320503117526    C56_to_Depot_dynamic_charger             0     
DC_C44_C43_0         x      55.0                 82.1                 C44_to_C43_dynamic_charger               0     
DC_C90_Depot_1       x      38.023570224301324   48.023570224301324   C90_to_Depot_dynamic_charger             1     
DC_C29_C27_1         x      92.5                 35.0                 C29_to_C27_dynamic_charger               1     
DC_C43_C40_3         x      59.9                 85.0                 C43_to_C40_dynamic_charger               3     
DC_C27_C26_0         x      95.0                 34.9                 C27_to_C26_dynamic_charger               0     
