VID                  Type   x                    y                    CID                                      Seq   
S19                  f      62.0                 21.0                 S19_static_charger                       1     
S8                   f      7.0                  61.0                 S8_static_charger                        1     
S17                  f      50.0                 9.0                  S17_static_charger                       1     
S9                   f      18.0                 41.0                 S9_static_charger                        1     
S16                  f      41.0                 5.0                  S16_static_charger                       1     
S13                  f      24.0                 25.0                 S13_static_charger                       1     
S11                  f      14.0                 20.0                 S11_static_charger                       1     
S20                  f      74.0                 30.0                 S20_static_charger                       1     
S10                  f      5.0                  39.0                 S10_static_charger                       1     
S18                  f      61.0                 14.0                 S18_static_charger                       1     
S5                   f      29.0                 59.0                 S5_static_charger                        1     
S3                   f      47.0                 57.0                 S3_static_charger                        1     
S2                   f      74.0                 39.0                 S2_static_charger                        1     
S6                   f      34.0                 71.0                 S6_static_charger                        1     
S14                  f      26.0                 6.0                  S14_static_charger                       1     
S12                  f      0.0                  26.0                 S12_static_charger                       1     
S15                  f      34.0                 20.0                 S15_static_charger                       1     
S1                   f      61.0                 37.0                 S1_static_charger                        1     
S7                   f      22.0                 58.0                 S7_static_charger                        1     
S4                   f      57.0                 65.0                 S4_static_charger                        1     
I14                  i      24.0                 24.4                 I14_static_charger                       1     
I18                  i      19.75609756097561    39.8780487804878     I18_static_charger                       1     
I17                  i      25.526315789473685   42.36842105263158    I17_static_charger                       1     
I11                  i      25.652173913043477   10.072463768115941   I11_static_charger                       1     
I22                  i      8.857142857142858    43.714285714285715   I22_static_charger                       1     
I7                   i      25.89887640449438    34.49438202247191    I7_static_charger                        1     
I2                   i      56.234042553191486   50.297872340425535   I2_static_charger                        1     
I8                   i      42.30434782608695    47.0                 I8_static_charger                        1     
I13                  i      57.94117647058823    15.294117647058824   I13_static_charger                       1     
I9                   i      17.75                18.5                 I9_static_charger                        1     
I24                  i      10.363636363636363   20.727272727272727   I24_static_charger                       1     
I27                  i      17.333333333333332   18.22222222222222    I27_static_charger                       1     
I15                  i      37.4                 47.0                 I15_static_charger                       1     
I4                   i      56.188235294117646   37.11764705882353    I4_static_charger                        1     
I26                  i      35.0                 25.866666666666667   I26_static_charger                       1     
I10                  i      17.885245901639344   48.31147540983606    I10_static_charger                       1     
I20                  i      31.394736842105264   25.385964912280702   I20_static_charger                       1     
I5                   i      24.46153846153846    24.46153846153846    I5_static_charger                        1     
C92                  ic     22.0                 22.0                 I19_static_charger                       1     
DC_C60_C17_0         x      16.905131672889897   33.96837722429663    C60_to_C17_dynamic_charger               0     
DC_Depot_C62_0       x      34.95685445100074    35.090213420634825   Depot_to_C62_dynamic_charger             0     
DC_C36_C64_3         x      14.939254990494575   76.92056421833905    C36_to_C64_dynamic_charger               3     
DC_C25_C24_0         x      65.0                 20.1                 C25_to_C24_dynamic_charger               0     
DC_C76_C28_2         x      41.08479983158753    37.05299989474221    C76_to_C28_dynamic_charger               2     
DC_C65_C35_1         x      62.33610151589829    72.96678180922046    C65_to_C35_dynamic_charger               1     
DC_C94_Depot_3       x      34.92525907074603    34.933563618440914   C94_to_Depot_dynamic_charger             3     
DC_C42_C14_0         x      23.90238128913968    11.978306953142152   C42_to_C14_dynamic_charger               0     
DC_Depot_C68_2       x      55.901766141857735   38.98128878892528    Depot_to_C68_dynamic_charger             2     
DC_C17_C84_0         x      5.09863938476643     30.016439897461073   C17_to_C84_dynamic_charger               0     
