VID                  Type   x                    y                    CID                                      Seq   
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
I4                   i      40.0                 33.23529411764706    I4_static_charger                        1     
I18                  i      45.0                 34.11764705882353    I18_static_charger                       1     
I6                   i      28.333333333333332   35.0                 I6_static_charger                        1     
I16                  i      46.26373626373626    34.34065934065934    I16_static_charger                       1     
I1                   i      28.045112781954888   54.9812030075188     I1_static_charger                        1     
I19                  i      59.523809523809526   59.76190476190476    I19_static_charger                       1     
I3                   i      31.361607142857142   61.997767857142854   I3_static_charger                        1     
I10                  i      44.003021148036254   64.41087613293051    I10_static_charger                       1     
I9                   i      40.0                 30.0                 I9_static_charger                        1     
I13                  i      50.0                 38.46153846153846    I13_static_charger                       1     
I7                   i      38.74407582938389    61.30331753554503    I7_static_charger                        1     
I5                   i      43.68131868131868    69.12087912087912    I5_static_charger                        1     
I11                  i      28.571428571428573   51.42857142857143    I11_static_charger                       1     
I14                  i      39.03225806451613    33.064516129032256   I14_static_charger                       1     
C26                  ic     25.0                 55.0                 I2_static_charger                        1     
C28                  ic     23.0                 55.0                 I15_static_charger                       1     
C62                  ic     50.0                 35.0                 I8_static_charger                        1     
DC_C31_C51_2         x      19.968377222796633   31.67720759240112    C31_to_C51_dynamic_charger               2     
DC_C97_C100_0        x      59.9                 85.0                 C97_to_C100_dynamic_charger              0     
DC_C74_C79_0         x      53.09893591225502    34.985450601138965   C74_to_C79_dynamic_charger               0     
DC_C16_C19_1         x      18.309763107920897   83.3097631079209     C16_to_C19_dynamic_charger               1     
DC_C69_C77_1         x      59.36644357907096    33.329483304759194   C69_to_C77_dynamic_charger               1     
DC_C69_C77_3         x      87.90066926278713    30.011550085722426   C69_to_C77_dynamic_charger               3     
DC_C78_C81_1         x      86.96666666666667    35.0                 C78_to_C81_dynamic_charger               1     
DC_Depot_C23_1       x      35.96923076923077    51.67948717948718    Depot_to_C23_dynamic_charger             1     
DC_C6_C7_0           x      40.0                 68.9                 C6_to_C7_dynamic_charger                 0     
DC_C30_C34_0         x      19.923177870310035   54.93598155859169    C30_to_C34_dynamic_charger               0     
DC_C5_Depot_2        x      40.6710721239886     55.033040929914506   C5_to_Depot_dynamic_charger              2     
