VID                  Type   x                    y                    CID                                      Seq   
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
I2                   i      47.0                 64.0                 I2_static_charger                        1     
I12                  i      57.5                 58.75                I12_static_charger                       1     
I8                   i      22.857142857142858   52.142857142857146   I8_static_charger                        1     
I15                  i      21.74468085106383    50.659574468085104   I15_static_charger                       1     
I20                  i      31.361607142857142   61.997767857142854   I20_static_charger                       1     
I7                   i      48.8                 32.0                 I7_static_charger                        1     
I13                  i      39.12871287128713    34.75247524752475    I13_static_charger                       1     
I14                  i      46.48623853211009    36.10091743119266    I14_static_charger                       1     
I9                   i      28.26086956521739    58.58695652173913    I9_static_charger                        1     
I5                   i      59.523809523809526   59.76190476190476    I5_static_charger                        1     
I1                   i      31.98780487804878    61.1280487804878     I1_static_charger                        1     
I17                  i      20.142857142857142   50.0                 I17_static_charger                       1     
I11                  i      43.68131868131868    69.12087912087912    I11_static_charger                       1     
I18                  i      50.53846153846154    39.1025641025641     I18_static_charger                       1     
I3                   i      57.41379310344828    44.195402298850574   I3_static_charger                        1     
C25                  ic     25.0                 52.0                 I4_static_charger                        1     
DC_Depot_C67_2       x      46.942653767368945   40.08192318947294    Depot_to_C67_dynamic_charger             2     
DC_C47_C43_2         x      31.966666666666665   35.0                 C47_to_C43_dynamic_charger               2     
DC_C80_C72_1         x      74.30039959838545    26.671812562752272   C80_to_C72_dynamic_charger               1     
DC_C46_C47_1         x      30.0                 33.5                 C46_to_C47_dynamic_charger               1     
DC_C89_C91_1         x      61.5                 59.0                 C89_to_C91_dynamic_charger               1     
DC_C5_Depot_3        x      40.013216371965804   50.09912278974351    C5_to_Depot_dynamic_charger              3     
DC_C93_C97_2         x      61.7                 85.0                 C93_to_C97_dynamic_charger               2     
DC_Depot_C21_2       x      33.36601935594349    51.3267961288113     Depot_to_C21_dynamic_charger             2     
DC_C46_C47_2         x      30.0                 34.9                 C46_to_C47_dynamic_charger               2     
DC_Depot_C20_3       x      30.1                 50.0                 Depot_to_C20_dynamic_charger             3     
DC_C49_Depot_0       x      28.062469503819827   35.07808687977479    C49_to_Depot_dynamic_charger             0     
DC_C53_C54_0         x      43.9628609336947     5.092847665763259    C53_to_C54_dynamic_charger               0     
DC_C6_C7_2           x      40.0                 66.1                 C6_to_C7_dynamic_charger                 2     
DC_C56_C53_0         x      40.1                 5.0                  C56_to_C53_dynamic_charger               0     
DC_C97_C100_0        x      59.9                 85.0                 C97_to_C100_dynamic_charger              0     
DC_C65_C62_1         x      48.6790463554351     38.302384111412245   C65_to_C62_dynamic_charger               1     
DC_C54_C55_2         x      42.0                 13.3                 C54_to_C55_dynamic_charger               2     
DC_C52_Depot_1       x      32.5                 42.5                 C52_to_Depot_dynamic_charger             1     
DC_C65_C62_2         x      49.3209536445649     36.697615888587755   C65_to_C62_dynamic_charger               2     
DC_Depot_C1_0        x      40.02676438593773    50.096351789375845   Depot_to_C1_dynamic_charger              0     
DC_Depot_C63_3       x      49.92928932376269    40.07071067623731    Depot_to_C63_dynamic_charger             3     
DC_Depot_C90_1       x      46.699004750205766   51.67475118755144    Depot_to_C90_dynamic_charger             1     
DC_C53_C54_1         x      43.3209536445649     6.6976158885877535   C53_to_C54_dynamic_charger               1     
DC_Depot_C23_3       x      28.092307692307692   54.96153846153846    Depot_to_C23_dynamic_charger             3     
DC_C71_C76_3         x      90.1                 35.0                 C71_to_C76_dynamic_charger               3     
DC_Depot_C67_0       x      40.057346232631055   49.91807681052706    Depot_to_C67_dynamic_charger             0     
DC_C78_C81_2         x      86.03333333333333    35.0                 C78_to_C81_dynamic_charger               2     
DC_Depot_C90_2       x      53.300995249794234   53.32524881244856    Depot_to_C90_dynamic_charger             2     
DC_C82_C71_1         x      81.69023689291244    48.30976310708756    C82_to_C71_dynamic_charger               1     
DC_C4_C6_1           x      41.0                 68.5                 C4_to_C6_dynamic_charger                 1     
DC_C56_C53_1         x      42.0                 5.0                  C56_to_C53_dynamic_charger               1     
DC_C85_C88_1         x      66.5                 60.0                 C85_to_C88_dynamic_charger               1     
DC_C15_C13_0         x      20.037139066305304   79.90715233423674    C15_to_C13_dynamic_charger               0     
DC_C17_C15_1         x      19.0                 77.5                 C17_to_C15_dynamic_charger               1     
DC_C5_Depot_2        x      40.6710721239886     55.033040929914506   C5_to_Depot_dynamic_charger              2     
DC_C71_C76_0         x      94.9                 35.0                 C71_to_C76_dynamic_charger               0     
