CID                                      InvCost              VarCost              ChargingRate        
S16_static_charger                       24.3977              0.0                  0.4367              
S12_static_charger                       24.5129              0.0                  0.4367              
S18_static_charger                       20.4849              0.0                  0.4367              
S1_static_charger                        19.784               0.0                  0.4367              
S9_static_charger                        17.7394              0.0                  0.4367              
S19_static_charger                       23.3822              0.0                  0.4367              
S5_static_charger                        19.4011              0.0                  0.4367              
S11_static_charger                       23.182               0.0                  0.4367              
S6_static_charger                        17.5342              0.0                  0.4367              
S14_static_charger                       22.6662              0.0                  0.4367              
S4_static_charger                        15.9946              0.0                  0.4367              
S20_static_charger                       22.7939              0.0                  0.4367              
S8_static_charger                        24.1111              0.0                  0.4367              
S2_static_charger                        24.8583              0.0                  0.4367              
S10_static_charger                       16.8075              0.0                  0.4367              
S17_static_charger                       24.182               0.0                  0.4367              
S15_static_charger                       23.8943              0.0                  0.4367              
S13_static_charger                       17.9317              0.0                  0.4367              
S3_static_charger                        23.0791              0.0                  0.4367              
S7_static_charger                        24.2981              0.0                  0.4367              
C93_to_Depot_dynamic_charger             2.1402               0.001                1.7467              
C9_to_C13_dynamic_charger                1.9933               0.001                0.4367              
C59_to_C60_dynamic_charger               2.0593               0.001                1.7467              
Depot_to_C8_dynamic_charger              1.7397               0.001                1.7467              
C47_to_C52_dynamic_charger               1.7486               0.001                1.7467              
C48_to_C43_dynamic_charger               1.9966               0.001                1.7467              
C13_to_C15_dynamic_charger               2.2804               0.001                0.4367              
C15_to_C12_dynamic_charger               1.9077               0.001                1.7467              
C93_to_Depot_dynamic_charger             2.1402               0.001                1.7467              
C48_to_C43_dynamic_charger               1.9966               0.001                1.7467              
C46_to_C44_dynamic_charger               1.9431               0.001                1.7467              
C68_to_C64_dynamic_charger               1.949                0.001                1.7467              
C16_to_C19_dynamic_charger               1.5894               0.001                0.4367              
C16_to_C19_dynamic_charger               1.5894               0.001                0.4367              
C47_to_C52_dynamic_charger               1.7486               0.001                1.7467              
C48_to_C43_dynamic_charger               1.9966               0.001                1.7467              
C9_to_C13_dynamic_charger                1.9933               0.001                0.4367              
C49_to_C65_dynamic_charger               2.4708               0.001                0.4367              
C13_to_C15_dynamic_charger               2.2804               0.001                0.4367              
C25_to_C23_dynamic_charger               2.1076               0.001                1.7467              
C25_to_C23_dynamic_charger               2.1076               0.001                1.7467              
Depot_to_C8_dynamic_charger              1.7397               0.001                1.7467              
C8_to_C10_dynamic_charger                2.4247               0.001                1.7467              
C15_to_C12_dynamic_charger               1.9077               0.001                1.7467              
C26_to_C28_dynamic_charger               1.8952               0.001                1.7467              
C53_to_C54_dynamic_charger               1.9431               0.001                1.7467              
C65_to_C68_dynamic_charger               2.4625               0.001                1.7467              
C82_to_C85_dynamic_charger               1.7302               0.001                1.7467              
C11_to_C9_dynamic_charger                2.3806               0.001                1.7467              
C69_to_Depot_dynamic_charger             1.9901               0.001                0.4367              
Depot_to_C89_dynamic_charger             2.2887               0.001                0.4367              
C21_to_Depot_dynamic_charger             1.7007               0.001                1.7467              
C31_to_C33_dynamic_charger               1.6905               0.001                1.7467              
C49_to_C65_dynamic_charger               2.4708               0.001                0.4367              
C100_to_C99_dynamic_charger              2.395                0.001                1.7467              
Depot_to_C8_dynamic_charger              1.7397               0.001                1.7467              
