VID                  Type   x                    y                    CID                                      Seq   
S18                  f      73.0                 23.0                 S18_static_charger                       1     
S10                  f      1.0                  56.0                 S10_static_charger                       1     
S14                  f      28.0                 13.0                 S14_static_charger                       1     
S9                   f      18.0                 58.0                 S9_static_charger                        1     
S5                   f      32.0                 80.0                 S5_static_charger                        1     
S2                   f      90.0                 55.0                 S2_static_charger                        1     
S17                  f      59.0                 17.0                 S17_static_charger                       1     
S4                   f      69.0                 89.0                 S4_static_charger                        1     
S20                  f      90.0                 44.0                 S20_static_charger                       1     
S19                  f      74.0                 32.0                 S19_static_charger                       1     
S1                   f      73.0                 52.0                 S1_static_charger                        1     
S11                  f      13.0                 31.0                 S11_static_charger                       1     
S3                   f      55.0                 79.0                 S3_static_charger                        1     
S12                  f      -5.0                 38.0                 S12_static_charger                       1     
S7                   f      23.0                 80.0                 S7_static_charger                        1     
S16                  f      48.0                 11.0                 S16_static_charger                       1     
S15                  f      39.0                 31.0                 S15_static_charger                       1     
S6                   f      39.0                 96.0                 S6_static_charger                        1     
S8                   f      4.0                  83.0                 S8_static_charger                        1     
S13                  f      26.0                 37.0                 S13_static_charger                       1     
I4                   i      23.583333333333332   51.416666666666664   I4_static_charger                        1     
I5                   i      26.5                 53.5                 I5_static_charger                        1     
I7                   i      35.78947368421053    66.0                 I7_static_charger                        1     
I3                   i      20.87878787878788    50.303030303030305   I3_static_charger                        1     
I2                   i      19.9                 49.9                 I2_static_charger                        1     
I6                   i      35.58441558441559    66.77922077922078    I6_static_charger                        1     
DC_C42_C43_0         x      33.0                 32.1                 C42_to_C43_dynamic_charger               0     
DC_C69_C68_2         x      45.0                 30.1                 C69_to_C68_dynamic_charger               2     
DC_C21_Depot_1       x      35.0                 51.0                 C21_to_Depot_dynamic_charger             1     
DC_C20_C24_0         x      29.9                 50.0                 C20_to_C24_dynamic_charger               0     
DC_C53_C54_2         x      42.0371390663053     9.907152334236741    C53_to_C54_dynamic_charger               2     
DC_C80_C63_2         x      50.09191450186568    39.96060807062899    C80_to_C63_dynamic_charger               2     
DC_C70_C71_1         x      95.0                 32.5                 C70_to_C71_dynamic_charger               1     
DC_C15_C19_2         x      15.1                 80.0                 C15_to_C19_dynamic_charger               2     
DC_C35_C31_2         x      8.3                  35.0                 C35_to_C31_dynamic_charger               2     
DC_C72_C61_1         x      51.5                 30.0                 C72_to_C61_dynamic_charger               1     
DC_Depot_C5_2        x      41.3289278760114     59.966959070085494   Depot_to_C5_dynamic_charger              2     
DC_C4_C7_0           x      41.92928931876269    67.92928931876268    C4_to_C7_dynamic_charger                 0     
DC_C81_C80_2         x      85.0                 25.1                 C81_to_C80_dynamic_charger               2     
DC_C8_Depot_2        x      39.32965228240802    56.033129458327835   C8_to_Depot_dynamic_charger              2     
DC_Depot_C59_1       x      39.331431673633205   38.30005428858112    Depot_to_C59_dynamic_charger             1     
DC_C69_C68_1         x      45.0                 32.5                 C69_to_C68_dynamic_charger               1     
DC_C16_C15_1         x      20.0                 82.5                 C16_to_C15_dynamic_charger               1     
DC_C11_C12_0         x      34.94700010525779    69.08479983158753    C11_to_C12_dynamic_charger               0     
DC_C46_C50_1         x      28.0                 32.0                 C46_to_C50_dynamic_charger               1     
